id,Missing,HGSHS.A1,HGSHS.A2,HGSHS.A3,HGSHS.A4,HGSHS.A5,HGSHS.A6,HGSHS.A7,HGSHS.A8,HGSHS.A9,HGSHS.A10,HGSHS.A11,HGSHS.A12PRE,HGSHS.A12POST,HGSHS.A12,INV.1,INV.2,INV.3,INV.4,INV.5,INV.6,INV.7,INV.8,INV.9,INV.10,INV.11,INV.12
225,0,0,0,0,0,1,1,1,0,1,0,0,7,4,0,3,5,3,0,2,4,5,0,4,0,0,0
226,0,0,0,1,0,0,0,1,1,0,0,0,6,1,0,4,4,3,0,0,0,4,3,0,0,0,0
227,0,1,1,1,0,0,1,1,0,0,0,0,4,2,0,5,5,4,2,2,3,3,2,1,2,0,1
228,0,1,0,1,0,1,1,0,1,0,1,0,3,1,0,4,3,3,3,3,4,2,5,0,2,0,4
229,0,0,1,1,1,0,1,1,1,0,1,0,4,1,0,3,5,5,4,2,4,4,4,2,5,0,4
230,0,0,1,1,0,1,1,1,0,0,0,1,5,2,0,5,5,5,4,3,4,4,0,0,2,2,2
231,0,0,1,1,0,1,0,1,1,0,1,0,9,0,0,0,4,4,0,4,0,5,5,0,4,0,0
232,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,5,3,5,0,5,4,4,3,0,4,0,5
233,0,0,0,1,0,0,0,1,0,1,0,0,6,0,0,4,2,5,0,0,0,5,3,4,2,0,3
234,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,2,2,0,3,0,3,0,0,0,0,0
236,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,1,0,0,0,0,0
237,0,1,1,1,0,0,0,1,0,0,0,0,5,1,0,5,4,5,3,3,3,5,2,0,0,0,0
238,0,1,1,1,0,0,1,1,0,0,0,0,2,6,1,4,2,5,0,3,4,5,2,0,2,0,2
239,0,1,0,1,1,1,1,1,1,0,0,0,3,5,1,3,2,5,5,5,5,5,3,0,3,0,3
240,0,0,1,1,0,0,1,0,1,0,1,0,5,3,0,2,3,3,2,5,5,4,5,0,5,0,0
241,0,0,1,0,0,0,0,1,1,0,0,0,8,1,0,4,3,4,4,4,4,5,4,0,4,0,0
242,0,1,1,1,0,1,1,1,0,0,1,0,4,4,0,2,3,3,1,4,4,3,1,0,5,0,3
243,0,0,1,1,0,0,0,1,0,0,0,0,6,0,0,4,2,5,0,2,4,4,0,0,3,0,4
244,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,5,5,5,0,0,0,5,5,5,5,5,0
245,0,1,1,1,0,1,1,0,0,0,0,0,7,0,0,4,4,4,0,0,5,3,0,0,0,0,0
246,0,0,1,1,0,0,1,1,1,0,0,0,5,0,0,3,2,5,4,3,3,4,4,0,0,0,0
247,0,0,1,1,0,0,0,1,1,0,0,0,5,3,0,0,3,3,0,0,0,3,5,0,0,0,5
248,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,4,1,1,1,1,1,1,1,0,0,0,0
249,0,0,0,1,1,1,1,1,0,0,0,0,5,0,0,3,3,5,2,3,2,4,0,2,2,0,0
250,0,0,1,1,0,1,1,1,1,0,1,0,3,1,0,5,5,4,0,5,5,4,4,0,4,0,5
251,0,1,1,1,1,1,0,1,1,0,1,0,3,3,1,5,4,5,3,3,2,5,5,3,5,0,4
252,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,1,1,0,1,0,1,0,0
253,0,0,1,1,1,1,1,1,1,0,1,0,4,0,0,4,4,3,4,5,4,4,4,0,4,0,4
254,0,0,1,1,0,0,1,1,1,0,0,0,4,0,0,0,3,5,0,2,5,5,5,0,3,0,0
255,0,0,0,1,0,0,1,1,0,0,1,0,11,0,0,0,2,2,0,0,4,2,1,0,5,0,0
256,0,1,1,1,0,1,0,1,1,1,0,0,2,1,0,5,4,5,2,3,4,5,5,3,4,0,0
257,0,1,1,1,1,1,1,1,1,0,1,0,5,3,0,5,3,5,4,5,3,4,4,0,4,0,0
258,0,1,1,1,1,1,1,1,1,0,1,0,5,2,0,5,5,4,4,4,3,5,3,0,4,0,1
259,0,1,1,1,0,0,1,1,1,0,1,0,6,1,0,3,5,4,3,5,5,4,4,0,5,0,1
260,0,1,1,1,1,0,1,1,1,0,1,0,6,1,0,4,3,5,4,1,5,5,4,1,5,1,0
261,0,1,1,1,1,1,1,1,1,0,0,0,5,1,0,4,3,5,3,3,3,5,5,0,0,0,2
262,0,1,1,1,1,1,1,1,1,0,1,0,5,2,0,4,2,4,4,5,5,5,3,0,4,0,0
263,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,2,4,4,2,2,5,5,5,0,5,0,0
264,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
265,0,0,1,1,0,1,0,1,0,0,0,0,8,0,0,2,2,3,0,4,3,4,4,0,2,0,0
266,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,4,5,4,3,5,3,5,5,3,5,2,3
267,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,3,4,0,0,0,0,0,0,0,0,3
268,0,1,1,1,0,1,0,1,1,1,1,0,6,1,0,4,4,4,2,4,2,5,5,2,4,2,2
269,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,3,1,3,3,1,0,1,0,0,0,0,5
270,0,1,1,1,0,1,0,1,1,0,1,0,5,0,0,4,3,5,1,4,1,5,4,0,3,0,2
271,0,0,0,1,1,1,0,1,0,0,0,0,4,3,0,0,1,5,4,5,4,5,3,0,4,0,3
272,0,0,1,1,1,1,0,1,1,0,0,0,3,3,1,3,4,4,4,4,2,5,4,0,2,0,3
273,0,0,1,1,0,0,0,1,0,0,0,0,2,2,1,3,2,4,2,1,2,5,3,0,2,0,3
274,1,1,1,1,0,1,0,1,0,0,1,0,4,3,0,4,3,5,0,3,1,2,0,1,0,1,4
275,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,4,4,5,0,5,0,4,0,0,2,0,0
276,0,1,1,0,1,0,1,1,0,0,1,0,5,2,0,3,4,2,3,0,2,4,0,0,5,0,0
277,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,4,4,4,3,4,4,4,4,0,4,0,0
278,0,1,1,1,1,1,1,1,1,1,1,1,4,5,0,3,5,4,4,5,2,3,5,3,5,2,3
279,0,1,1,1,1,1,0,1,0,0,1,0,3,1,0,3,5,4,5,3,3,1,2,0,4,0,5
280,0,1,0,1,1,1,1,1,1,0,1,1,5,0,0,3,0,4,4,3,4,5,5,0,5,1,3
281,0,1,1,1,1,0,1,1,1,0,1,1,5,1,0,5,4,5,5,5,5,4,4,2,5,0,3
282,0,1,1,1,0,1,1,1,1,0,1,1,3,3,1,4,3,4,3,5,2,4,4,1,4,4,3
283,0,0,0,1,1,0,1,1,0,0,0,0,4,0,0,4,3,4,5,3,4,5,3,2,4,0,3
284,1,1,1,1,0,0,,1,0,0,0,0,5,2,0,5,4,5,5,4,4,5,0,0,0,0,4
285,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,4,0,5,0,2,2,5,0,0,0,0,5
286,0,0,1,1,1,1,1,1,0,0,1,0,5,2,0,4,2,4,4,4,4,4,2,2,2,0,3
287,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,4,2,4,0,0,2,5,0,0,0,0,3
288,1,1,0,1,1,1,1,1,0,0,0,1,6,0,0,4,2,2,2,3,2,5,,0,3,0,0
289,0,0,0,1,0,0,0,1,1,0,1,0,4,0,0,4,3,4,0,0,0,4,2,2,0,0,0
290,0,0,0,1,1,0,0,1,0,0,0,0,5,0,0,2,2,3,0,1,2,2,0,0,1,0,0
291,0,0,0,1,0,0,0,0,0,0,0,1,5,2,0,4,3,5,3,3,4,5,3,0,3,1,3
292,0,1,1,1,1,0,1,1,0,0,0,0,7,0,0,4,4,4,0,0,2,4,0,0,0,0,0
293,0,0,1,1,0,0,0,1,0,0,0,1,3,0,0,3,3,5,2,4,2,4,2,1,3,4,4
294,0,1,1,1,1,0,0,1,0,0,0,0,4,1,0,5,3,5,2,2,1,5,1,0,1,0,3
295,0,0,0,1,1,0,1,1,0,0,0,0,7,0,0,0,0,2,2,0,3,2,0,0,0,0,0
296,0,1,1,1,0,0,0,1,0,0,0,0,8,0,0,3,2,3,0,0,0,4,0,0,0,0,0
297,0,1,0,1,0,0,0,1,0,0,0,0,3,1,0,4,2,4,2,2,3,4,2,0,3,0,2
298,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,2,4,3,0,4,4,0,4,0,4,0,3
299,0,1,1,1,1,0,0,1,0,0,1,0,4,0,0,3,4,4,3,3,4,5,2,0,4,0,0
300,0,1,1,1,1,1,1,1,0,0,1,0,7,1,0,4,5,4,2,3,4,5,4,0,3,0,0
301,0,0,0,1,1,0,0,1,0,0,0,0,2,3,1,1,1,4,0,0,1,3,0,0,0,0,0
302,0,0,0,1,0,0,0,1,0,0,0,1,6,1,0,3,1,4,0,0,0,4,0,0,0,1,0
303,0,1,1,1,0,1,1,0,1,1,1,1,3,1,0,2,2,3,3,2,2,3,2,4,2,2,3
304,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,1,1,1,0,1,0,0,0,0,0,0,0
305,0,1,1,1,0,0,1,1,1,0,1,0,5,1,0,2,2,1,0,4,4,5,3,0,3,0,0
306,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,4,4,3,0,4,4,3,2,5,5,2,3
307,0,1,1,1,1,1,0,0,0,0,0,0,5,1,0,2,4,0,0,2,0,1,0,0,2,0,0
308,0,0,0,1,1,1,1,0,1,0,1,0,6,0,0,2,3,4,5,4,4,3,5,0,4,0,0
309,0,0,1,1,0,1,0,1,0,0,1,1,2,2,1,0,4,4,3,3,2,4,3,0,4,2,2
310,0,1,1,1,1,0,0,1,1,1,1,0,1,2,1,5,5,5,5,5,5,5,3,3,5,0,3
311,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,4,3,5,5,4,4,4,4,0,5,1,0
312,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,4,3,4,0,0,0,4,0,0,3,0,3
313,0,1,1,0,1,1,1,1,0,1,1,0,4,2,0,4,3,1,4,5,5,3,0,2,2,0,1
314,0,0,1,1,0,1,1,0,0,1,0,1,4,3,0,5,4,4,4,4,4,4,4,2,3,2,3
315,0,1,0,1,1,1,0,0,1,1,1,1,2,6,1,5,4,5,5,3,5,4,5,4,4,3,5
316,0,1,1,1,0,1,1,0,0,0,1,1,0,3,1,5,5,4,5,5,5,5,5,0,5,5,5
317,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,3,0,2,2,1,4,0,0,0,0,0
318,0,1,1,1,1,0,0,1,1,0,1,1,6,0,0,4,3,5,2,2,0,3,4,0,5,2,3
319,0,1,1,1,0,0,0,1,0,0,0,0,6,0,0,4,2,4,0,0,0,4,0,0,0,0,5
320,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,2,1,2,0,0,3,3,0,0,0,0,0
321,0,0,0,1,0,0,0,1,1,0,0,1,5,1,0,0,0,3,0,0,0,3,3,0,0,0,0
322,0,1,1,1,0,0,0,1,0,0,0,0,5,0,0,3,2,2,0,2,0,2,0,0,0,0,0
323,0,1,1,1,1,1,1,1,0,0,1,1,5,0,0,4,4,4,5,4,5,4,0,0,5,2,3
324,0,1,1,1,1,1,1,1,1,1,1,1,4,1,0,4,5,5,3,4,4,4,0,4,5,1,0
325,0,1,1,1,0,0,0,1,0,0,0,0,3,3,1,4,5,4,2,1,1,3,1,0,1,0,2
326,0,0,1,1,0,0,1,1,0,0,0,0,4,2,0,3,2,5,0,1,5,4,3,0,1,2,1
327,0,1,0,1,1,1,1,1,1,0,1,0,5,1,0,5,3,5,3,3,5,5,4,0,4,0,1
328,0,0,1,1,0,0,0,1,0,0,0,0,5,1,0,3,2,5,0,0,3,5,0,0,0,0,0
329,0,1,0,1,1,0,0,1,0,0,0,0,3,2,1,4,3,5,2,1,2,5,2,0,2,0,3
330,0,0,1,1,1,0,1,0,1,0,1,1,3,1,0,3,4,3,3,4,5,2,5,0,5,5,5
331,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0
332,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,2,2,2,1,0,0,1,0,1,0,0,0
333,0,1,0,0,0,1,0,1,1,1,1,0,6,0,0,4,0,4,0,3,0,2,3,0,0,0,2
334,0,1,1,1,0,0,1,1,0,0,1,0,7,1,0,4,3,5,0,0,5,4,3,4,4,0,2
335,0,0,0,1,0,0,1,1,0,1,0,0,0,2,1,0,1,1,2,4,5,3,1,0,3,0,4
336,0,1,1,1,1,1,0,1,0,0,1,0,2,2,1,5,5,4,4,4,5,3,4,0,5,3,4
337,0,1,0,1,1,1,1,1,1,0,1,0,3,7,1,5,4,5,5,4,5,5,4,2,5,0,4
338,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,5,4,5,0,5,0,0,0,0,0,0
339,0,1,1,1,1,1,1,1,1,1,1,1,0,4,1,3,4,4,4,4,5,5,5,5,5,4,5
340,0,1,0,0,1,1,1,1,0,1,1,1,4,2,0,4,4,4,5,5,5,3,4,3,4,2,5
341,0,1,0,1,0,0,1,1,0,0,1,0,4,2,0,3,3,5,2,3,4,4,1,0,5,0,3
342,0,0,1,1,0,1,1,0,1,0,1,0,3,1,0,2,3,5,4,5,5,0,4,0,5,0,4
343,0,1,1,1,1,1,1,1,1,0,1,1,5,1,0,4,2,4,5,5,4,4,3,1,4,1,1
344,0,1,1,1,0,1,1,1,0,0,1,0,7,0,0,3,4,5,0,4,2,5,0,0,5,0,0
345,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,3,2,0,3,0,0,3,0,0
346,0,0,0,1,0,0,0,1,0,0,0,0,5,1,0,3,1,4,2,2,3,4,1,1,2,0,0
347,0,1,0,0,0,0,0,1,0,0,0,0,5,2,0,3,3,4,0,0,0,4,0,0,0,0,0
348,0,1,1,1,0,0,1,1,0,0,0,0,6,2,0,3,3,5,0,1,3,5,0,0,1,0,4
349,0,1,1,1,1,1,1,1,0,1,1,1,5,3,0,4,3,4,5,5,5,4,2,2,5,2,3
350,0,1,1,1,0,0,0,1,1,0,1,0,3,2,1,2,1,4,0,0,3,4,0,0,0,0,5
351,0,1,1,1,1,1,1,1,1,0,1,0,3,2,1,5,5,5,5,5,5,5,5,3,5,3,5
352,0,1,0,1,0,0,1,1,0,0,0,0,6,1,0,4,5,4,0,3,4,4,0,0,0,0,4
353,0,1,1,1,0,1,1,1,0,1,1,0,7,1,0,4,3,5,0,2,3,4,0,1,4,0,1
354,0,0,0,1,1,1,0,1,0,0,0,0,5,1,0,1,1,4,0,0,0,5,2,0,0,0,3
355,0,1,1,1,0,1,0,1,0,0,0,0,4,1,0,4,5,3,2,4,2,3,0,0,1,1,4
356,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,3,4,2,1,5,1,4,3,5,5,0,3
357,0,0,1,1,0,1,0,1,0,0,1,0,5,3,0,1,3,3,2,4,2,5,4,0,4,0,3
358,0,0,1,1,0,1,0,1,1,0,1,1,4,2,0,3,4,5,0,4,2,5,4,0,3,4,3
359,0,1,1,1,1,0,1,1,0,0,0,0,6,1,0,5,2,4,0,4,5,4,0,0,4,0,5
360,0,1,1,1,1,1,1,1,1,0,1,0,5,2,0,5,5,5,5,5,5,3,5,0,5,1,5
361,0,0,1,1,1,1,1,1,1,0,1,0,6,0,0,2,4,5,1,5,4,5,3,0,4,0,1
362,0,0,1,1,0,1,0,0,1,0,0,0,7,0,0,1,4,5,3,5,2,1,3,0,1,0,0
363,0,0,1,1,1,1,0,1,0,0,1,0,7,0,0,2,4,4,2,4,0,2,2,0,4,1,0
364,0,1,1,1,1,1,1,1,0,1,1,0,4,1,0,4,4,5,5,5,4,5,3,2,4,0,0
365,0,0,1,1,0,1,1,1,1,0,1,0,6,1,0,3,3,4,2,2,5,4,4,0,5,0,2
366,1,1,1,0,1,,1,0,,,1,0,1,0,0,3,5,3,0,0,3,3,0,0,3,0,4
367,0,0,1,1,1,1,1,1,1,1,1,1,4,0,0,1,2,2,4,3,5,4,4,3,3,5,5
368,0,1,1,1,0,1,0,0,0,0,0,1,4,0,0,4,3,4,1,1,3,4,0,0,0,0,2
369,0,1,1,1,0,0,0,1,0,0,0,1,4,0,0,3,1,4,1,1,1,1,1,0,1,1,0
370,0,1,0,1,1,0,0,1,0,0,0,1,4,1,0,4,2,4,5,3,5,4,3,0,2,2,2
371,0,0,1,1,1,0,0,1,0,1,1,0,4,0,0,4,5,4,3,4,4,5,4,3,5,0,5
372,0,1,1,1,0,1,0,1,1,0,0,0,5,1,0,4,5,5,4,5,2,5,2,1,2,0,5
373,0,1,1,1,0,1,0,1,1,0,0,0,7,0,0,3,4,4,1,3,0,4,5,0,1,0,2
374,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,5,4,5,5,4,4,5,5,0,2,0,3
375,0,0,1,1,0,1,1,0,1,0,0,0,6,0,0,0,4,3,1,3,5,4,3,0,3,0,0
376,0,0,0,1,0,0,0,1,0,0,0,0,6,2,0,3,2,4,3,3,2,4,2,1,3,0,4
377,0,0,1,1,1,1,0,1,0,1,0,0,3,3,1,3,4,5,3,5,2,3,3,3,2,0,0
378,0,1,1,1,1,1,0,1,1,0,1,1,3,3,1,5,5,4,4,4,3,5,5,2,4,2,5
379,0,0,1,1,1,0,1,1,0,0,0,0,6,1,0,2,3,5,0,0,0,2,0,0,0,0,0
380,1,1,1,1,1,1,0,,1,0,0,1,7,1,0,5,5,5,0,4,3,2,4,0,2,1,0
381,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,5,1,5,0,0,0,5,0,0,0,1,0
382,0,1,1,0,0,0,1,1,0,0,0,0,3,3,1,2,2,4,2,2,2,4,2,0,1,0,4
383,0,0,1,1,0,1,1,1,0,0,1,0,6,2,0,3,2,5,0,5,4,4,0,0,4,0,0
384,0,1,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,1,,1,1,1,1,1,1,1,1,1,1,1,3,1,4,5,5,5,5,5,4,5,3,4,4,5
386,0,0,1,1,0,0,0,1,0,0,0,0,4,0,0,3,2,5,4,1,1,5,2,0,0,0,0
387,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,3,5,4,3,2,2,4,3,0,5,0,4
388,0,0,1,1,0,1,0,1,0,1,1,1,0,2,1,5,4,3,3,4,4,5,3,5,5,3,2
389,0,1,0,0,1,1,1,1,1,0,1,0,5,2,0,5,3,5,5,4,5,5,5,0,5,0,0
390,0,1,1,1,0,1,0,1,0,0,0,0,5,0,0,4,4,4,0,1,1,4,0,0,0,0,0
391,0,1,0,1,0,0,0,1,0,0,0,0,6,0,0,5,4,5,0,3,3,4,0,0,3,0,0
392,0,0,1,1,1,0,0,1,1,0,1,0,5,0,0,0,4,5,2,1,1,4,4,0,4,0,5
393,0,1,1,1,0,0,1,1,0,0,0,1,5,0,0,4,3,4,0,2,3,5,2,0,1,1,1
394,1,1,1,0,0,,0,1,1,0,1,0,5,1,0,4,2,3,1,2,1,4,5,0,0,0,5
395,0,1,0,1,0,0,0,1,0,0,0,1,4,4,0,4,1,4,1,1,1,4,1,1,1,1,0
396,0,0,1,1,1,1,1,1,1,0,1,1,7,0,0,3,4,5,5,5,5,4,5,3,4,2,3
397,0,0,1,1,0,1,0,1,0,0,0,0,8,1,0,3,3,5,2,0,0,4,0,0,0,0,0
398,0,1,1,1,0,0,0,1,1,0,0,0,5,1,0,4,1,5,4,3,4,5,4,0,3,0,0
399,0,1,1,1,0,0,0,1,1,0,0,1,8,0,0,3,1,3,3,3,3,3,4,1,3,1,2
400,0,0,0,1,0,1,1,1,1,0,1,0,1,3,1,5,3,4,0,4,4,5,3,0,2,0,3
401,0,0,0,1,0,0,0,1,1,0,1,0,4,2,0,4,0,5,2,3,2,5,3,0,4,0,2
402,0,1,1,1,0,1,1,1,0,0,1,0,5,2,0,3,3,4,3,2,5,3,2,2,4,1,3
403,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,3,4,4,1,2,4,3,3,0,4,2,0
404,0,1,1,1,1,1,1,1,1,0,1,0,3,3,1,3,4,4,4,4,5,4,5,0,5,0,4
405,0,0,1,1,1,1,1,1,0,0,1,0,5,0,0,0,5,5,3,4,3,5,0,0,5,0,0
406,0,1,1,1,0,0,1,1,0,0,0,1,7,1,0,4,4,4,4,2,3,2,4,0,2,1,3
407,0,0,1,1,0,0,0,1,0,0,0,1,6,1,0,2,3,5,0,0,0,4,0,0,0,1,0
408,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,3,2,4,0,0,0,0,0,0,3,0,5
409,0,0,1,1,0,1,1,1,1,1,1,1,6,3,0,4,4,5,0,4,5,5,2,0,4,3,3
410,0,1,0,1,1,1,1,1,0,0,0,0,6,0,0,2,1,1,1,1,1,2,0,1,2,1,0
411,0,0,1,0,1,1,1,1,1,0,0,0,4,0,0,5,4,2,1,4,4,3,1,4,2,0,2
412,0,0,1,1,1,0,1,1,1,0,1,0,2,1,0,0,5,5,4,2,4,5,5,0,5,0,0
413,1,0,1,1,0,0,1,0,,,1,0,0,0,0,2,2,2,1,1,2,2,0,0,0,0,4
414,0,0,1,1,0,1,1,1,1,0,1,0,7,1,0,5,3,4,4,5,4,5,4,0,3,0,0
415,0,0,1,1,0,0,0,1,1,1,1,0,8,2,0,3,3,5,2,2,2,5,4,3,2,0,3
416,0,1,1,0,0,0,0,1,0,0,0,0,5,0,0,1,4,0,2,2,2,4,0,5,0,0,0
417,0,0,1,0,1,1,1,0,1,0,1,0,2,3,1,3,3,2,3,4,4,2,4,0,3,2,2
418,0,0,1,0,0,0,1,1,0,0,0,1,5,0,0,5,3,2,1,1,5,5,0,0,0,1,0
419,1,0,1,1,0,0,0,1,0,,0,0,6,0,0,4,4,4,0,3,0,4,0,0,0,0,0
420,0,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,4,4,3,2,2,3,4,2,4,2,4
421,0,1,0,1,0,1,1,1,1,0,1,0,5,2,0,4,2,5,2,5,3,4,5,1,4,4,2
422,0,1,0,1,1,1,0,1,1,0,1,0,8,0,0,3,1,4,1,2,4,4,2,5,1,0,0
423,0,0,0,1,0,0,0,1,0,0,0,0,7,1,0,3,1,4,0,0,0,4,0,0,0,0,0
424,0,1,1,1,1,1,1,1,1,1,1,1,1,7,1,5,4,4,3,4,3,4,5,5,5,5,3
425,0,0,1,1,0,1,0,1,0,0,1,0,4,0,0,5,1,3,5,5,4,4,4,1,1,1,1
426,0,0,0,1,0,0,0,1,0,0,1,0,5,1,0,4,2,5,0,0,0,4,0,0,5,0,5
427,0,0,1,1,0,0,0,1,0,0,0,1,6,1,0,2,2,2,0,0,0,2,0,0,0,1,5
428,0,0,0,1,1,1,0,1,1,0,1,0,4,0,0,2,4,5,4,5,1,4,3,0,0,1,0
429,0,1,1,1,0,1,1,1,1,0,1,1,4,2,0,2,4,5,2,3,2,3,2,3,1,1,0
430,0,0,1,1,0,0,0,0,0,0,0,0,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0
431,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,2,4,3,3,2,4,4,0,3,0,3
432,0,1,1,1,1,1,1,1,1,0,0,0,6,0,0,4,3,5,3,4,4,5,4,0,4,0,0
433,0,1,1,1,1,1,0,1,1,0,1,0,6,0,0,3,2,4,2,2,2,0,3,2,3,0,5
434,0,1,1,1,0,1,0,1,1,0,1,0,3,0,0,5,4,5,0,3,1,5,4,0,4,0,0
435,0,1,1,1,0,1,0,1,0,0,0,0,6,1,0,4,4,2,4,2,2,2,4,0,4,0,0
436,0,1,0,1,1,1,1,1,1,0,1,0,4,1,0,4,2,4,5,4,5,3,4,0,4,0,3
437,0,1,1,1,1,1,1,1,0,0,1,0,4,2,0,5,5,4,3,3,4,4,3,2,4,0,3
438,0,0,0,1,1,1,0,1,0,0,0,1,6,1,0,4,2,5,0,5,0,5,2,0,2,4,3
439,0,1,1,1,1,1,0,1,1,0,1,0,3,4,1,3,2,5,3,4,1,5,3,0,4,0,1
440,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,5,2,5,3,4,2,5,0,0,3,0,0
441,0,0,1,1,0,0,0,1,0,0,0,1,9,1,0,3,1,4,3,0,1,4,2,1,0,1,0
442,0,1,1,1,1,0,0,1,0,0,0,1,5,1,0,5,4,4,2,0,3,5,1,0,0,1,0
443,0,1,1,1,0,1,1,0,1,0,1,0,3,1,0,3,5,5,1,3,5,5,1,0,5,0,0
444,0,0,1,1,1,0,0,0,0,0,0,1,5,1,0,3,3,5,0,3,4,4,3,0,4,0,0
445,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,4,4,4,3,5,4,0,0,3,1,0
446,0,1,1,1,1,1,1,1,0,0,1,0,6,1,0,2,2,4,3,3,4,4,3,4,4,0,0
447,0,0,0,1,1,1,0,1,1,0,1,0,1,3,1,4,0,5,0,0,4,0,4,4,4,0,4
448,1,1,1,0,,0,0,0,1,0,0,0,5,0,0,5,5,1,0,3,3,3,5,0,0,0,0
449,0,0,1,1,1,0,0,0,0,0,0,1,6,1,0,0,3,5,0,0,0,4,1,1,1,3,1
450,0,0,1,1,0,0,1,1,0,1,1,1,5,4,0,3,5,5,0,3,4,4,3,0,4,1,3
451,0,1,1,1,0,0,1,1,1,0,0,1,6,2,0,4,5,5,2,3,2,5,4,2,1,1,1
452,0,1,1,1,1,1,1,1,1,1,1,1,4,3,0,5,4,5,5,4,4,4,4,3,5,5,4
464,0,0,1,1,1,1,1,1,1,1,1,1,4,4,0,4,4,5,5,3,5,5,5,3,4,3,3
465,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,4,2,5,4,0,0,0,0,0,0,0,3
466,0,1,0,1,0,0,0,1,0,0,0,0,6,0,0,4,3,5,1,2,1,4,0,0,0,0,2
467,1,,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,0,0,3,0,0,0,0,0
468,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,3,0,0,3,3,0,0,0,0,4
469,0,1,1,1,1,0,0,1,1,0,0,0,4,2,0,5,4,5,2,0,0,4,5,0,3,0,0
470,0,0,0,1,0,0,0,1,0,0,0,1,6,1,0,2,1,5,2,3,4,5,4,0,2,1,5
471,0,0,0,0,1,1,1,0,1,1,0,1,2,0,0,2,4,1,1,3,3,3,4,4,3,1,3
472,0,0,1,1,0,0,1,1,1,0,0,0,4,3,0,0,3,2,0,2,5,3,5,0,1,0,2
473,0,1,1,1,1,1,0,1,0,0,1,0,5,0,0,4,4,4,4,5,3,5,0,0,4,0,0
475,1,0,1,1,,1,1,1,1,1,1,0,5,2,0,3,5,4,0,5,4,5,3,4,5,0,3
476,0,1,1,1,0,1,0,1,1,0,1,0,5,3,0,5,4,5,0,5,0,5,4,0,5,0,3
477,0,0,1,1,0,0,1,1,0,0,1,1,4,0,0,1,3,3,3,2,4,4,4,4,4,4,2
478,0,1,1,0,0,0,0,1,0,1,0,0,5,1,0,4,3,4,0,0,0,5,0,0,0,0,5
479,0,0,1,1,0,1,0,1,0,0,0,0,8,1,0,2,3,4,0,3,4,3,1,0,2,1,1
480,0,0,1,1,0,1,1,1,0,0,1,0,5,4,0,4,2,5,0,1,1,5,2,0,3,0,4
481,1,1,1,1,0,0,0,1,0,0,0,1,7,0,0,4,2,4,0,0,0,4,0,0,0,1,0
482,0,1,1,1,0,0,0,1,0,0,0,0,5,0,0,3,4,4,0,0,4,4,0,3,0,0,0
