id,Missing,HGSHS.A1,HGSHS.A2,HGSHS.A3,HGSHS.A4,HGSHS.A5,HGSHS.A6,HGSHS.A7,HGSHS.A8,HGSHS.A9,HGSHS.A10,HGSHS.A11,HGSHS.A12PRE,HGSHS.A12POST,HGSHS.A12,INV.1,INV.2,INV.3,INV.4,INV.5,INV.6,INV.7,INV.8,INV.9,INV.10,INV.11,INV.12
483,0,0,1,1,0,0,0,1,0,0,0,1,7,2,0,4,3,4,2,1,2,5,3,0,2,0,3
484,0,1,1,1,1,1,1,1,1,0,1,0,4,2,0,4,3,4,4,4,4,4,5,0,4,0,3
485,0,1,1,1,0,0,0,1,0,0,0,0,8,0,0,5,3,5,4,4,4,5,4,0,5,0,0
486,0,0,1,0,0,0,1,0,0,0,0,1,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0
488,0,1,1,1,0,0,1,1,0,0,1,1,7,0,0,3,3,4,0,0,4,3,4,0,5,2,0
490,0,1,0,1,1,1,0,1,1,0,1,0,5,1,0,4,2,5,3,3,0,4,4,0,4,0,3
491,0,0,0,1,1,1,1,1,1,0,1,0,6,1,0,0,1,4,4,4,4,4,4,0,4,0,0
492,0,0,1,1,1,1,1,1,1,0,1,1,2,1,0,3,3,4,4,5,3,4,4,0,2,4,3
493,0,0,1,1,0,0,1,0,1,0,0,0,5,0,0,3,1,5,2,2,3,2,0,0,0,0,0
494,0,1,1,1,0,1,1,1,1,0,0,0,6,1,0,4,4,5,3,4,3,3,4,2,4,0,3
495,0,1,1,1,0,1,1,1,0,0,0,1,4,0,0,5,5,5,4,4,3,4,0,2,4,3,3
496,0,0,0,1,1,0,0,1,0,0,0,0,4,2,0,0,4,4,0,0,0,0,0,3,4,0,4
497,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,4,1,3,1,1,1,1,1,1,1,1,3
498,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,1,0,0,0,1,0,0,1,0,6,0,0,2,0,5,1,2,1,4,2,0,4,0,1
500,0,0,1,1,0,0,0,1,1,0,1,0,7,0,0,0,3,5,3,2,2,4,4,0,5,0,4
501,0,1,1,1,0,0,0,1,0,0,0,1,7,0,0,4,3,5,0,3,3,5,0,0,4,0,4
502,0,1,1,1,1,1,1,1,1,0,1,0,7,1,0,3,4,5,4,5,5,5,4,2,5,2,1
503,0,1,1,1,0,0,0,1,0,0,0,0,3,0,0,5,4,3,2,2,3,4,2,0,3,0,5
504,0,1,1,1,0,1,0,1,0,0,1,0,4,0,0,3,2,3,3,3,4,3,4,0,0,0,4
505,0,1,1,1,0,0,0,1,0,0,0,0,5,0,0,4,2,4,0,0,0,4,0,0,0,0,0
506,0,1,1,1,0,1,1,1,0,0,1,0,8,1,0,2,4,5,0,3,4,3,2,0,5,0,3
507,0,1,1,1,1,1,1,1,1,0,1,0,4,2,0,4,1,4,5,5,5,5,5,0,3,0,5
508,0,1,1,1,0,0,0,1,0,0,0,0,8,0,0,4,4,5,0,5,5,5,5,0,4,0,0
509,0,1,0,1,1,0,0,1,0,0,0,1,5,0,0,4,0,4,2,1,3,5,0,0,2,1,0
510,0,0,1,1,1,1,0,1,1,1,0,0,5,3,0,2,5,4,4,4,0,4,1,4,1,0,0
511,0,0,1,1,1,1,1,1,1,0,1,1,3,3,1,0,4,4,5,5,5,5,4,0,5,4,4
512,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,4,4,4,0,0,0,4,0,0,3,0,5
513,0,0,0,0,1,0,1,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0
514,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,4,5,5,5,5,4,5,5,0,4,0,0
515,0,1,0,1,1,1,1,0,1,0,1,0,3,2,1,5,2,4,5,4,4,5,4,2,4,0,3
516,0,0,1,1,1,1,1,1,1,0,1,0,2,0,0,4,0,5,4,0,4,1,0,0,5,0,0
517,0,0,1,1,0,0,0,1,0,0,0,0,8,1,0,3,4,4,3,4,2,4,5,0,0,0,0
518,0,0,0,1,0,0,0,1,1,0,0,0,6,1,0,2,2,5,2,3,3,5,3,0,2,0,2
519,0,0,0,1,1,0,1,1,0,0,1,0,5,2,0,3,0,5,0,0,4,3,0,0,5,0,4
520,0,0,1,1,0,0,0,1,0,0,0,0,7,1,0,2,4,3,0,0,0,4,0,0,0,0,0
521,0,0,1,1,1,0,0,1,0,0,0,0,6,1,0,3,1,4,3,0,4,5,3,0,4,0,4
522,0,0,1,1,0,1,1,1,0,1,1,0,2,2,1,2,3,5,1,3,1,5,1,1,0,0,4
523,0,1,1,1,1,1,1,1,1,0,1,0,5,2,0,5,4,5,4,5,4,4,4,0,4,0,4
524,0,1,1,1,0,1,0,1,1,0,0,0,8,1,0,4,3,4,3,5,2,4,4,0,3,0,0
525,0,0,1,1,0,1,0,1,0,0,0,1,6,2,0,3,4,5,0,2,0,2,2,0,0,1,0
526,0,1,1,1,0,1,0,1,0,0,1,0,7,1,0,3,4,4,2,4,2,2,2,0,5,0,0
527,0,1,1,1,1,0,0,0,0,0,0,0,7,0,0,3,2,2,3,0,0,2,2,0,0,0,0
528,0,0,1,0,0,0,1,1,0,1,0,0,4,2,0,2,1,4,0,3,4,4,0,1,3,0,2
529,0,1,1,1,0,1,1,1,1,0,1,1,8,0,0,3,2,4,4,5,5,3,5,0,5,2,3
530,0,1,1,1,1,1,1,1,0,0,1,0,7,1,0,4,2,4,3,4,3,4,1,0,4,0,0
531,0,1,1,1,0,1,1,1,1,1,1,1,2,7,1,3,4,5,2,5,5,5,5,3,4,5,4
532,0,1,1,1,0,0,1,1,1,0,1,0,8,1,0,3,2,3,2,4,3,4,4,0,5,0,0
533,0,0,1,1,0,1,0,1,0,1,0,0,6,1,0,3,4,5,5,4,4,5,4,0,4,0,3
534,0,1,1,1,1,1,1,1,0,0,1,1,3,1,0,5,5,5,2,3,4,4,1,2,4,4,5
535,0,1,1,1,1,0,0,1,0,1,1,0,5,1,0,4,5,4,3,2,3,5,1,5,5,0,5
536,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,0,2,3,0,0,0,4,0,0,1,0,0
537,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,5,2,4,2,2,4,4,5,1,4,0,0
538,0,0,1,1,1,0,1,0,1,0,0,0,5,0,0,4,4,5,5,3,5,2,5,0,5,0,5
539,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,3,5,0,4,0,4,0,0,3,0,0
540,0,0,1,1,0,0,0,1,0,0,1,0,3,1,0,0,2,5,0,0,3,5,3,0,5,0,3
541,0,1,0,1,0,0,1,1,0,0,1,0,5,1,0,4,2,4,1,2,5,5,3,0,3,0,4
542,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,2,4,0,0,0,0,0,0,0,0,0
543,0,1,0,1,1,1,0,1,1,0,0,1,4,2,0,4,5,5,2,5,2,5,5,0,2,4,3
544,0,0,1,0,0,1,1,1,1,0,0,1,3,0,0,4,4,0,3,3,3,5,4,0,2,2,3
545,0,1,0,1,1,1,1,1,1,0,1,0,7,2,0,4,2,5,5,5,5,5,5,0,5,0,4
546,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,3,4,5,4,5,4,3,0,0,0,0,4
547,0,0,1,1,0,0,0,1,0,0,0,0,7,0,0,2,2,4,0,0,0,4,0,0,0,0,0
548,0,1,0,1,0,0,1,1,1,1,1,0,7,1,0,3,2,5,0,1,4,5,5,1,5,0,2
549,0,1,1,1,1,1,1,1,1,1,1,1,4,4,0,5,4,5,3,5,4,5,4,2,3,4,3
550,0,1,0,1,0,0,0,0,0,0,1,0,5,0,0,4,4,5,0,3,4,4,0,0,5,0,0
551,0,1,1,1,1,1,1,1,1,0,1,1,5,1,0,3,2,4,4,5,5,5,5,3,5,1,1
552,0,1,1,1,1,1,1,1,1,0,1,0,5,3,0,5,3,5,5,5,5,5,5,4,5,0,3
553,0,1,1,1,0,1,1,1,1,0,0,1,5,1,0,4,1,5,0,5,4,5,5,0,0,2,0
554,0,1,1,1,0,1,1,1,1,0,1,0,4,1,0,3,4,4,4,4,3,3,5,0,5,0,4
555,0,0,1,1,0,1,1,1,1,0,1,0,5,0,0,3,2,4,2,4,4,4,3,0,5,0,2
556,0,1,1,1,0,1,0,1,0,0,0,0,3,3,1,4,4,5,3,3,3,5,2,0,0,0,0
557,0,0,1,1,1,0,1,1,1,0,1,0,6,1,0,3,4,4,2,2,4,4,3,0,5,0,4
558,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,1,2,0,0,0,0,0,0,0,0,0
559,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,,2,4,3,0,0,3,0,0,0,0,0
560,0,1,1,1,1,1,0,1,1,0,1,0,0,2,1,5,5,4,3,3,2,5,0,0,3,0,0
561,0,0,1,1,0,1,1,1,1,0,1,0,8,0,0,3,3,4,3,3,2,5,3,0,3,0,0
562,0,1,0,1,0,0,0,0,0,0,0,0,5,1,0,4,3,4,3,2,2,2,2,0,2,0,0
563,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0,4,3,5,2,2,3,5,3,0,4,0,0
564,0,0,1,1,0,0,1,1,1,0,0,0,7,2,0,4,5,5,5,5,4,5,5,3,5,0,0
565,0,1,1,1,1,1,0,1,1,0,1,0,3,2,1,4,3,5,5,5,2,5,4,2,4,0,0
566,0,0,1,1,0,1,1,1,1,1,1,1,2,4,1,4,5,5,2,3,5,4,3,3,4,4,3
567,0,1,1,1,1,0,0,1,1,0,1,0,7,0,0,4,3,5,2,2,0,5,3,0,3,0,0
568,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,2,0,0,1,4,0,0,0,0,0
569,0,1,0,1,0,0,0,1,0,0,0,1,1,3,1,4,2,5,2,2,2,4,1,2,2,1,3
571,0,0,0,1,0,1,0,1,0,0,0,0,8,1,0,3,0,5,1,3,2,5,0,0,0,0,0
572,0,1,1,1,0,0,1,1,1,0,1,0,6,1,0,5,4,4,3,3,5,5,5,0,5,0,0
573,0,1,1,1,0,0,0,0,0,0,0,0,8,0,0,2,4,4,0,0,0,3,0,0,3,0,0
574,0,0,1,1,1,1,0,1,0,0,0,0,9,0,0,5,1,5,0,0,0,5,0,0,0,0,0
575,0,1,1,1,1,0,1,1,1,0,0,0,6,2,0,4,4,5,5,3,5,5,4,5,2,0,3
576,0,0,1,1,1,1,0,1,1,0,1,0,7,0,0,5,2,5,4,4,2,5,4,0,5,0,0
577,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,3,0,5,1,2,1,5,4,5,4,5,3
578,0,1,1,1,0,1,0,1,0,0,1,0,5,2,0,4,4,5,3,4,1,5,1,0,4,0,4
579,0,1,0,1,0,1,1,1,1,0,0,0,7,0,0,3,3,4,2,2,5,4,5,0,4,0,3
580,0,1,1,1,1,1,0,1,0,0,0,0,7,0,0,3,3,3,3,2,3,2,0,0,0,0,0
581,0,0,1,1,0,1,0,0,0,0,0,0,7,2,0,0,3,5,1,2,2,2,1,1,1,1,1
582,0,0,0,1,1,1,0,1,1,0,1,1,9,0,0,2,1,4,4,3,2,4,4,3,3,1,1
583,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,5,3,5,0,4,3,5,4,0,4,1,0
584,0,1,1,1,1,1,0,0,0,0,1,0,6,0,0,5,5,5,3,2,3,4,5,0,4,0,3
585,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,5,3,0,1,3,0,0,0,0,0,0
586,0,0,0,1,1,1,1,0,1,0,1,0,2,3,1,2,3,5,4,3,3,3,5,0,3,0,4
587,0,1,1,0,1,0,1,1,0,0,0,0,3,0,0,4,2,5,5,1,4,4,2,0,3,0,0
588,0,0,0,1,0,0,0,1,0,0,0,0,7,2,0,0,4,5,0,2,3,5,3,0,3,0,4
589,0,0,1,0,0,0,0,1,0,0,0,0,8,2,0,0,3,4,4,2,4,3,4,0,4,0,0
590,0,1,1,1,1,0,1,1,1,1,1,0,7,0,0,5,5,5,4,3,4,5,3,4,5,0,0
591,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,0,4,0,0,0,0,2,0,0,0,0,0
592,0,0,0,1,1,1,0,1,0,0,0,0,8,1,0,4,2,3,3,5,2,3,3,0,4,0,0
593,0,1,0,1,0,0,0,1,1,0,1,0,5,0,0,4,3,5,0,4,5,5,5,0,4,0,2
594,0,0,1,1,0,1,0,1,0,0,0,0,5,0,0,4,3,4,0,5,0,5,0,0,0,0,0
595,0,0,1,1,1,0,0,0,0,0,0,1,8,0,0,4,5,4,4,0,0,0,0,0,0,4,0
596,0,0,1,1,1,1,1,1,1,0,1,0,4,1,0,3,2,5,4,3,5,5,5,0,5,0,0
597,0,1,0,1,0,0,0,1,0,0,0,0,8,0,0,2,1,2,0,0,0,4,0,0,0,0,0
598,0,1,1,1,1,1,1,1,1,0,1,0,2,1,0,5,4,4,4,5,4,5,5,0,4,0,3
599,0,0,1,1,1,0,0,0,0,0,0,1,8,1,0,0,3,5,2,0,0,0,0,0,0,1,5
600,0,1,1,1,0,1,0,1,1,0,1,0,4,3,0,4,3,3,4,5,2,5,5,0,5,0,4
601,0,0,1,1,1,1,1,1,0,0,1,0,7,1,0,4,4,5,3,0,3,5,1,0,3,0,0
602,0,1,1,1,0,0,0,1,0,0,1,0,10,1,0,4,5,5,0,4,0,5,0,2,2,0,3
603,0,0,0,1,0,0,1,1,0,0,0,1,4,3,0,4,2,5,5,4,5,5,2,3,5,1,2
604,0,0,0,1,1,0,1,1,0,0,0,0,4,3,0,3,1,5,0,1,2,5,2,0,0,0,0
605,0,1,1,0,1,1,1,1,0,1,0,0,5,1,0,4,5,3,2,3,5,5,3,2,0,0,0
606,0,1,1,1,0,1,1,1,0,0,1,0,3,0,0,5,5,4,3,4,4,3,1,2,4,0,3
607,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,0,2,0,1,0,1,0
608,0,1,0,1,1,0,0,1,1,0,0,1,8,1,0,2,1,3,0,0,0,4,3,0,0,1,5
609,0,1,1,1,0,0,0,1,0,0,0,1,7,0,0,4,4,5,3,4,4,4,2,2,4,3,2
610,0,0,0,1,0,1,1,1,1,0,0,0,6,1,0,1,2,5,0,5,5,4,4,0,4,0,0
611,0,0,1,1,0,0,0,1,0,0,0,0,6,1,0,0,3,4,1,0,1,3,1,0,0,0,0
612,0,1,0,1,0,1,0,1,0,0,1,0,6,0,0,4,4,3,0,3,0,2,0,0,4,0,0
613,0,1,1,1,1,1,0,1,1,0,1,1,2,4,1,5,5,5,2,5,2,5,5,2,5,4,5
614,0,1,1,1,0,0,0,1,0,0,1,0,5,3,0,5,4,5,0,5,5,5,0,0,5,0,5
615,0,1,0,1,0,1,0,1,1,0,1,0,6,1,0,4,0,5,2,3,5,2,5,0,4,0,3
616,0,1,1,1,0,1,0,1,1,0,0,0,6,2,0,4,2,4,4,3,1,4,5,0,5,0,2
617,0,1,1,1,0,0,0,1,1,0,1,0,9,1,0,5,4,5,4,2,3,4,3,0,4,0,3
