profile,Hand lowering,Moving hands together,Mosquito hallucination,Taste hallucination,Arm rigidity*,Arm immobilisation*,Music hallucination,Neg. visual hallucination,Amnesia,Post-hypnotic suggestion
P1,4.25,3.5833333333333335,2.9166666666666665,2.708333333333333,4.0,3.7499999999999996,3.666666666666666,1.4166666666666667,2.5833333333333335,1.8229124999999997
P2,3.533333333333333,3.1333333333333333,1.9333333333333331,1.6666666666666667,3.0666666666666664,2.8,0.13333333333333336,4.733333333333335,2.0666666666666664,0.9089613333333333
P3,4.000000000000001,3.391304347826087,1.9855072463768118,1.9746376811594206,3.9057971014492745,3.2463768115942018,0.1086956521739132,0.021739130434782317,2.0000000000000004,1.262839347826086
P4,2.9493670886075947,2.4936708860759493,0.835443037974683,1.2278481012658227,1.8734177215189873,1.493670886075949,0.050632911392405056,-5.551115123125783e-16,0.8101265822784804,0.5118674683544304
