class_weight,Hand lower.,Hands togeth.,Mosquito,Taste,Arm rigid.*,Arm immob.*,Music,Neg. visual,Amnesia,Post-hypnotic
0.729,0.9999,0.9818095570916208,0.8348934653419453,0.9283791471845597,0.9875843669327928,0.986705728397735,0.18549266669997733,0.12051323735421687,0.7939213555950659,0.4931805109173277
0.271,0.9246256014083508,0.8825597627522505,0.2946830780796035,0.5876731659224048,0.836769195422848,0.7029993032947246,0.0001,0.038753678299330074,0.5410627170892688,0.049443220534218214
