Durationinseconds,age,gender,Q20_PageSubmit,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Beliefquestions_1,Beliefquestions_2,Beliefquestions_3,Beliefquestions_4,Beliefquestions_5,Beliefquestions_6,Beliefquestions_7,Beliefquestions_8,past_life_experience,out_of_body_experience,spirit_world_experience,past_life_belief,out_of_body_belief,spirit_world_belief,Combined_anomalous_experience,CODE,age...34,gender.x,@1handlowersubj.x,@2handtogethersubj.x,@3mosquitosubj.x,@4TasteAverage.x,@5rigidsubj.x,@6immobilizationsubj.x,@7musicsubj.x,@8ballssubj.x,@9amnesiasubj.x,@10spaceGeoMean.x,@10spacebarsubj1.x,@10spacebarsubj2.x,@4Tastesweetsubj.x,@4Tastesoursubj.x,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q25_19,Q25_20,Q25_21,Q25_22,Q25_23,Q25_24,Q25_25,Q25_26,Q25_27,Q25_28,DEStime_PageSubmit,DES_score,DES_mean_centred,PCS,PCS_meancentred,DESxPCS
193,18,Woman,78.974,0,0,0,0,0,0,3,1,1,0,0,0,0,1,-1,2,0,1,1,0,0,1,0,0,1,0.333333333,106,18,Woman,3,1,0,1.5,3,4,0,0,1,1.732050808,3,1,2,1,6,2,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,1,1,9,4,1,1,2,1,0,0,0,424.716,1.214285714,-1.402177701,1.523205081,-0.265943262,0.373
171,21,Woman,67.764,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-1,-1,-1,-1,-1,-1,0,0,0,-1.5,-1,-1,0,470,20,Woman,1,3,2,0.5,3,2,0,0,1,0,4,0,1,0,1,3,0,0,0,0,0,0,1,2,0,0,0,2,2,2,3,3,5,3,0,0,2,4,1,0,0,0,254.791,1.214285714,-1.402177701,1.25,-0.539148343,0.756
294,26,Woman,163.155,0,0,0,2,0,0,5,2,0,0,3,1,1,0,0,2,1,2,0,0,0.666666667,2,1,0,1.25,0.888888889,697,25,Woman,5,2,0,2.5,3,2,0,0,3,0,5,0,4,1,1,6,0,0,1,3,0,0,0,1,0,0,0,4,1,1,2,3,4,1,1,0,2,2,0,2,0,0,432.325,1.25,-1.366463415,1.75,-0.039148343,0.053
200,20,Another,103.34,0,0,0,2,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0.666666667,0,-2,-2,-2,0.222222222,201,19,Non-binary,3,1,3,3,0,0,0,0,3,4.472135955,5,4,3,3,1,2,1,0,1,0,1,0,0,1,1,0,2,0,1,0,2,0,2,1,8,4,1,1,0,0,4,1,354.416,1.25,-1.366463415,1.747213596,-0.041934747,0.057
169,19,Woman,64.598,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,-1,-1,-1,0,0,0,0,1,-0.75,0,77,19,Woman,3,2,0,0.5,3,5,0,0,1,0,4,0,0,1,2,6,0,0,1,0,0,0,0,1,0,0,0,1,3,0,4,7,0,4,3,0,2,1,0,0,0,0,219.15,1.25,-1.366463415,1.45,-0.339148343,0.463
91,19,Woman,48.547,3,2,2,2,2,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.333333333,1.666666667,0.2,-1,-1,-1,1.4,802,18,Woman,4,4,0,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,1,1,1,1,8,1,0,7,0,0,0,6,1,1,0,0,199.284,1.25,-1.366463415,1.3,-0.489148343,0.668
157,19,Woman,70.646,4,3,2,5,4,4,5,3,3,3,5,2,2,2,1,2,2,1,1,3,4.333333333,3.8,2,1.5,1.5,3.711111111,124,19,Woman,5,4,4,4,5,5,3,0,4,3.16227766,5,2,4,4,2,7,1,1,0,0,7,0,6,1,0,0,0,3,1,0,1,0,1,0,1,1,1,0,0,0,1,1,154.026,1.285714286,-1.330749129,3.716227766,1.927079423,-2.564
242,20,Woman,160.477,0,1,0,0,0,0,3,4,4,4,4,0,0,1,1,1,2,2,2,0.333333333,0,3.8,0,1,1.75,1.377777778,318,20,Woman,0,4,3,4.5,4,3,0,0,1,3.872983346,3,5,5,4,3,4,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,1,7,7,1,1,1,1,1,3,0,392.476,1.285714286,-1.330749129,2.337298335,0.548149992,-0.729
175,19,Woman,86.949,0,0,1,0,0,0,0,0,0,0,0,-2,-1,-1,-2,-1,-1,-1,-2,0.333333333,0,0,-1.5,-1.5,-1.25,0.111111111,874,18,Woman,3,4,0,2,4,3,1,0,1,0,0,0,3,1,2,3,0,1,0,1,1,0,0,1,2,1,0,1,2,2,2,1,1,1,3,4,3,1,0,0,2,1,257.849,1.285714286,-1.330749129,1.8,0.010851657,-0.014
91,19,Woman,50.547,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,33,19,Woman,3,3,1,1.5,1,0,0,0,4,1,1,1,1,2,1,7,3,0,3,0,0,0,3,0,0,1,0,2,2,2,0,0,1,3,3,1,1,2,0,0,1,0,150.733,1.285714286,-1.330749129,1.45,-0.339148343,0.451
127,20,Woman,46.942,0,0,0,0,0,0,4,0,3,0,1,-1,-2,-1,-1,1,1,0,-2,0,0,1.6,-1.5,-1,0,0.533333333,665,19,Woman,2,1,0,2,3,3,0,0,0,0,3,0,2,2,6,3,1,0,0,0,0,1,0,1,3,2,1,1,2,2,0,1,1,3,1,0,3,2,0,0,0,2,214.778,1.285714286,-1.330749129,1.1,-0.689148343,0.917
184,20,Woman,84.301,0,0,0,0,0,0,1,1,3,0,2,1,1,2,1,0,1,1,0,0,0,1.4,1,1.5,0.5,0.466666667,389,20,Woman,2,0,0,0,2,0,0,0,3,2.828427125,4,2,0,0,2,3,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,2,1,5,5,8,5,0,0,0,0,187.6,1.285714286,-1.330749129,0.982842713,-0.80630563,1.073
155,18,Woman,71.507,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.666666667,0,0.5,0.5,0.25,0.222222222,311,18,Woman,4,2,4,3.5,4,5,0,0,2,0,0,0,4,3,2,2,1,0,3,1,0,0,1,4,1,1,0,3,4,5,0,1,0,1,1,1,0,1,3,1,0,0,380.77,1.321428571,-1.295034844,2.45,0.660851657,-0.856
245,27,Woman,168,3,3,4,5,3,1,5,2,0,1,3,1,1,2,-1,0,0,1,0,3.333333333,3,2.2,1,0.5,0.25,2.844444444,123,27,Woman,4,4,0,1,3,2,0,0,3,0,0,3,0,2,2,3,1,0,1,0,1,0,0,0,1,0,2,3,1,1,0,1,3,1,7,3,4,2,0,0,0,0,283.002,1.321428571,-1.295034844,1.7,-0.089148343,0.115
108,19,Woman,56.871,0,1,2,0,0,0,1,0,0,0,1,1,0,-1,-2,2,2,2,1,1,0,0.4,0.5,-1.5,1.75,0.466666667,838,18,Woman,2,4,0,0,3,2,0,0,0,0,0,0,0,0,4,7,1,0,0,1,0,1,1,0,0,0,2,4,5,0,3,4,2,0,1,0,1,0,0,0,0,0,173.749,1.321428571,-1.295034844,1.1,-0.689148343,0.892
122,22,Woman,68.179,0,0,5,2,0,0,1,0,0,0,5,1,2,2,2,2,2,2,2,1.666666667,0.666666667,1.2,1.5,2,2,1.177777778,151,22,Woman,3,5,3,4,5,5,0,0,4,0,5,0,5,3,1,6,0,0,0,0,0,0,1,0,0,2,0,2,3,1,0,2,4,2,0,3,4,2,0,3,0,2,195.105,1.357142857,-1.259320558,2.9,1.110851657,-1.399
131,20,Woman,63.721,0,0,1,1,1,1,2,1,0,0,1,0,0,1,1,2,2,1,1,0.333333333,1,0.8,0,1,1.5,0.711111111,592,19,Woman,4,3,2,0,4,4,0,0,3,3.87,5,3,0,0,5,1,1,0,0,3,0,0,1,0,0,1,0,2,3,1,4,0,3,5,0,2,3,1,1,0,1,0,208.165,1.357142857,-1.259320558,2.387,0.597851657,-0.753
125,20,Woman,59.401,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-2,1,1,0,0,0.333333333,0,0,1,0,0.111111111,715,19,Woman,5,3,1,2.5,4,3,0,0,2,0,0,5,3,2,2,8,2,0,2,0,0,1,0,0,0,1,0,4,3,0,3,1,1,2,4,2,2,0,0,0,0,0,238.02,1.357142857,-1.259320558,2.05,0.260851657,-0.328
161,19,Woman,96.137,2,0,1,2,0,0,4,0,0,0,4,0,1,-1,-1,-1,-1,1,1,1,0.666666667,1.6,0.5,-1,0,1.088888889,884,18,Woman,2,2,4,4.5,1,4,0,0,1,0,5,0,5,4,0,3,2,1,0,1,0,0,1,2,2,0,0,2,6,3,4,1,2,2,1,2,2,1,0,0,0,0,296.134,1.357142857,-1.259320558,1.85,0.060851657,-0.077
143,18,Another,60.757,0,0,0,1,0,1,0,0,0,0,0,-2,-1,-1,-1,-2,-2,-2,-1,0,0.666666667,0,-1.5,-1,-1.75,0.222222222,359,18,Other/prefer not to say,4,4,0,0,1,1,0,0,1,0,5,0,0,0,3,3,0,0,0,0,1,0,5,0,1,0,1,0,7,0,0,2,0,3,1,0,1,4,2,0,4,0,207.3,1.357142857,-1.259320558,1.1,-0.689148343,0.868
168,19,Man,67.043,0,0,1,0,0,0,1,0,0,0,1,-1,-1,0,-2,-1,-1,-1,-1,0.333333333,0,0.4,-1,-1,-1,0.244444444,624,18,Man,2,3,0,0.5,1,0,0,0,0,2.45,2,3,1,0,2,4,0,0,0,0,0,0,0,1,0,1,0,2,3,2,1,1,0,4,7,2,4,4,0,0,0,0,236.594,1.357142857,-1.259320558,0.895,-0.894148343,1.126
162,20,Man,70.958,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,-2,0,0,0,0,0,-1,-2,-0.5,0,784,19,Man,5,3,2,3.5,1,3,2,0,0,3,3,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7,2,0,9,8,3,0,0,0,0,0,287.78,1.392857143,-1.223606272,2.25,0.460851657,-0.564
171,19,Woman,79.378,0,0,0,2,1,0,0,0,0,0,0,-1,-2,1,-2,-1,0,-2,-1,0,1,0,-1.5,-0.5,-1,0.333333333,710,18,Woman,4,4,2,3.5,4,3,0,0,2,0,5,0,3,4,2,3,0,0,0,0,0,0,2,1,0,1,0,3,4,0,2,4,1,4,1,4,2,2,3,0,0,0,174.746,1.392857143,-1.223606272,2.25,0.460851657,-0.564
78,29,Another,41.12,0,0,0,2,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0.666666667,0,-2,-2,-2,0.222222222,706,28,Non-binary,3,3,2,3,4,2,0,2,3,0,5,0,3,3,0,3,0,0,2,0,0,0,0,1,1,4,3,2,3,0,1,0,0,0,8,2,1,2,2,3,0,1,132.235,1.392857143,-1.223606272,2.2,0.410851657,-0.503
174,20,Woman,110.802,0,0,0,3,1,0,3,3,4,2,3,1,1,0,0,1,1,1,1,0,1.333333333,3,1,0,1,1.444444444,627,19,Woman,5,3,0,0,5,3,0,0,3,2.45,3,2,0,0,3,4,0,0,0,0,1,0,2,2,0,0,0,3,4,0,2,4,1,7,3,0,0,0,2,0,0,1,232.17,1.392857143,-1.223606272,2.145,0.355851657,-0.435
98,20,Woman,47.555,0,0,0,5,4,4,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,4.333333333,0,-2,-2,-2,1.444444444,324,20,Woman,4,3,0,1.5,3,3,0,0,2,0,0,5,2,1,0,3,0,0,0,0,0,0,0,0,0,2,1,8,1,0,0,0,0,3,10,1,4,6,0,0,0,0,146.333,1.392857143,-1.223606272,1.65,-0.139148343,0.17
224,44,Woman,137.068,3,2,4,5,5,5,5,4,2,1,3,0,-1,0,0,1,0,1,0,3,5,3,-0.5,0,0.5,3.666666667,156,44,Woman,5,4,5,1.5,5,5,2,0,0,0,0,5,1,2,3,4,0,0,0,2,0,0,0,0,0,2,0,5,1,2,0,1,8,0,9,1,1,0,0,0,1,0,274.006,1.428571429,-1.187891986,2.75,0.960851657,-1.141
198,18,Woman,90.095,1,1,0,3,3,3,2,1,1,1,2,-1,-1,1,1,2,2,2,1,0.666666667,3,1.4,-1,1,1.75,1.688888889,270,18,Woman,4,5,2,2,4,3,2,0,3,1.414213562,2,1,2,2,1,3,0,0,0,1,4,0,1,0,0,0,0,5,1,1,4,4,6,2,1,1,4,0,1,0,0,0,338.89,1.428571429,-1.187891986,2.641421356,0.852273013,-1.012
431,19,Woman,173.064,0,0,0,1,0,0,2,2,0,3,1,-1,2,1,-1,0,-1,0,0,0,0.333333333,1.6,0.5,0,-0.25,0.644444444,144,19,Woman,3,4,3,2.5,4,3,0,0,2,0,0,4,2,3,1,4,0,0,1,0,1,1,2,0,0,2,0,0,4,1,3,6,1,1,4,2,4,1,0,1,0,0,409.13,1.428571429,-1.187891986,2.15,0.360851657,-0.429
570,19,Woman,183.297,0,1,0,3,2,1,0,0,0,0,0,-1,-1,-1,-2,-2,-1,-2,-1,0.333333333,2,0,-1,-1.5,-1.5,0.777777778,616,18,Woman,5,4,2,0.5,3,2,1,0,3,0,3,0,1,0,4,6,0,0,1,0,1,0,0,0,0,0,0,1,8,1,1,9,0,1,0,0,3,1,2,0,0,1,572.301,1.428571429,-1.187891986,2.05,0.260851657,-0.31
110,19,Woman,44.983,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,-2,0,1,1,1,0,0,0,-1,-2,0.75,0,619,18,Woman,5,4,0,0,1,3,0,0,0,0,5,0,0,0,3,7,0,0,0,0,0,0,0,3,0,2,0,2,2,1,0,1,1,3,2,2,3,3,2,3,0,0,234.455,1.428571429,-1.187891986,1.3,-0.489148343,0.581
227,18,Woman,105.093,0,0,0,1,2,1,3,0,0,0,2,1,0,1,1,2,-2,1,1,0,1.333333333,1,0.5,1,0.5,0.777777778,218,18,Woman,4,2,0,0,3,4,0,0,0,0,5,0,0,0,4,3,1,0,0,0,1,0,0,0,1,0,2,1,1,3,2,4,3,3,5,2,1,1,0,0,0,2,175.145,1.428571429,-1.187891986,1.3,-0.489148343,0.581
190,19,Man,72.301,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,758,18,Man,3,4,0,0,1,0,0,0,1,0,0,1,0,0,1,5,0,1,1,2,3,0,0,1,0,3,1,1,2,1,0,1,2,4,2,1,1,2,2,3,0,0,296.735,1.428571429,-1.187891986,0.9,-0.889148343,1.056
181,23,Woman,93.04,0,0,0,1,2,0,4,4,4,3,5,1,2,1,1,1,1,2,1,0,1,4,1.5,1,1.25,1.666666667,906,22,Woman,4,3,1,4,1,3,0,0,4,0,5,0,4,4,2,3,1,0,0,0,0,0,0,1,1,2,0,6,5,1,1,1,0,3,1,4,2,3,2,0,1,1,266.698,1.464285714,-1.152177701,2,0.210851657,-0.243
181,23,Woman,93.04,0,0,0,1,2,0,4,4,4,3,5,1,2,1,1,1,1,2,1,0,1,4,1.5,1,1.25,1.666666667,427,23,Woman,4,1,0,4.5,3,2,0,0,1,0,1,0,4,5,2,3,1,0,0,0,0,0,0,1,1,2,0,6,5,1,1,1,0,3,1,4,2,3,2,0,1,1,266.698,1.464285714,-1.152177701,1.55,-0.239148343,0.276
282,20,Woman,183.502,0,0,0,2,2,0,0,0,0,0,0,-2,-2,0,-1,-2,-2,-2,-2,0,1.333333333,0,-2,-0.5,-2,0.444444444,447,19,Woman,4,3,1,0,3,3,1,0,1,0,3,0,0,0,3,4,1,0,0,0,0,0,3,0,1,1,0,1,1,1,3,2,1,3,2,8,6,0,0,0,0,0,288.849,1.464285714,-1.152177701,1.6,-0.189148343,0.218
271,19,Man,161.087,1,2,1,3,2,3,1,0,0,3,3,-1,-2,0,0,-1,-2,-2,0,1.333333333,2.666666667,1.4,-1.5,0,-1.25,1.8,132,19,Man,4,4,0,0,2,1,0,0,0,0,0,2,0,0,0,3,1,0,0,1,0,0,0,3,1,1,0,0,2,0,0,2,1,1,10,3,2,10,0,0,0,0,399.604,1.464285714,-1.152177701,1.1,-0.689148343,0.794
181,18,Woman,90.239,0,0,1,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,1,0.333333333,0,0,1,0,0.75,0.111111111,283,18,Woman,4,4,3,2,4,3,1,0,0,0,5,0,1,3,2,4,1,0,2,2,0,0,0,3,0,0,1,3,3,2,2,2,0,5,6,0,0,2,1,1,0,0,269.973,1.5,-1.116463415,2.1,0.310851657,-0.347
79,20,Woman,42.326,1,2,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0.333333333,0.2,0.5,1,0.5,0.511111111,709,20,Woman,4,3,0,0.5,1,0,0,0,1,2.45,2,3,1,0,2,3,2,0,1,1,0,0,1,1,2,1,2,3,2,1,2,3,1,1,3,4,2,1,1,0,1,1,108.971,1.5,-1.116463415,1.195,-0.594148343,0.663
149,19,Woman,91.659,0,0,0,2,1,0,2,0,0,3,3,1,1,1,2,1,0,2,1,0,1,1.6,1,1.5,1,0.866666667,5,19,Woman,2,3,0,0,3,2,0,0,0,0,0,5,0,0,3,7,1,0,0,1,3,0,0,2,1,2,1,1,7,0,0,0,0,1,8,1,3,0,0,0,0,0,189.147,1.5,-1.116463415,1,-0.789148343,0.881
203,57,Woman,112.514,0,0,0,0,2,0,0,0,0,0,4,2,1,2,1,1,2,2,2,0,0.666666667,0.8,1.5,1.5,1.75,0.488888889,566,56,Woman,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,2,0,0,0,0,0,1,1,1,0,8,0,5,2,0,7,1,3,0,0,0,0,317.982,1.5,-1.116463415,0.4,-1.389148343,1.551
173,20,Woman,94.63,0,0,0,2,0,0,1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0.666666667,0.2,0,-0.5,0.25,0.288888889,756,19,Woman,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,6,6,0,0,1,2,2,3,1,0,2,5,1,0,0,1,1,310.905,1.5,-1.116463415,0.4,-1.389148343,1.551
94,20,Man,56.744,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,882,20,Man,4,2,2,4.5,5,4,0,0,0,0,0,5,4,5,2,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,9,0,9,1,0,0,1,0,0,0,4,233.887,1.535714286,-1.080749129,2.15,0.360851657,-0.39
136,19,Man,61.014,0,0,0,2,1,1,0,0,0,0,1,-1,-1,-1,-1,0,0,0,-1,0,1.333333333,0.2,-1,-1,-0.25,0.511111111,638,18,Man,2,3,4,2,2,1,0,0,0,1.41,2,1,2,2,4,6,1,2,0,0,1,0,1,3,1,2,3,0,3,1,2,2,1,4,1,1,2,2,0,0,0,0,168.478,1.535714286,-1.080749129,1.541,-0.248148343,0.268
324,19,Man,135.228,0,0,0,0,0,0,0,0,0,0,3,0,-2,-1,-2,2,-2,1,0,0,0,0.6,-1,-1.5,0.25,0.2,498,18,Man,1,2,0,2.5,0,1,0,0,1,0,5,0,2,3,1,3,1,0,1,0,0,0,0,0,0,1,0,1,2,0,6,2,10,0,8,3,2,1,1,0,0,0,302.326,1.535714286,-1.080749129,0.75,-1.039148343,1.123
164,20,Woman,92.064,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,591,18,Woman,4,4,1,2,4,2,0,0,2,3.87,3,5,1,3,1,1,1,0,2,0,0,0,3,0,3,1,1,1,1,0,5,4,3,0,7,7,1,1,1,0,0,0,321.3,1.571428571,-1.045034844,2.287,0.497851657,-0.52
265,19,Woman,47.77,0,0,0,2,2,1,1,0,2,1,0,0,-1,0,-1,-1,-2,-1,-1,0,1.666666667,0.8,-0.5,-0.5,-1.25,0.822222222,814,18,Woman,4,3,1,1.5,5,3,1,0,1,2,2,2,2,1,1,4,0,0,3,0,2,0,0,1,0,3,1,1,2,0,4,3,1,1,5,4,3,1,1,1,1,1,139.749,1.571428571,-1.045034844,2.15,0.360851657,-0.377
484,19,Another,202.132,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.2,0.5,0.5,0.25,0.066666667,241,19,Non-binary,5,2,1,1.5,5,4,0,0,3,0,5,0,2,1,2,3,2,0,0,1,0,0,2,2,0,0,0,1,3,2,2,1,0,6,9,4,0,1,0,0,3,0,470.801,1.571428571,-1.045034844,2.15,0.360851657,-0.377
141,18,Woman,73.633,5,5,2,2,1,1,0,0,0,0,0,1,-1,-1,1,0,1,-1,-1,4,1.333333333,0,0,0,-0.25,1.777777778,830,18,Woman,3,1,1,1.5,4,3,0,0,4,0,0,5,2,1,2,4,1,0,1,1,2,1,1,1,1,2,0,3,2,2,2,3,3,3,1,1,1,2,1,1,2,0,214.853,1.571428571,-1.045034844,1.75,-0.039148343,0.041
196,18,Woman,109.812,2,2,1,2,1,0,4,4,4,2,3,1,1,1,0,2,2,2,2,1.666666667,1,3.4,1,0.5,2,2.022222222,490,18,Woman,4,1,0,0.5,1,0,0,0,0,0,5,0,1,0,4,5,1,1,1,0,0,0,0,2,0,0,0,4,3,1,1,3,2,5,4,2,2,2,1,0,0,0,215.581,1.571428571,-1.045034844,0.65,-1.139148343,1.19
394,21,Woman,187.174,0,0,0,2,1,1,3,1,1,1,2,0,0,0,0,1,0,1,1,0,1.333333333,1.6,0,0,0.75,0.977777778,742,20,Woman,4,4,1,2.5,2,4,0,0,3,2.24,5,1,2,3,6,7,0,0,2,0,1,0,4,0,1,3,1,1,4,0,2,2,3,0,0,1,0,3,0,2,0,2,1031.383,1.607142857,-1.009320558,2.274,0.484851657,-0.489
90,18,Woman,23.788,0,0,0,0,0,0,0,0,0,0,0,-1,-2,0,0,-2,0,-1,-2,0,0,0,-1.5,0,-1.25,0,857,18,Woman,4,4,2,3,2,2,0,0,3,0,5,0,3,3,0,6,0,0,2,0,0,0,0,1,4,3,2,1,3,1,3,4,1,2,2,5,2,1,0,0,2,0,180.358,1.607142857,-1.009320558,2,0.210851657,-0.213
221,18,Woman,93.701,0,0,0,2,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0.666666667,0,-0.5,0,-1,0.222222222,197,18,Woman,4,2,3,2.5,1,3,0,0,2,1,1,1,2,3,0,7,0,0,1,0,0,0,2,1,0,1,0,0,1,1,3,4,2,5,10,2,1,3,0,0,0,1,354.571,1.607142857,-1.009320558,1.85,0.060851657,-0.061
176,19,Woman,74.341,1,1,0,1,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0.666666667,0.333333333,0.2,0,-1,0,0.4,682,18,Woman,3,2,2,2,3,3,0,0,1,0,5,0,1,3,2,6,0,0,1,2,0,1,1,3,0,0,1,4,2,1,3,2,1,4,1,2,0,6,1,1,0,0,176.73,1.607142857,-1.009320558,1.6,-0.189148343,0.191
203,18,Woman,120.894,3,0,4,0,0,0,1,0,0,0,0,1,2,-1,1,0,-1,1,1,2.333333333,0,0.2,1.5,0,0.25,0.844444444,232,18,Woman,1,2,4,0,1,2,0,0,0,0,5,0,0,0,0,8,0,0,2,2,0,1,0,3,0,0,0,3,2,3,3,4,0,2,0,2,2,5,2,0,1,0,365.846,1.607142857,-1.009320558,1,-0.789148343,0.797
209,19,Woman,93.062,0,0,0,3,1,2,2,0,0,1,0,-1,1,0,0,-1,-1,-2,-2,0,2,0.6,0,0,-1.5,0.866666667,190,19,Woman,5,4,3,1.5,3,3,1,0,3,0,4,0,2,1,8,3,3,0,0,0,1,0,1,0,1,1,1,1,1,1,2,3,2,7,1,2,1,1,0,0,5,0,258.7,1.642857143,-0.973606272,2.35,0.560851657,-0.546
123,18,Woman,70.848,1,0,1,0,0,0,1,1,0,0,0,0,1,1,-1,0,0,0,1,0.666666667,0,0.4,0.5,0,0.25,0.355555556,127,18,Woman,2,2,0,0.5,2,2,0,0,4,1.732050808,3,1,1,0,3,5,1,1,1,0,0,2,0,3,0,1,1,0,7,1,1,1,1,3,5,1,3,1,0,0,3,1,199.587,1.642857143,-0.973606272,1.423205081,-0.365943262,0.356
126,19,Another,69.682,0,0,1,1,1,1,2,1,1,1,2,0,0,1,2,2,1,2,2,0.333333333,1,1.4,0,1.5,1.75,0.911111111,250,19,Non-binary,5,1,0,0,0,0,0,0,3,0,5,0,0,0,1,3,0,0,0,0,0,0,3,1,0,1,1,0,3,3,2,0,3,4,6,1,3,5,2,0,0,4,246.511,1.642857143,-0.973606272,0.9,-0.889148343,0.866
271,19,Woman,157.301,1,1,0,2,1,0,0,0,1,0,1,1,-1,-1,0,-1,-1,-1,-1,0.666666667,1,0.4,0,-0.5,-1,0.688888889,416,19,Woman,4,5,1,0,3,2,0,0,0,1.414213562,2,1,0,0,5,3,0,0,1,0,0,0,0,3,0,2,2,1,3,1,7,6,1,1,1,3,3,3,1,0,0,0,314.775,1.678571429,-0.937891986,1.641421356,-0.147726987,0.139
282,19,Woman,103.104,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,1,0,0,0,0,-1,0.5,0,363,19,Woman,2,2,0,3,3,1,0,0,2,2.828427125,4,2,4,2,6,4,0,1,2,1,0,0,2,4,1,1,0,1,2,3,2,0,2,7,1,0,2,2,2,1,0,0,415.351,1.678571429,-0.937891986,1.582842713,-0.20630563,0.193
369,20,Woman,325.548,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-1,0,-2,0,0,0,-2,-2,-1.25,0,795,19,Woman,3,3,1,3,3,2,0,0,0,0,0,5,5,1,10,8,2,1,4,7,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,1,0,0,0,376.628,1.678571429,-0.937891986,1.5,-0.289148343,0.271
191,19,Woman,97.346,0,0,0,0,0,0,0,0,0,0,5,-2,-2,-2,-2,2,-2,2,2,0,0,1,-2,-2,1,0.333333333,439,19,Woman,3,3,2,0.5,1,0,0,5,0,0,5,0,1,0,4,3,6,0,0,0,0,0,0,1,2,1,0,0,2,1,6,1,2,4,1,3,1,3,1,0,5,0,335.544,1.678571429,-0.937891986,1.45,-0.339148343,0.318
157,22,Another,78.936,0,0,0,4,2,2,4,2,2,3,5,-1,-1,0,0,0,1,1,1,0,2.666666667,3.2,-1,0,0.75,1.955555556,365,22,Non-binary,4,3,0,1.5,3,1,0,0,0,0,5,0,1,2,1,3,0,0,0,0,1,0,5,2,2,4,9,0,2,1,0,0,2,3,0,1,4,4,0,0,1,2,190.588,1.678571429,-0.937891986,1.25,-0.539148343,0.506
182,18,Woman,114.771,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,0.666666667,0,0.5,1,-0.25,0.222222222,347,18,Woman,4,4,2,0,5,0,0,0,2,2.449489743,3,2,0,0,0,3,1,0,1,1,0,0,2,1,3,1,4,0,2,1,1,1,2,1,10,6,5,1,1,0,0,0,373.661,1.714285714,-0.902177701,1.944948974,0.155800632,-0.141
685,19,Woman,435.566,0,1,2,3,0,3,1,0,0,0,2,1,1,2,0,1,2,1,1,1,2,0.6,1,1,1.25,1.2,504,18,Woman,5,4,1,0.5,4,2,0,0,3,2,4,1,1,0,1,3,1,0,0,0,2,0,3,1,4,3,5,1,4,1,0,1,2,4,3,5,0,2,0,2,0,1,232.067,1.75,-0.866463415,2.15,0.360851657,-0.313
