Durationinseconds,age,gender,Q20_PageSubmit,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Beliefquestions_1,Beliefquestions_2,Beliefquestions_3,Beliefquestions_4,Beliefquestions_5,Beliefquestions_6,Beliefquestions_7,Beliefquestions_8,past_life_experience,out_of_body_experience,spirit_world_experience,past_life_belief,out_of_body_belief,spirit_world_belief,Combined_anomalous_experience,CODE,age...34,gender.x,@1handlowersubj.x,@2handtogethersubj.x,@3mosquitosubj.x,@4TasteAverage.x,@5rigidsubj.x,@6immobilizationsubj.x,@7musicsubj.x,@8ballssubj.x,@9amnesiasubj.x,@10spaceGeoMean.x,@10spacebarsubj1.x,@10spacebarsubj2.x,@4Tastesweetsubj.x,@4Tastesoursubj.x,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q25_19,Q25_20,Q25_21,Q25_22,Q25_23,Q25_24,Q25_25,Q25_26,Q25_27,Q25_28,DEStime_PageSubmit,DES_score,DES_mean_centred,PCS,PCS_meancentred,DESxPCS
438,49,Man,195.303,0,0,0,0,0,0,0,0,0,0,2,-1,-1,0,-1,-2,-1,0,-1,0,0,0.4,-1,-0.5,-1,0.133333333,162,49,Man,2,0,2,0,1,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,399.827,0.464285714,-2.152177701,0.7,-1.089148343,2.344
328,44,Woman,177.434,0,0,2,0,0,0,2,0,1,0,0,-1,-1,-1,-1,0,1,0,0,0.666666667,0,0.6,-1,-1,0.25,0.422222222,565,43,Woman,5,4,3,1.5,5,5,1,0,1,0,3,0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,2,2,1,0,1,0,0,0,0,0,418.048,0.5,-2.116463415,2.55,0.760851657,-1.61
96306,18,Woman,102.417,0,0,0,0,0,0,2,0,0,0,0,-1,0,-2,-2,0,0,-2,-2,0,0,0.4,-0.5,-2,-1,0.133333333,277,18,Woman,4,4,0,1.5,2,2,0,0,4,0,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,2,1,2,3,0,0,0,0,0,0,0,293.727,0.5,-2.116463415,1.75,-0.039148343,0.083
303,18,Woman,102.097,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-2,-1,-1,-1,0,0,0,0,-1.5,-2,-0.75,0,349,18,Woman,4,2,0,0,3,4,0,0,2,0,0,5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,1,1,0,0,0,0,290.54,0.5,-2.116463415,1.5,-0.289148343,0.612
117,19,Woman,62.638,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0.8,1,0.5,1,0.266666667,143,19,Woman,4,4,2,3.5,2,4,0,0,4,3.464101615,3,4,4,3,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,176.274,0.535714286,-2.080749129,2.696410162,0.907261819,-1.888
236,20,Woman,152.974,2,0,0,1,0,0,2,1,2,0,0,-1,-1,1,-1,-1,-1,0,1,0.666666667,0.333333333,1,-1,0,-0.25,0.666666667,696,19,Woman,4,3,2,4,4,4,0,0,1,0,1,0,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,2,1,1,1,0,0,1,0,258.477,0.535714286,-2.080749129,2.2,0.410851657,-0.855
174,18,Woman,82.608,1,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0,0.666666667,0,0,1,-1,-0.5,0.222222222,310,18,Woman,4,4,3,2,4,3,0,0,3,0,0,3,1,3,1,1,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,1,1,1,0,1,1,1,0,1,0,0,409.41,0.571428571,-2.045034844,2.3,0.510851657,-1.045
87,26,Woman,36.268,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,-1,0,0,0,1,1,0.5,0,781,26,Woman,3,4,2,4.5,3,3,0,0,3,0,0,5,4,5,2,2,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,0,0,2,0,1,0,0,183.4,0.571428571,-2.045034844,2.25,0.460851657,-0.942
183,18,Woman,46.401,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-1,-2,-1,-1,1,-2,0,0,0,-2,-1.5,-0.75,0,133,18,Woman,5,5,0,1,5,2,0,0,0,0,4,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,5,0,3,0,0,0,0,214.576,0.571428571,-2.045034844,1.8,0.010851657,-0.022
89,19,Woman,36.629,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0.333333333,0,0,1,1,0.75,0.111111111,852,18,Woman,4,3,0,0,3,1,0,0,4,0,0,3,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,1,2,0,1,0,1,1,0,0,0,138.001,0.571428571,-2.045034844,1.5,-0.289148343,0.591
228,19,Woman,67.148,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,0,0,0,1,0,0,0,-0.5,-1.5,0.25,0,370,19,Woman,3,3,1,0,3,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,4,1,1,1,0,0,0,0,314.411,0.571428571,-2.045034844,1.2,-0.589148343,1.205
261,24,Woman,140.597,0,0,0,0,0,0,5,2,0,0,3,2,2,0,-2,2,0,1,1,0,0,2,2,-1,1,0.666666667,598,23,Woman,3,4,2,4,3,4,0,0,2,2.45,2,3,3,5,1,2,0,0,1,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,3,2,0,0,0,491.137,0.607142857,-2.009320558,2.445,0.655851657,-1.318
192,19,Man,127.795,0,0,0,2,2,1,0,0,0,0,0,-2,-2,-2,-2,0,-1,-2,-2,0,1.666666667,0,-2,-2,-1.25,0.555555556,868,18,Man,4,4,2,3,4,1,0,0,1,0,0,0,4,2,4,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,3,2,0,0,0,0,0,0,0,249.712,0.607142857,-2.009320558,1.9,0.110851657,-0.223
252,18,Woman,115.219,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-2,0,-1,-1,-1,0,0,0,-0.5,-1.5,-0.75,0,92,18,Woman,3,1,4,0,1,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7,3,0,0,0,1,0,0,322.286,0.607142857,-2.009320558,1,-0.789148343,1.586
182,19,Woman,104.735,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,519,18,Woman,5,2,1,1.5,4,3,0,5,0,0,4,0,2,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,223.46,0.642857143,-1.973606272,2.15,0.360851657,-0.712
439,19,Man,327.086,0,0,0,0,0,0,1,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0.4,-2,-2,-2,0.133333333,240,19,Man,1,3,1,3,2,4,0,0,1,0,4,0,2,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,5,2,2,0,0,0,0,0,477.09,0.642857143,-1.973606272,1.5,-0.289148343,0.571
252,19,Man,153.671,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,27,19,Man,2,1,0,0,3,0,0,0,0,0,0,5,0,0,3,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,1,1,1,2,1,0,0,0,0,0,1200.824,0.642857143,-1.973606272,0.6,-1.189148343,2.347
339,19,Woman,192.56,0,0,0,0,2,0,5,4,2,0,0,-1,-1,0,-2,2,0,1,2,0,0.666666667,2.2,-1,-1,1.25,0.955555556,536,18,Woman,5,4,2,1,3,4,0,0,1,1.41,2,1,0,2,3,4,1,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,365.701,0.678571429,-1.937891986,2.141,0.351851657,-0.682
318,18,Woman,179.811,0,1,2,1,1,0,0,0,0,0,0,-1,0,0,-2,-1,0,-1,-1,1,0.666666667,0,-0.5,-1,-0.75,0.555555556,72,18,Woman,3,2,0,0.5,2,0,0,0,2,0,5,0,0,1,2,3,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,2,1,0,0,2,1,1,1,0,0,229.481,0.678571429,-1.937891986,0.95,-0.839148343,1.626
169,18,Another,98.078,0,0,2,1,0,1,4,0,0,1,0,-2,-2,-2,-2,1,1,1,1,0.666666667,0.666666667,1,-2,-2,1,0.777777778,254,18,Non-binary,3,2,4,1,2,2,2,0,2,0,0,5,1,1,0,1,0,0,0,0,1,0,0,2,0,0,1,1,2,0,1,1,0,3,3,0,0,1,1,0,2,0,228.766,0.714285714,-1.902177701,1.8,0.010851657,-0.021
176,20,Woman,74.69,0,0,0,3,0,0,0,0,1,0,0,1,-1,-1,-1,-1,0,-1,-1,0,1,0.2,0,-1,-0.75,0.4,571,19,Woman,3,2,0,0,3,1,0,0,3,0,0,5,0,0,2,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,3,1,1,1,0,1,0,1,0,0,262.969,0.714285714,-1.902177701,1.2,-0.589148343,1.121
137,18,Woman,71.001,0,0,0,2,0,0,0,0,0,0,0,1,0,-1,1,-2,-1,-1,0,0,0.666666667,0,0.5,0,-1,0.222222222,4,18,Woman,3,3,0,1,3,5,0,5,0,0,0,5,0,2,2,2,0,0,0,0,0,2,1,1,0,0,0,2,2,0,0,0,1,2,4,0,0,2,0,0,0,0,241.126,0.75,-1.866463415,2,0.210851657,-0.394
224,20,Woman,96.682,0,0,0,1,0,0,2,0,1,0,0,1,1,1,0,1,0,2,2,0,0.333333333,0.6,1,0.5,1.25,0.311111111,872,19,Woman,5,5,3,3,3,4,0,0,4,1.73,3,1,4,2,2,3,0,0,1,0,0,0,0,1,0,0,0,2,1,0,3,3,1,1,1,0,1,2,0,0,0,0,296.904,0.785714286,-1.830749129,2.873,1.083851657,-1.984
209,18,Woman,91.304,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0.2,0.5,0.5,0.5,0.066666667,97,18,Woman,4,3,1,2,5,3,2,0,1,0,5,0,3,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,4,1,0,0,0,246.338,0.785714286,-1.830749129,2.1,0.310851657,-0.569
127,20,Woman,63.937,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,-2,-2,-2,0,210,20,Woman,2,2,0,2.5,2,1,0,0,0,0,5,0,1,4,2,4,0,0,0,0,0,0,0,1,0,0,0,3,1,2,2,0,3,0,1,0,0,2,0,1,0,0,240.886,0.785714286,-1.830749129,0.95,-0.839148343,1.536
127,18,Prefer not to say,68.62,0,0,0,4,0,4,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,0,2.666666667,0,-2,-2,-2,0.888888889,358,19,Other/prefer not to say,4,4,4,0,5,2,0,0,0,5,5,5,0,0,1,3,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,2,4,2,1,0,0,0,1,1,0,155.935,0.821428571,-1.795034844,2.4,0.610851657,-1.097
146,27,Woman,72.547,3,0,0,4,0,0,5,1,0,0,5,0,0,1,1,0,0,2,2,1,1.333333333,2.2,0,1,1,1.511111111,668,26,Woman,5,5,0,1.5,4,3,0,0,3,0,0,0,3,0,3,3,0,0,1,0,1,0,0,1,1,0,0,2,2,0,1,2,3,0,2,0,0,0,0,0,0,1,174.517,0.821428571,-1.795034844,2.15,0.360851657,-0.648
177,19,Woman,91.501,0,1,1,4,1,0,0,0,0,0,1,-1,0,-2,-2,-1,-1,0,0,0.666666667,1.666666667,0.2,-0.5,-2,-0.5,0.844444445,831,19,Woman,5,4,1,0.5,4,3,0,0,2,1.41,1,2,0,1,2,3,0,0,2,0,0,1,0,2,0,0,0,3,3,0,0,1,0,1,0,1,0,2,0,0,2,0,197.568,0.821428571,-1.795034844,2.091,0.301851657,-0.542
175,19,Woman,109.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,1,1,0.333333333,0,0,0.5,-0.5,0.75,0.111111111,620,18,Woman,3,1,0,2,3,2,0,0,3,2.24,1,5,2,2,0,4,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,2,7,1,1,3,0,0,0,0,407.78,0.821428571,-1.795034844,1.624,-0.165148343,0.296
150,19,Woman,87.489,0,0,0,3,3,1,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,2.333333333,0,-0.5,1,1,0.777777778,871,18,Woman,4,1,1,2.5,1,2,0,0,0,0,0,5,2,3,1,2,0,0,0,1,0,0,0,1,1,3,3,1,1,1,1,0,1,1,0,2,2,1,0,0,0,0,228.186,0.821428571,-1.795034844,1.15,-0.639148343,1.147
299,19,Woman,93.494,0,0,0,3,0,1,0,0,0,0,0,1,0,1,-1,1,0,1,0,0,1.333333333,0,0.5,0,0.5,0.444444444,634,18,Woman,4,5,3,5,5,3,0,0,3,0,0,0,5,5,2,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,3,0,0,3,3,2,0,0,0,0,0,238.503,0.857142857,-1.759320558,2.8,1.010851657,-1.778
272,19,Woman,201.546,0,0,1,0,0,0,1,0,0,0,0,-1,0,-2,-2,1,1,1,0,0.333333333,0,0.2,-0.5,-2,0.75,0.177777778,84,19,Woman,4,4,1,2,2,3,0,0,2,0,3,0,2,2,3,3,1,0,0,0,0,0,1,1,0,0,0,1,2,1,0,0,0,1,4,0,1,4,1,0,0,0,261.296,0.857142857,-1.759320558,1.8,0.010851657,-0.019
224,19,Woman,101.072,0,0,0,1,3,0,1,4,1,0,4,0,0,0,-2,1,0,2,1,0,1.333333333,2,0,-1,1,1.111111111,65,19,Woman,5,2,2,0.5,2,3,0,0,3,0,5,0,0,1,2,2,1,0,0,0,1,0,0,1,0,1,0,1,3,1,2,0,1,2,1,1,1,1,1,1,0,0,217.263,0.857142857,-1.759320558,1.75,-0.039148343,0.069
174,20,Woman,81.607,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,0,-2,0,0,0,0,0,-2,-2,-0.5,0,649,19,Woman,2,2,3,0,3,3,0,0,1,1,1,1,0,0,2,6,2,1,1,0,0,0,0,1,0,0,0,0,2,1,1,1,1,2,0,0,1,1,0,0,0,1,403.854,0.857142857,-1.759320558,1.5,-0.289148343,0.509
338,18,Woman,185.831,0,0,0,2,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-1,-2,0,0.666666667,0,-0.5,-2,-1.25,0.222222222,397,18,Woman,3,1,1,4,3,2,0,0,0,0,4,0,3,5,2,2,1,0,0,1,0,0,0,3,0,0,1,2,0,2,0,1,0,4,1,0,0,2,2,0,0,0,515.56,0.857142857,-1.759320558,1.4,-0.389148343,0.685
95,19,Woman,42.301,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-1,-2,-1,-1,-1,-1,0,0,0,-2,-1.5,-1,0,790,18,Woman,5,5,0,1,4,4,0,0,1,0,0,3,1,1,3,6,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,3,0,2,4,1,0,0,0,199.058,0.892857143,-1.723606272,2,0.210851657,-0.363
194,19,Woman,110.48,4,5,3,0,0,0,3,3,0,3,2,1,1,-2,-2,0,-1,1,0,4,0,2.2,1,-2,0,2.066666667,186,19,Woman,4,4,1,2.5,3,3,0,0,0,0,4,0,1,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,1,7,0,3,4,0,0,0,0,659.524,0.892857143,-1.723606272,1.75,-0.039148343,0.067
137,19,Woman,54.216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.111111111,900,19,Woman,4,1,2,0.5,4,2,0,0,4,0,5,0,0,1,8,3,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,2,2,0,1,1,1,0,0,0,218.383,0.928571429,-1.687891986,1.75,-0.039148343,0.066
210,18,Man,57.627,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,-1,-1,0,0,0,0,0,-0.25,0,83,18,Man,5,5,0,0,4,3,1,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,3,7,0,0,0,0,2,0,1,0,0,0,4,0,3,2,1,0,0,0,189.162,0.928571429,-1.687891986,1.8,0.010851657,-0.018
186,18,Woman,51.53,0,1,0,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,2,1,1,0.333333333,0,0,1,-1,0.75,0.111111111,59,18,Woman,3,4,2,2,5,4,0,0,1,0,5,0,1,3,0,4,0,0,4,0,0,0,1,1,1,0,0,1,2,1,1,0,1,1,1,5,1,1,0,0,1,0,246.52,0.964285714,-1.652177701,2.1,0.310851657,-0.514
278,20,Woman,120.357,2,4,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,0,-1,2,0.333333333,0,-1,-1,-1,0.777777778,515,19,Woman,2,3,0,5,3,0,0,0,0,5,5,5,5,5,1,2,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,5,4,2,0,2,3,0,0,0,0,0,256.344,0.964285714,-1.652177701,1.8,0.010851657,-0.018
284,19,Woman,105.836,0,0,0,0,0,0,2,3,0,0,0,-2,0,-2,-2,0,-2,0,-1,0,0,1,-1,-2,-0.75,0.333333333,733,18,Woman,4,2,1,2,3,4,0,0,0,0,4,0,2,2,0,3,0,0,1,1,0,0,2,1,0,1,0,2,2,2,1,1,1,1,3,2,2,0,0,0,1,0,357.275,0.964285714,-1.652177701,1.6,-0.189148343,0.313
435,18,Man,215.684,1,1,0,2,1,0,3,0,1,5,3,-1,-1,-1,-1,1,-1,1,0,0.666666667,1,2.4,-1,-1,0.25,1.355555556,203,18,Man,3,4,4,1.5,1,1,1,0,0,0,0,2,0,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,1,7,2,3,2,1,1,1,0,1,0,385.951,0.964285714,-1.652177701,1.55,-0.239148343,0.395
327,20,Woman,59.596,0,0,0,0,0,0,0,0,0,0,0,-2,-1,-2,-2,-2,-1,-1,-1,0,0,0,-1.5,-2,-1.25,0,705,19,Woman,4,4,0,0,2,0,0,0,1,3.46,4,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,5,1,6,1,1,0,1,0,245.855,0.964285714,-1.652177701,1.446,-0.343148343,0.567
241,18,Woman,126.933,0,0,0,2,1,0,3,2,2,1,0,-1,-1,-2,-2,0,1,0,0,0,1,1.6,-1,-2,0.25,0.866666667,268,18,Woman,1,2,0,0,2,1,0,0,0,1,1,1,0,0,2,3,0,0,1,0,0,0,2,1,0,1,0,0,3,1,1,2,1,5,0,2,0,1,1,0,0,0,522.696,0.964285714,-1.652177701,0.7,-1.089148343,1.799
188,20,Woman,99.104,0,0,0,5,5,4,4,0,0,0,0,-2,-2,1,-1,2,-2,-2,-1,0,4.666666667,0.8,-2,0,-0.75,1.822222222,903,19,Woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,7,1,0,0,0,1,1,9,1,0,1,0,0,0,0,244.898,0.964285714,-1.652177701,0,-1.789148343,2.956
115,18,Woman,43.116,2,1,3,0,0,0,0,0,0,0,0,0,0,-1,0,-2,-1,-1,-2,2,0,0,0,-0.5,-1.5,0.666666667,791,18,Woman,4,3,1,2,4,3,1,0,4,0,0,1,2,2,2,6,0,0,0,3,0,0,0,0,0,0,0,3,4,1,3,1,0,2,2,0,1,0,0,0,0,0,158.11,1,-1.616463415,2.2,0.410851657,-0.664
130,18,Woman,59.337,0,1,0,0,0,0,0,0,1,0,0,-1,-1,0,-1,0,-1,0,0,0.333333333,0,0.2,-1,-0.5,-0.25,0.177777778,204,18,Woman,4,5,2,1.5,4,4,2,0,2,0,0,1,1,2,1,3,0,0,1,0,0,0,0,2,0,0,0,3,2,3,3,2,0,1,4,1,1,1,0,1,0,0,273.701,1.035714286,-1.580749129,2.45,0.660851657,-1.045
164,19,Woman,84.922,0,0,0,2,4,0,0,0,0,0,0,-2,-2,-1,-1,0,-2,-2,-2,0,2,0,-2,-1,-1.5,0.666666667,327,19,Woman,5,4,0,0,5,3,0,0,0,0,5,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,1,0,2,9,3,1,1,0,2,0,1,256.332,1.035714286,-1.580749129,1.7,-0.089148343,0.141
137,21,Man,90.53,2,2,1,5,5,5,4,1,2,0,3,-1,-1,2,2,2,2,0,0,1.666666667,5,2,-1,2,1,2.888888889,517,20,Man,5,2,0,1.5,3,1,3,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,1,0,5,0,0,3,0,0,3,0,1,0,0,5,1,0,0,0,2,273.8,1.035714286,-1.580749129,1.55,-0.239148343,0.378
217,18,Another,81.962,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.333333333,0,0.5,0.5,0.25,0.444444444,390,18,Non-binary,3,4,1,0.5,2,1,0,0,3,0,5,0,0,1,3,4,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,2,1,3,7,0,0,1,1,0,0,0,258.583,1.035714286,-1.580749129,1.45,-0.339148343,0.536
139,19,Woman,82.063,0,0,2,3,2,0,4,1,0,1,3,1,2,1,0,2,2,2,2,0.666666667,1.666666667,1.8,1.5,0.5,2,1.377777778,895,18,Woman,4,3,2,2.5,5,4,0,0,3,0,0,0,2,3,1,4,0,0,0,0,2,0,0,3,0,3,4,1,0,1,0,0,1,4,1,0,2,0,0,0,0,3,216.578,1.071428571,-1.545034844,2.35,0.560851657,-0.867
205,18,Woman,73.99,0,1,0,0,0,0,2,0,0,0,1,0,1,0,-1,0,0,2,0,0.333333333,0,0.6,0.5,-0.5,0.5,0.311111111,129,18,Woman,2,0,2,0.5,0,3,3,0,1,0,5,0,0,1,1,3,0,0,1,3,0,0,0,0,0,3,1,0,4,0,3,0,1,5,4,0,0,0,1,0,0,0,215.65,1.071428571,-1.545034844,1.15,-0.639148343,0.988
303,20,Woman,218.1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0.666666667,0.2,0,-0.5,0.25,0.288888889,243,20,Woman,2,2,0,0,4,1,0,0,1,2.449489743,2,3,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,1,4,0,1,0,1,1,1,1,4,5,2,1,0,0,413.696,1.071428571,-1.545034844,1.244948974,-0.544199368,0.841
246,20,Woman,141.232,3,2,1,2,0,0,1,0,0,0,0,0,0,-1,-2,0,0,0,0,2,0.666666667,0.2,0,-1.5,0,0.955555556,879,19,Woman,2,2,1,1,2,1,0,0,1,0,2,0,1,1,2,6,1,0,0,0,1,0,0,1,0,0,1,0,1,0,3,1,1,0,7,1,1,2,0,0,1,0,1345.269,1.071428571,-1.545034844,1,-0.789148343,1.219
210,31,Man,157.314,1,0,1,5,5,5,5,4,1,4,5,1,2,2,2,2,2,2,1,0.666666667,5,3.8,1.5,2,1.75,3.155555556,346,31,Man,2,4,1,3.5,3,3,0,3,0,1.414213562,2,1,4,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,1,1,2,8,3,1,0,0,2,0,430.883,1.107142857,-1.509320558,2.091421356,0.302273013,-0.456
178,19,Woman,107.157,2,1,0,2,2,0,3,0,0,0,0,0,1,0,0,1,1,0,1,1,1.333333333,0.6,0.5,0,0.75,0.977777778,506,18,Woman,3,3,1,0.5,4,4,0,0,3,0,0,5,0,1,1,4,0,0,1,0,0,0,3,1,1,3,2,1,1,1,1,0,2,4,0,1,2,1,0,0,0,1,229.988,1.107142857,-1.509320558,1.85,0.060851657,-0.092
317,18,Woman,76.763,0,0,0,1,1,0,0,0,0,0,0,-1,-1,-1,-2,-2,0,-1,-2,0,0.666666667,0,-1,-1.5,-1.25,0.222222222,53,18,Woman,4,2,0,0,1,1,0,0,2,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,1,2,8,5,1,2,1,1,0,0,183.5,1.107142857,-1.509320558,1,-0.789148343,1.191
366,19,Woman,172.519,0,2,0,1,0,3,3,0,0,0,0,1,0,-1,0,-2,-1,-1,-1,0.666666667,1.333333333,0.6,0.5,-0.5,-1.25,0.866666667,901,18,Woman,5,3,4,0.5,5,0,0,0,1,0,5,0,1,0,2,4,1,0,1,2,0,0,0,0,1,1,0,0,1,2,3,0,0,3,3,4,2,1,0,0,0,1,286.549,1.142857143,-1.473606272,1.85,0.060851657,-0.09
197,20,Woman,104.678,0,0,0,0,0,0,3,0,0,0,0,0,1,-1,-1,1,0,0,1,0,0,0.6,0.5,-1,0.5,0.2,430,20,Woman,4,3,1,3,4,3,0,0,1,0,0,5,2,4,1,3,1,0,0,0,0,0,0,1,0,1,0,1,6,1,2,3,0,2,3,3,1,2,1,0,0,0,219.395,1.142857143,-1.473606272,1.9,0.110851657,-0.163
347,58,Woman,201.892,0,0,0,2,1,0,4,0,4,1,4,-1,-2,1,0,-1,-1,1,1,0,1,2.6,-1.5,0.5,0,1.2,659,57,Woman,4,4,0,2.5,3,4,0,0,0,0,0,3,2,3,2,2,2,1,0,0,0,0,0,0,1,0,0,4,0,1,1,2,1,2,1,3,2,2,2,1,0,2,454.362,1.142857143,-1.473606272,1.75,-0.039148343,0.058
194,19,Woman,96.442,0,0,0,0,0,0,1,0,0,1,1,-1,1,1,-1,-1,-1,-1,-1,0,0,0.6,0,0,-1,0.2,687,18,Woman,3,1,0,2.5,3,3,0,0,2,0,0,4,3,2,2,3,2,0,0,0,0,0,1,1,0,2,2,3,2,0,1,2,2,2,1,0,2,1,2,0,0,1,180.962,1.142857143,-1.473606272,1.45,-0.339148343,0.5
132,18,Woman,68.854,0,0,3,2,1,1,3,0,0,1,3,0,1,1,1,1,1,1,1,1,1.333333333,1.4,0.5,1,1,1.244444444,552,18,Woman,4,5,3,0.5,4,4,0,0,3,2,1,4,1,0,1,3,2,1,0,0,0,0,0,0,3,1,2,1,2,2,3,2,1,3,1,1,1,2,1,0,0,0,242.379,1.178571429,-1.437891986,2.55,0.760851657,-1.094
138,20,Woman,75.074,0,0,1,0,0,0,0,0,1,0,0,0,-2,-2,-1,-2,1,0,-1,0.333333333,0,0.2,-1,-1.5,-0.5,0.177777778,691,20,Woman,4,4,0,2.5,4,2,0,0,3,0,0,5,3,2,4,4,0,0,0,0,0,0,0,3,0,0,0,1,1,0,5,0,0,4,0,0,3,5,0,3,1,0,182.403,1.214285714,-1.402177701,1.95,0.160851657,-0.226
173,29,Woman,81.623,0,3,3,4,4,5,4,0,0,0,4,2,0,1,1,2,2,2,2,2,4.333333333,1.6,1,1,2,2.644444444,775,28,Woman,4,3,2,0,5,3,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,2,2,3,6,3,0,2,0,0,3,1,243.392,1.214285714,-1.402177701,1.7,-0.089148343,0.125
