Age ,Q6,Q4,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q25_19,Q25_20,Q25_21,Q25_22,Q25_23,Q25_24,Q25_25,Q25_26,Q25_27,Q25_28,DES time_Page Submit,DES_score,CODE,age,gender,PCSscore,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj
18,Woman,1,8,7,8,1,1,0,7,1,1,1,3,7,7,10,7,6,7,10,7,9,5,4,3,2,2,1,1,2,174.462,4.571428571,82,18,Woman,1.3,2,1,0,3,5,2,0,0,0,0,2,0,3,3
22,Other,1,1,3,0,0,0,0,1,0,5,2,2,4,9,0,2,1,0,0,2,3,0,1,4,4,0,0,1,2,190.588,1.678571429,365,22,Non-binary,1.25,4,3,0,1.5,3,1,0,0,0,0,5,0,1,2
18,Man,1,4,6,0,0,1,0,0,3,4,5,0,0,0,4,5,4,5,1,3,4,7,2,2,5,3,1,0,0,216.796,2.464285714,44,18,Man,1.25,4,3,3,0.5,2,0,0,0,0,0,5,0,0,1
19,Woman,1,3,8,4,0,3,2,3,4,1,4,0,0,6,2,4,3,6,6,4,6,8,5,6,6,6,3,6,3,201.855,4,342,19,Woman,1.3,3,3,0,2,3,1,0,0,1,0,0,1,1,3
18,Woman,1,2,3,2,0,1,0,3,0,0,4,1,0,1,4,5,4,2,6,1,6,8,1,4,3,2,0,0,0,224.374,2.25,481,18,Woman,1.25,2,1,0,2.5,4,2,1,0,0,0,1,0,1,4
19,Man,1,3,4,1,0,1,0,2,1,2,3,4,5,4,8,9,4,9,6,5,4,8,9,7,4,3,1,1,1,234.913,3.892857143,546,18,Man,1.3,2,4,0,1,3,1,0,0,2,0,3,0,1,1
19,Woman,1,3,7,0,0,0,0,0,0,0,3,0,2,0,2,2,1,0,1,1,3,2,2,3,3,2,3,0,0,234.455,1.428571429,619,18,Woman,1.3,5,4,0,0,1,3,0,0,0,0,5,0,0,0
18,Woman,1,6,9,2,1,2,3,0,0,1,7,1,5,5,5,8,5,3,7,8,8,9,9,6,9,9,1,9,8,230.666,5.214285714,211,18,Woman,1.3,4,2,0,0,3,4,0,0,0,0,5,0,0,0
18,Man,1,2,7,0,0,1,0,3,0,1,2,0,2,1,3,2,0,5,2,3,9,7,5,1,6,1,0,2,0,241.487,2.321428571,264,18,Man,1.25,3,4,1,3.5,1,0,0,0,0,0,5,0,3,4
21,Woman,1,1,3,0,0,0,0,0,0,1,2,0,0,0,2,2,2,3,3,5,3,0,0,2,4,1,0,0,0,254.791,1.214285714,470,20,Woman,1.25,1,3,2,0.5,3,2,0,0,1,0,4,0,1,0
20,Woman,1,0,4,0,0,0,1,0,0,0,0,1,1,1,1,1,1,8,1,0,7,0,0,0,6,1,1,0,0,199.284,1.25,802,18,Woman,1.3,4,4,0,0,4,1,0,0,0,0,0,0,0,0
20,Woman,1,1,4,1,0,0,0,3,0,2,4,6,8,6,0,2,4,1,0,2,5,1,3,6,1,1,0,1,6,295.285,2.428571429,597,18,Woman,1.25,2,1,1,3.5,3,2,0,0,0,0,3,0,4,3
24,Woman,1,1,8,0,0,0,1,1,0,4,3,0,2,1,3,1,1,3,1,2,4,0,2,7,4,1,0,1,2,306.997,1.892857143,908,23,Woman,1.25,5,2,0,0.5,5,0,0,0,0,0,5,0,1,0
21,Woman,1,5,8,1,1,4,1,2,0,1,2,6,6,6,2,2,5,5,6,7,4,8,4,5,7,5,4,2,2,307.312,3.964285714,851,20,Woman,1.3,4,4,0,0,2,1,0,0,2,0,5,0,0,0
18,Woman,1,0,1,1,0,0,0,0,0,1,1,1,1,1,3,5,1,1,0,6,3,0,2,2,6,0,0,0,0,312.4,1.285714286,637,18,Woman,1.3,3,3,0,0,2,1,0,0,3,1,1,1,0,0
19,Woman,1,4,4,2,1,3,4,1,1,1,2,1,2,1,2,4,4,2,3,2,2,6,3,3,4,2,5,4,1,346.708,2.642857143,540,18,Woman,1.273,2,3,0,0,3,2,0,0,1,1.73,1,3,0,0
20,Woman,1,3,7,4,1,3,1,1,1,3,2,6,6,3,5,8,4,4,5,0,6,8,5,5,7,2,0,4,2,348.481,3.785714286,339,20,Woman,1.3,3,4,0,0,3,2,0,0,1,0,2,0,0,0
18,Man,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,366.25,0.285714286,404,18,Man,1.25,1,2,1,1.5,1,5,0,0,1,0,4,0,0,3
18,Woman,1,5,4,0,0,0,0,1,0,0,0,0,0,1,1,4,1,5,8,0,8,6,7,0,4,0,0,0,1,337.173,2,407,18,Woman,1.25,1,2,0,2.5,3,2,0,0,2,0,0,0,3,2
19,Woman,1,6,3,1,1,1,1,2,0,0,1,1,1,1,1,1,0,0,1,0,2,2,0,1,1,0,0,1,2,487.577,1.107142857,290,19,Woman,1.273205081,4,4,0,0,2,0,0,0,1,1.732050808,3,1,0,0
19,Woman,1,0,2,1,0,1,0,0,0,0,4,0,0,0,3,4,3,1,1,6,2,2,8,8,3,2,4,1,0,733.922,2,421,19,Woman,1.25,3,2,1,0.5,4,2,0,0,0,0,0,5,1,0
18,Prefer not to say,1,5,8,1,1,0,0,4,1,4,3,7,6,5,4,6,6,9,8,9,10,9,9,4,5,3,5,1,1,1075,4.785714286,20,18,Other/prefer not to say,1.3,4,0,1,2,3,2,0,0,1,0,5,0,1,3
19,Woman,1,5,5,1,1,1,1,3,4,4,4,4,4,2,5,2,6,4,4,1,5,5,3,6,3,5,6,5,5,27.164,3.714285714,772,18,Woman,1.35,4,3,0,1.5,2,1,0,0,2,0,0,5,1,2
19,Woman,1,5,2,3,1,4,3,2,2,2,4,0,0,0,0,4,2,4,0,3,2,6,6,4,3,5,4,3,3,157.128,2.75,154,19,Woman,1.4,3,3,2,2,2,2,0,0,0,0,5,0,2,2
19,Man,1,1,4,4,2,2,1,2,3,2,0,0,1,2,0,1,2,1,2,0,4,5,1,0,2,4,1,0,1,153.519,1.714285714,840,18,Man,1.35,4,4,0,0.5,4,0,0,0,1,0,0,0,1,0
18,Woman,1,8,4,5,0,1,0,3,1,2,4,6,8,6,0,1,0,4,1,3,2,5,4,2,7,1,0,0,4,157.334,2.928571429,177,18,Woman,1.373606798,0,0,2,1.5,3,5,0,0,0,2.236067977,1,5,3,0
18,Woman,1,3,5,1,1,1,0,0,2,0,3,0,1,1,0,7,1,1,1,1,3,5,1,3,1,0,0,3,1,199.587,1.642857143,127,18,Woman,1.423205081,2,2,0,0.5,2,2,0,0,4,1.732050808,3,1,1,0
19,Woman,1,7,8,3,2,3,5,2,3,4,6,4,3,2,2,4,4,3,2,8,7,9,6,6,6,6,5,1,3,220.482,4.428571429,563,18,Woman,1.4,4,2,3,0,2,1,0,0,2,0,0,2,0,0
20,Woman,1,7,7,0,0,0,0,0,0,2,4,1,5,0,9,4,4,10,10,1,10,10,1,4,8,5,3,0,0,238.272,3.75,724,19,Woman,1.35,5,1,1,0.5,3,2,0,0,1,0,5,0,1,0
18,Other,1,3,8,1,1,0,0,2,0,7,6,3,2,5,1,6,1,9,9,6,10,10,6,2,5,2,0,4,0,241.707,3.892857143,41,18,Other/prefer not to say,1.35,4,5,0,2.5,1,1,0,0,0,0,4,0,1,4
20,Woman,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,5,1,6,1,1,0,1,0,245.855,0.964285714,705,19,Woman,1.446,4,4,0,0,2,0,0,0,1,3.46,4,3,0,0
18,Woman,1,3,5,0,0,0,0,0,0,6,0,1,0,0,7,9,7,7,0,3,8,0,0,0,3,3,0,0,0,260.811,2.214285714,88,18,Woman,1.4,5,1,5,0,3,0,0,0,0,0,0,5,0,0
19,Woman,1,7,6,5,0,0,0,6,0,1,0,8,9,9,10,7,8,7,8,3,10,8,10,2,3,1,1,1,10,262.203,5,602,18,Woman,1.4,3,2,3,0,5,1,0,0,0,0,0,0,0,0
20,Woman,1,2,7,2,0,4,3,3,7,8,2,6,5,5,6,7,3,2,2,0,2,10,3,5,5,7,2,0,7,242.1,4.107142857,877,19,Woman,1.4,3,3,1,0,2,3,0,0,2,0,2,0,0,0
19,Man,1,4,8,3,0,2,3,0,0,0,0,5,3,2,0,7,2,0,0,1,5,3,9,8,7,1,0,4,6,284.602,2.964285714,435,19,Man,1.4,4,3,0,1,3,2,0,0,1,0,2,0,1,1
18,Woman,1,4,5,0,0,0,0,1,0,7,1,3,6,1,0,3,4,7,7,6,6,0,0,2,1,0,0,0,7,263.88,2.535714286,100,18,Woman,1.35,3,4,0,0.5,2,3,0,0,1,0,5,0,0,1
22,Woman,1,8,8,1,1,0,3,3,0,5,1,9,6,6,10,5,3,6,2,0,1,10,4,0,1,1,0,0,6,303.421,3.571428571,718,21,Woman,1.4,4,2,1,0,3,3,0,0,1,0,5,0,0,0
19,Woman,1,2,9,0,0,1,1,0,0,7,5,0,1,0,3,2,1,4,2,2,2,2,1,3,5,2,0,0,0,296.73,1.964285714,712,18,Woman,1.35,4,3,0,0.5,4,2,0,0,0,0,5,0,1,0
18,Woman,1,6,8,4,3,7,2,7,1,5,8,8,8,3,1,9,0,4,3,9,6,9,8,0,9,9,0,2,0,346.655,4.964285714,19,18,Woman,1.4,4,5,0,0,3,0,0,1,1,0,0,0,0,0
20,Woman,1,7,7,0,0,0,1,0,0,2,0,0,2,0,1,4,0,1,1,2,3,7,2,7,6,1,0,0,1,361.465,1.964285714,594,19,Woman,1.391,4,2,0,1.5,3,2,0,0,0,1.41,2,1,1,2
19,Man,1,2,4,1,0,0,1,1,0,1,1,1,2,0,0,3,2,4,0,0,6,9,4,5,4,2,0,6,0,400.548,2.107142857,319,18,Man,1.4,5,2,0,2,3,2,0,0,0,0,0,5,1,3
19,Woman,1,3,6,1,0,1,0,1,0,0,1,0,0,1,1,2,0,2,1,2,4,2,1,2,3,1,1,0,0,411.75,1.285714286,650,18,Woman,1.35,3,2,0,2.5,3,2,0,0,1,0,0,0,2,3
18,Woman,1,5,7,2,0,0,0,2,0,0,0,0,1,0,1,8,0,4,3,1,6,8,6,2,3,0,0,0,0,488.2,2.107142857,107,18,Woman,1.373205081,5,2,0,0,3,2,0,0,0,1.732050808,3,1,0,0
18,Woman,1,1,3,0,0,8,4,2,2,6,9,2,7,3,2,7,4,6,9,10,10,8,10,1,6,2,1,7,2,293.323,4.714285714,288,18,Woman,1.4,4,5,1,0,2,1,1,0,0,0,0,5,0,0
18,Woman,1,5,7,5,3,3,2,7,1,6,7,6,7,6,5,8,8,7,6,8,8,4,6,2,3,6,4,1,6,515.258,5.25,93,18,Woman,1.394948974,2,3,1,0.5,2,2,0,0,1,2.449489743,2,3,0,1
18,Woman,1,2,2,1,0,0,1,0,0,0,3,0,0,1,2,0,2,0,1,0,4,1,0,0,2,2,0,0,0,515.56,0.857142857,397,18,Woman,1.4,3,1,1,4,3,2,0,0,0,0,4,0,3,5
19,Woman,1,3,5,1,1,5,4,1,1,1,3,1,2,5,6,4,5,6,8,4,8,9,5,2,3,2,2,4,2,605.437,3.678571429,588,18,Woman,1.35,1,4,1,3.5,2,2,0,0,0,0,4,0,3,4
18,Woman,1,5,7,1,0,0,2,3,0,0,0,0,5,0,0,6,6,7,6,3,4,5,0,4,2,0,0,0,0,633.735,2.357142857,482,18,Woman,1.4,4,3,0,0,2,0,0,0,5,0,0,5,0,0
18,Man,1,2,4,0,0,0,0,0,5,3,3,3,1,4,1,2,2,1,3,1,3,2,2,2,3,4,2,1,1,81.783,1.964285714,777,18,Man,1.45,2,1,0,0.5,4,3,0,0,4,0,0,0,1,0
20,Other,1,6,8,4,2,2,0,8,0,4,8,8,8,9,6,9,6,3,2,4,6,1,8,1,7,5,3,2,4,134.148,4.785714286,804,19,Non-binary,1.5,4,3,0,0,5,2,0,0,1,0,5,0,0,0
19,Woman,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,1,2,0,1,0,1,1,0,0,0,138.001,0.571428571,852,18,Woman,1.5,4,3,0,0,3,1,0,0,4,0,0,3,0,0
19,Woman,1,1,7,3,0,3,0,0,0,3,0,0,1,0,2,2,2,0,0,1,3,3,1,1,2,0,0,1,0,150.733,1.285714286,33,19,Woman,1.45,3,3,1,1.5,1,0,0,0,4,1,1,1,1,2
19,Man,1,4,6,1,2,0,0,1,0,1,3,1,2,3,0,3,1,2,2,1,4,1,1,2,2,0,0,0,0,168.478,1.535714286,638,18,Man,1.541,2,3,4,2,2,1,0,0,0,1.41,2,1,2,2
18,Woman,1,7,8,4,3,3,1,4,0,1,2,7,7,8,2,6,3,5,5,0,6,8,5,2,1,0,0,1,7,156.97,3.785714286,578,18,Woman,1.5,3,2,1,1,2,2,1,0,3,0,0,0,2,0
19,Woman,1,2,3,2,0,0,0,0,0,1,1,0,2,2,3,2,0,1,2,2,2,1,0,2,1,2,0,0,1,180.962,1.142857143,687,18,Woman,1.45,3,1,0,2.5,3,3,0,0,2,0,0,4,3,2
19,Woman,1,1,1,0,0,0,0,1,0,1,2,2,1,2,2,6,3,1,4,8,2,6,6,3,3,1,2,3,1,179.372,2.214285714,507,18,Woman,1.5,4,4,1,0,3,3,0,0,0,0,5,0,0,0
19,Woman,1,0,6,0,0,4,3,0,0,0,0,0,3,0,3,5,0,3,3,6,0,7,0,8,3,6,3,6,6,209.838,2.678571429,844,18,Woman,1.45,1,0,5,1.5,2,2,0,0,3,0,0,5,0,3
19,Woman,1,7,6,6,2,4,3,7,5,6,1,4,4,4,5,6,6,5,4,6,7,1,3,4,3,4,2,1,2,205.228,4.214285714,816,18,Woman,1.5,2,4,4,1,2,2,0,0,0,0,0,1,1,1
19,Other,1,2,6,2,0,0,0,3,0,1,7,9,2,9,8,3,3,7,6,5,5,1,2,3,6,1,0,1,3,215.703,3.392857143,295,19,Non-binary,1.45,4,5,0,2.5,1,2,0,0,0,0,5,0,1,4
20,Woman,1,8,8,5,0,5,1,1,3,1,4,0,0,0,2,7,7,7,7,6,9,9,1,5,8,6,6,7,0,227.901,4.392857143,166,20,Woman,1.5,0,5,2,3,3,0,1,1,0,0,1,0,3,3
19,Woman,1,2,6,0,0,1,0,0,0,0,1,0,0,0,1,3,0,4,7,0,4,3,0,2,1,0,0,0,0,219.15,1.25,77,19,Woman,1.45,3,2,0,0.5,3,5,0,0,1,0,4,0,0,1
19,Woman,1,2,5,4,0,2,3,0,0,1,1,0,0,0,3,3,3,3,5,3,4,4,5,2,1,1,1,0,0,275.296,2,843,19,Woman,1.5,5,4,0,0,3,3,0,0,0,0,0,4,0,0
18,Woman,1,1,8,0,0,3,3,6,0,0,3,0,5,3,4,8,4,1,2,0,3,4,7,0,6,5,0,0,0,293.847,2.714285714,336,18,Woman,1.45,4,5,0,3.5,0,2,0,0,0,0,0,0,4,3
19,Woman,1,4,5,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,6,1,3,4,0,0,2,1,0,0,0,300.101,1.142857143,362,18,Woman,1.496410162,2,3,0,0.5,1,3,0,0,2,3.464101615,3,4,1,0
20,Woman,1,1,6,1,1,2,1,1,0,2,1,6,6,6,1,4,1,1,2,5,2,2,6,2,5,3,2,2,1,313.583,2.607142857,149,20,Woman,1.5,3,1,2,1,4,2,0,0,0,2,2,2,1,1
19,Woman,1,1,6,0,1,0,0,0,2,1,3,1,1,1,1,8,6,7,1,3,6,0,1,5,8,6,1,0,0,300.904,2.5,48,19,Woman,1.5,2,1,4,4,1,3,0,0,0,0,1,0,4,4
19,Woman,1,1,8,2,0,0,0,0,0,1,0,0,3,0,5,3,1,2,3,1,2,4,6,3,6,2,0,0,3,303.122,2,850,19,Woman,1.5,2,1,3,0,3,3,0,0,3,0,0,2,0,0
18,Woman,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,1,1,0,0,0,0,290.54,0.5,349,18,Woman,1.5,4,2,0,0,3,4,0,0,2,0,0,5,0,0
20,Woman,1,1,8,2,3,2,1,4,1,7,2,7,2,4,1,5,3,0,0,3,5,0,1,0,5,5,0,2,4,357.766,2.785714286,601,19,Woman,1.491,2,2,0,1.5,2,3,0,0,3,1.41,1,2,2,1
21,Man,1,2,3,0,0,0,0,0,1,3,1,2,0,1,4,5,0,4,4,8,8,10,10,10,7,10,3,5,0,404.296,3.607142857,695,21,Man,1.45,2,4,1,1.5,2,1,0,0,3,0,5,0,0,3
20,Woman,1,2,6,2,1,1,0,0,0,0,1,0,0,0,0,2,1,1,1,1,2,0,0,1,1,0,0,0,1,403.854,0.857142857,649,19,Woman,1.5,2,2,3,0,3,3,0,0,1,1,1,1,0,0
18,Woman,1,6,8,0,0,5,1,0,1,3,5,0,0,0,2,4,1,4,3,2,3,5,2,4,5,4,3,2,0,356.401,2.607142857,45,18,Woman,1.5,4,4,1,1,2,3,0,0,0,0,2,0,1,1
19,Woman,1,4,3,6,0,0,0,0,0,0,1,2,1,0,0,2,1,6,1,2,4,1,3,1,3,1,0,5,0,335.544,1.678571429,439,19,Woman,1.45,3,3,2,0.5,1,0,0,5,0,0,5,0,1,0
20,Woman,1,10,8,2,1,4,7,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,1,0,0,0,376.628,1.678571429,795,19,Woman,1.5,3,3,1,3,3,2,0,0,0,0,0,5,5,1
19,Man,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,5,2,2,0,0,0,0,0,477.09,0.642857143,240,19,Man,1.5,1,3,1,3,2,4,0,0,1,0,4,0,2,4
18,Woman,1,6,2,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,1,1,9,4,1,1,2,1,0,0,0,424.716,1.214285714,106,18,Woman,1.523205081,3,1,0,1.5,3,4,0,0,1,1.732050808,3,1,2,1
18,Woman,1,6,7,0,0,5,1,2,0,0,1,0,1,1,3,5,1,2,6,3,7,0,2,5,1,3,1,0,0,510.6,2.25,689,18,Woman,1.45,5,3,1,1.5,4,0,0,0,0,0,0,4,2,1
18,Other,1,3,4,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,2,1,3,7,0,0,1,1,0,0,0,258.583,1.035714286,390,18,Non-binary,1.45,3,4,1,0.5,2,1,0,0,3,0,5,0,0,1
20,Woman,1,3,8,1,0,2,0,0,0,1,0,0,0,0,2,3,2,4,0,0,1,5,3,2,8,5,4,0,0,184.558,1.928571429,215,20,Woman,1.5,4,4,0,0,3,0,0,0,4,0,5,0,0,0
19,Man,1,7,7,5,7,7,5,7,7,7,8,8,8,5,8,8,7,8,8,7,9,8,6,7,7,6,5,8,7,51.325,7.035714286,599,18,Man,1.6,4,3,1,0,3,3,0,0,2,0,0,0,0,0
19,Woman,1,4,8,1,0,0,1,3,3,1,0,7,1,0,4,8,3,1,2,0,1,2,2,3,4,2,2,3,2,113.109,2.428571429,810,18,Woman,1.6,4,2,0,0,3,3,0,0,4,0,0,5,0,0
20,Other,1,6,4,1,0,0,1,1,1,0,2,0,2,2,0,3,2,2,3,2,3,7,7,9,8,4,2,3,2,149.78,2.75,630,19,Woman,1.6,5,5,0,2,1,0,0,0,3,0,0,0,1,3
18,Woman,1,3,6,1,0,3,0,0,4,7,3,1,2,4,2,6,6,1,2,3,1,0,6,2,8,1,2,6,1,175.679,2.892857143,128,18,Woman,1.6,4,2,1,2,4,1,0,0,2,0,3,0,3,1
19,Woman,1,2,6,0,0,1,2,0,1,1,3,0,0,1,4,2,1,3,2,1,4,1,2,0,6,1,1,0,0,176.73,1.607142857,682,18,Woman,1.6,3,2,2,2,3,3,0,0,1,0,5,0,1,3
18,Woman,1,7,4,3,0,0,0,0,1,0,1,0,0,0,0,1,0,8,1,0,7,10,8,6,8,8,0,1,0,176.568,2.642857143,187,18,Woman,1.55,4,1,0,3.5,3,4,0,0,0,0,5,0,4,3
18,Man,1,3,7,0,0,1,0,0,0,1,4,0,0,0,0,2,7,0,1,0,5,10,3,3,7,4,2,0,0,186.09,2.142857143,70,18,Other/prefer not to say,1.55,5,3,3,2.5,0,0,0,0,2,0,5,0,0,5
19,Man,1,7,8,3,0,0,0,0,0,0,2,1,3,6,4,5,1,3,6,8,7,10,3,2,2,0,0,0,6,209.008,3.107142857,569,19,Man,1.6,4,4,0,0,3,2,0,0,3,0,0,0,0,0
21,Woman,1,7,8,0,0,0,0,0,0,5,7,6,6,4,6,6,0,4,7,3,1,10,1,1,0,0,0,2,0,255.66,3,612,21,Woman,1.595,2,2,3,0.5,2,2,1,0,1,2.45,2,3,0,1
18,Woman,1,4,7,2,1,0,2,5,0,5,6,7,6,8,7,9,8,6,9,4,9,7,8,5,8,4,1,3,1,244.616,5.071428571,104,18,Woman,1.623606798,5,2,0,0,5,2,0,0,0,2.236067977,5,1,0,0
19,Man,1,6,0,3,1,1,3,3,0,1,3,1,3,2,5,1,2,9,4,2,8,3,2,0,3,6,3,1,3,270.852,2.821428571,765,18,Man,1.6,3,3,1,0,4,3,0,0,2,0,2,0,0,0
20,Woman,1,1,8,0,0,0,0,0,0,0,4,0,1,0,1,4,3,1,0,1,6,8,0,4,6,1,0,1,0,273.9,1.785714286,648,19,Woman,1.583,3,5,0,3,0,1,0,0,1,2.83,4,2,3,3
18,Woman,1,3,8,0,0,1,0,7,1,2,3,4,3,5,3,5,6,2,2,0,4,4,8,3,6,1,1,2,4,280.997,3.142857143,181,18,Woman,1.6,4,3,1,0,3,2,2,0,1,0,5,0,0,0
20,Man,1,0,8,0,0,0,0,0,0,0,1,0,5,0,0,3,0,0,3,0,1,0,0,5,1,0,0,0,2,273.8,1.035714286,517,20,Man,1.55,5,2,0,1.5,3,1,3,0,0,0,0,5,3,0
19,Woman,1,5,9,1,1,3,4,9,2,2,1,3,6,2,3,8,2,7,3,3,7,8,5,4,8,2,2,10,2,259.686,4.357142857,899,18,Woman,1.6,4,4,1,0,4,2,0,0,1,0,5,0,0,0
23,Woman,1,2,3,1,0,0,0,0,0,0,1,1,2,0,6,5,1,1,1,0,3,1,4,2,3,2,0,1,1,266.698,1.464285714,427,23,Woman,1.55,4,1,0,4.5,3,2,0,0,1,0,1,0,4,5
18,Woman,1,3,6,1,0,2,1,0,0,2,1,0,0,1,5,4,1,5,3,0,3,1,5,9,3,2,1,3,2,272.803,2.285714286,738,18,Woman,1.6,4,4,0,0,2,1,0,0,5,0,3,0,0,0
20,Woman,1,3,4,1,0,0,0,0,0,3,0,1,1,0,1,1,1,3,2,1,3,2,8,6,0,0,0,0,0,288.849,1.464285714,447,19,Woman,1.6,4,3,1,0,3,3,1,0,1,0,3,0,0,0
24,Woman,1,1,8,0,0,3,1,0,3,7,1,2,4,2,4,6,4,1,0,3,4,10,7,7,4,2,0,0,4,321.179,3.142857143,195,24,Woman,1.55,2,4,3,1.5,1,3,0,0,1,0,5,0,2,1
18,Woman,1,7,8,1,1,2,1,0,2,1,2,4,3,2,3,5,0,1,2,5,6,6,2,3,2,1,0,0,2,317.555,2.571428571,202,18,Woman,1.55,4,2,0,0.5,5,2,0,0,2,0,0,1,1,0
19,Woman,1,0,5,1,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0,1,0,0,0,0,2,0,0,0,0,283.206,0.571428571,485,18,Woman,1.55,3,3,0,1.5,3,2,0,0,3,0,4,0,1,2
20,Woman,1,4,4,1,0,1,0,0,1,1,2,3,7,1,6,6,4,2,5,2,7,4,5,4,7,6,0,3,3,333.255,3.178571429,745,18,Woman,1.55,4,4,0,0.5,4,2,0,0,1,0,4,0,1,0
18,Woman,1,1,3,1,0,1,2,1,1,1,2,0,2,1,2,2,1,3,3,1,1,9,4,4,4,3,1,4,0,306.986,2.071428571,244,18,Woman,1.6,3,4,1,2,4,2,0,0,0,0,4,0,3,1
19,Woman,1,6,8,0,0,6,1,0,1,3,1,1,5,1,6,7,4,10,8,2,1,10,8,6,5,1,1,1,0,363.501,3.678571429,196,19,Woman,1.6,5,4,1,1,5,0,0,0,0,0,5,0,1,1
19,Woman,1,0,3,0,0,1,1,0,0,2,1,0,1,0,2,2,2,1,1,1,1,3,2,2,0,0,0,1,0,357.275,0.964285714,733,18,Woman,1.6,4,2,1,2,3,4,0,0,0,0,4,0,2,2
18,Man,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,0,1,1,7,2,3,2,1,1,1,0,1,0,385.951,0.964285714,203,18,Man,1.55,3,4,4,1.5,1,1,1,0,0,0,0,2,0,3
21,Woman,1,3,8,2,1,6,1,8,2,8,6,1,1,7,9,4,6,9,6,2,1,8,0,3,7,1,6,7,4,394.509,4.535714286,728,20,Woman,1.55,4,4,2,3.5,0,0,0,0,2,0,5,0,2,5
20,Woman,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,1,1,3,0,0,0,3,1,0,0,0,348.518,0.678571429,904,19,Woman,1.6,4,3,2,1,3,2,0,0,1,0,4,0,1,1
18,Man,1,4,3,2,0,0,1,2,0,1,2,1,0,0,2,3,4,7,7,8,7,6,3,6,4,3,2,0,1,415.124,2.821428571,413,18,Man,1.6,4,1,2,0,4,2,0,0,3,0,0,0,0,0
19,Woman,1,6,4,0,1,2,1,0,0,2,4,1,1,0,1,2,3,2,0,2,7,1,0,2,2,2,1,0,0,415.351,1.678571429,363,19,Woman,1.582842713,2,2,0,3,3,1,0,0,2,2.828427125,4,2,4,2
19,Woman,1,5,3,0,0,1,0,0,0,0,3,0,2,2,1,3,1,7,6,1,1,1,3,3,3,1,0,0,0,314.775,1.678571429,416,19,Woman,1.641421356,4,5,1,0,3,2,0,0,0,1.414213562,2,1,0,0
19,Woman,1,6,7,5,2,3,5,3,0,3,2,1,3,1,2,6,5,2,6,4,7,2,4,5,5,5,2,1,1,518.152,3.5,508,19,Woman,1.55,4,3,1,0.5,4,2,0,0,1,0,0,5,0,1
20,Woman,1,0,4,0,0,2,1,0,2,7,6,0,1,0,0,4,3,3,0,0,2,1,4,2,2,4,1,0,0,558.592,1.75,280,19,Woman,1.632842713,1,3,0,0.5,5,4,0,0,0,2.828427125,4,2,1,0
19,Woman,1,0,4,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,2,7,1,1,3,0,0,0,0,407.78,0.821428571,620,18,Woman,1.624,3,1,0,2,3,2,0,0,3,2.24,1,5,2,2
19,Man,1,6,4,9,6,4,3,8,4,6,2,4,6,6,3,4,6,7,3,5,5,7,6,4,5,4,7,3,6,32.957,5.107142857,833,18,Man,1.65,4,2,0,0.5,4,3,0,0,1,2,4,1,0,1
18,Woman,1,0,7,0,0,0,1,1,2,1,2,4,3,2,4,7,0,0,0,2,1,4,2,4,3,3,3,5,3,78.7,2.285714286,480,18,Woman,1.65,4,3,0,3.5,2,2,1,0,1,0,0,5,3,4
18,Woman,1,4,7,6,6,8,2,7,3,8,9,9,5,8,5,9,7,8,4,5,9,9,3,7,10,6,5,9,8,134.316,6.642857143,635,18,Woman,1.65,4,3,1,1.5,3,3,0,0,1,0,5,0,2,1
20,Woman,1,0,3,0,0,0,0,0,0,0,0,0,2,1,8,1,0,0,0,0,3,10,1,4,6,0,0,0,0,146.333,1.392857143,324,20,Woman,1.65,4,3,0,1.5,3,3,0,0,2,0,0,5,2,1
18,Woman,1,0,3,1,0,1,1,1,0,0,2,0,4,4,3,7,4,0,3,2,7,6,5,1,6,2,0,8,0,153.402,2.535714286,193,18,Woman,1.682842713,2,1,3,3,3,0,0,0,2,2.828427125,4,2,3,3
