Age ,Q6,Q4,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q25_13,Q25_14,Q25_15,Q25_16,Q25_17,Q25_18,Q25_19,Q25_20,Q25_21,Q25_22,Q25_23,Q25_24,Q25_25,Q25_26,Q25_27,Q25_28,DES time_Page Submit,DES_score,CODE,age,gender,PCSscore,1handlowersubj,2handtogethersubj,3mosquitosubj,4TasteAverage,5rigidsubj,6immobilizationsubj,7musicsubj,8ballssubj,9amnesiasubj,10spaceGeoMean,10spacebarsubj1,10spacebarsubj2,4Tastesweetsubj,4Tastesoursubj
18,Woman,1,0,6,0,0,2,0,0,0,0,1,4,3,2,1,3,1,3,4,1,2,2,5,2,1,0,0,2,0,180.358,1.607142857,857,18,Woman,2,4,4,2,3,2,2,0,0,3,0,5,0,3,3
18,Woman,1,8,9,8,6,1,2,0,1,6,9,4,2,0,3,8,4,8,9,5,10,1,4,7,7,8,6,7,2,230.48,5.178571429,284,18,Woman,1.95,1,3,5,0.5,5,1,0,0,4,0,0,5,0,1
18,Woman,1,2,2,0,0,0,0,0,2,1,1,0,0,0,2,2,0,0,0,1,2,4,0,0,2,0,0,0,0,241.126,0.75,4,18,Woman,2,3,3,0,1,3,5,0,5,0,0,0,5,0,2
19,Woman,1,3,6,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,3,0,2,4,1,0,0,0,199.058,0.892857143,790,18,Woman,2,5,5,0,1,4,4,0,0,1,0,0,3,1,1
18,Woman,1,3,6,2,0,1,1,0,0,1,1,1,1,0,2,4,1,0,2,3,6,1,2,2,4,3,2,0,0,266.951,1.75,374,18,Woman,1.95,5,3,0,1.5,4,3,0,0,3,0,0,3,0,3
19,Other,1,4,8,6,1,5,0,3,0,5,6,4,6,6,5,7,6,6,6,3,8,9,4,6,6,4,1,3,6,288.779,4.785714286,475,18,Non-binary,2,5,4,2,3,3,2,0,0,1,0,5,0,2,4
23,Woman,1,2,3,1,0,0,0,0,0,0,1,1,2,0,6,5,1,1,1,0,3,1,4,2,3,2,0,1,1,266.698,1.464285714,906,22,Woman,2,4,3,1,4,1,3,0,0,4,0,5,0,4,4
18,Woman,1,7,5,2,0,3,0,0,0,1,1,2,0,2,0,3,3,4,0,0,2,1,3,3,3,1,0,0,0,252.689,1.642857143,57,18,Woman,1.95,4,3,0,1.5,4,2,1,0,4,0,3,0,2,1
18,Woman,1,7,3,3,0,1,1,0,0,4,1,1,2,1,2,2,0,1,1,2,1,1,1,2,2,2,1,2,1,297.037,1.607142857,158,18,Woman,2,4,4,2,0,3,4,0,0,1,2,1,4,0,0
18,Man,1,1,4,0,0,0,0,0,0,1,0,0,5,2,3,6,1,8,1,1,1,9,1,3,3,1,0,1,0,247.485,1.857142857,402,18,Man,1.95,3,3,3,1.5,2,3,1,0,1,2,1,4,2,1
18,Woman,1,3,2,0,1,0,1,1,0,0,0,0,1,0,2,0,0,3,1,2,4,7,1,2,0,0,2,0,1,317.307,1.214285714,419,18,Woman,2,4,5,1,0,4,3,2,0,1,0,4,0,0,0
18,Woman,1,6,8,2,0,1,1,0,0,1,2,2,0,0,1,2,0,3,2,0,7,2,0,1,5,3,0,0,0,290.743,1.75,239,18,Woman,1.95,5,3,0,1.5,4,0,0,0,4,2,4,1,1,2
18,Woman,1,3,6,4,3,6,2,4,1,5,7,3,3,2,6,6,2,3,6,5,7,7,8,6,5,6,7,4,2,415.833,4.607142857,8,18,Woman,2,3,4,1,1,4,3,0,0,2,2,4,1,1,1
23,Man,1,1,2,1,0,1,0,4,0,2,1,0,0,1,4,2,1,6,0,1,3,3,6,8,4,0,0,1,0,386.404,1.857142857,371,23,Man,2,4,4,2,1,5,3,0,0,1,0,5,0,0,2
21,Man,1,0,4,0,0,0,0,0,0,0,0,0,0,0,10,1,3,8,3,10,1,10,0,5,0,1,0,0,0,330.473,2,815,20,Man,2,5,5,0,1,5,0,0,0,2,2,2,2,0,2
20,Woman,1,5,8,1,1,1,1,0,0,0,4,1,1,0,3,5,2,6,9,3,3,5,9,6,6,6,5,1,4,478.574,3.428571429,647,19,Woman,2,1,3,1,4,3,4,2,0,0,2,2,2,4,4
21,Woman,1,4,5,1,1,1,0,2,4,1,1,0,3,2,5,8,2,5,4,3,5,6,1,5,5,3,1,7,2,448.561,3.107142857,841,20,Woman,1.95,4,3,4,1.5,3,2,0,0,2,0,0,5,1,2
20,Man,1,6,8,0,0,2,0,0,0,0,1,0,0,0,1,2,1,1,1,3,3,7,1,2,3,1,0,0,0,540.643,1.535714286,428,20,Man,2,4,4,3,1,3,2,0,3,0,0,2,0,1,1
21,Man,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,7,0,0,0,0,0,1,0,702.768,0.428571429,560,20,Man,2,4,4,1,3,4,2,0,0,2,0,2,0,1,5
18,Woman,1,7,8,1,0,0,0,1,0,0,3,2,5,5,5,7,1,3,3,4,8,8,7,5,6,2,0,5,2,1019.289,3.5,768,18,Woman,2,4,4,2,2,4,3,0,0,1,0,2,0,2,2
19,Woman,1,7,8,1,0,1,0,0,1,0,2,0,7,1,0,2,1,2,3,1,1,8,0,1,3,1,0,2,1,420.084,1.928571429,150,19,Woman,2,5,4,2,0,4,3,1,0,1,0,5,0,0,0
22,Man,1,7,6,5,7,7,8,7,8,5,8,5,7,6,4,5,5,6,6,7,7,8,8,7,7,8,6,6,8,50.157,6.571428571,494,21,Man,2.1,5,2,3,3,4,3,0,0,1,0,0,5,2,4
19,Man,1,8,7,8,0,5,4,3,4,4,5,4,3,3,4,3,4,3,6,7,7,7,7,6,9,9,9,6,5,54.909,5.357142857,208,19,Man,2.1,5,4,0,0,4,3,2,0,3,0,0,0,0,0
19,Woman,1,1,3,0,0,1,0,1,0,0,0,4,2,1,7,1,2,0,3,0,1,8,0,2,1,0,0,0,1,151.381,1.392857143,573,18,Woman,2.05,4,5,0,0.5,4,3,0,0,4,0,0,5,1,0
19,Woman,1,9,8,1,0,6,7,6,0,7,0,6,9,9,8,8,6,10,9,4,10,9,9,8,7,6,1,2,10,188.002,6.25,125,19,Woman,2.05,5,4,1,1.5,3,2,0,0,4,0,5,0,3,0
19,Woman,1,2,3,0,0,2,0,0,1,0,2,0,0,0,3,3,0,0,1,0,1,0,1,0,2,0,0,2,0,197.568,0.821428571,831,19,Woman,2.091,5,4,1,0.5,4,3,0,0,2,1.41,1,2,0,1
21,Woman,1,6,7,2,0,1,0,0,0,1,4,7,1,8,8,8,7,6,3,4,5,5,7,7,5,4,0,0,1,209.821,3.821428571,56,21,Woman,2.1,5,5,4,0,3,3,0,0,1,0,3,0,0,0
19,Woman,1,4,6,1,0,2,0,1,0,2,5,2,8,5,7,8,8,8,8,5,5,6,6,5,5,5,5,5,6,207,4.571428571,658,19,Woman,2.05,3,2,3,3.5,4,3,0,0,2,0,0,3,4,3
19,Woman,1,8,8,6,1,4,8,2,0,1,4,7,2,6,4,8,8,8,8,4,9,1,10,9,8,7,9,0,0,209.807,5.357142857,79,19,Woman,2.1,5,4,4,1,1,3,0,1,2,0,0,0,0,2
19,Woman,1,0,4,0,0,1,0,0,0,0,3,0,4,0,2,2,3,1,5,0,2,1,2,1,5,2,1,0,0,214.39,1.392857143,368,19,Woman,2.05,4,5,0,1.5,3,4,0,0,3,0,5,0,1,2
18,Woman,1,8,9,2,1,6,7,1,1,2,10,9,10,10,10,10,10,10,7,9,8,6,7,6,10,8,7,8,10,204.654,7.214285714,743,18,Non-binary,2.141,5,4,0,0,5,3,0,0,3,1.41,1,2,0,0
19,Woman,1,1,4,0,0,0,0,0,0,4,3,0,1,0,2,8,4,0,2,4,5,9,4,6,4,0,0,1,0,214.758,2.214285714,398,18,Woman,2.05,4,4,1,0.5,5,3,0,0,3,0,5,0,0,1
20,Woman,1,3,4,0,0,0,0,1,0,2,2,0,0,0,3,4,0,2,4,1,7,3,0,0,0,2,0,0,1,232.17,1.392857143,627,19,Woman,2.145,5,3,0,0,5,3,0,0,3,2.45,3,2,0,0
19,Woman,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,227.264,0.107142857,881,18,Woman,2.1,5,5,0,0,4,4,0,0,1,2,4,1,0,0
20,Woman,1,2,8,2,0,2,0,0,1,0,0,0,1,0,4,3,0,3,1,1,2,4,2,2,0,0,0,0,0,238.02,1.357142857,715,19,Woman,2.05,5,3,1,2.5,4,3,0,0,2,0,0,5,3,2
19,Prefer not to say,1,1,4,0,0,3,0,0,3,3,4,2,1,3,5,3,4,2,1,7,4,2,4,3,1,0,0,0,4,239.42,2.285714286,736,19,Non-binary,2.1,3,5,0,3,4,1,0,2,3,0,0,1,4,2
18,Woman,1,0,4,0,0,4,0,0,0,1,1,1,0,0,1,2,1,1,0,1,1,1,5,1,1,0,0,1,0,246.52,0.964285714,59,18,Woman,2.1,3,4,2,2,5,4,0,0,1,0,5,0,1,3
18,Woman,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,0,4,1,0,0,0,246.338,0.785714286,97,18,Woman,2.1,4,3,1,2,5,3,2,0,1,0,5,0,3,1
19,Woman,1,7,7,4,4,7,6,4,3,6,3,4,5,3,7,7,5,4,4,5,7,6,5,4,8,6,6,3,3,166.106,5.107142857,378,19,Non-binary,2.1,4,5,1,0,4,3,0,0,4,0,5,0,0,0
18,Woman,1,2,4,1,0,2,2,0,0,0,3,0,0,1,3,3,2,2,2,0,5,6,0,0,2,1,1,0,0,269.973,1.5,283,18,Woman,2.1,4,4,3,2,4,3,1,0,0,0,5,0,1,3
19,Woman,1,0,7,3,1,6,3,4,5,3,3,2,6,3,2,3,4,6,6,2,3,7,5,4,5,5,5,7,2,298.879,4,829,18,Woman,2.05,4,5,1,1.5,2,4,0,0,3,0,0,0,0,3
20,Woman,1,7,4,1,0,0,1,0,0,2,4,1,5,0,0,1,1,6,6,0,3,1,3,3,2,0,0,0,0,320.609,1.821428571,693,19,Woman,2.1,3,4,1,0,5,3,0,0,3,2,4,1,0,0
19,Other,1,8,6,7,4,3,0,9,3,5,6,6,9,10,7,9,7,9,9,4,8,10,9,6,9,8,8,7,6,278.125,6.857142857,194,19,Non-binary,2.05,3,4,1,3.5,5,3,0,0,1,0,0,5,3,4
19,Woman,1,0,2,0,1,4,2,1,0,0,2,0,2,0,3,3,3,4,0,1,2,3,2,1,3,3,3,0,0,358.348,1.607142857,242,19,Woman,2.1,3,2,3,3,4,4,2,0,0,0,0,2,2,4
20,Woman,1,5,4,6,0,6,0,0,0,2,1,2,3,2,0,4,2,3,5,1,1,9,6,2,5,5,2,0,0,344.495,2.714285714,455,19,Woman,2.1,4,3,2,4,5,2,0,0,1,0,0,3,4,4
19,Woman,1,4,8,1,0,3,0,0,0,2,4,0,0,0,1,5,4,6,9,3,6,0,1,4,4,1,0,1,0,318.322,2.392857143,261,18,Woman,2.1,3,2,4,4,1,0,3,3,1,0,0,0,3,5
19,Man,1,2,4,0,0,1,1,6,2,0,0,1,1,2,3,2,2,0,4,0,4,9,0,8,4,4,2,3,0,402.924,2.321428571,880,18,Man,2.1,3,4,2,1,4,4,1,0,2,0,0,3,1,1
19,Woman,1,3,4,1,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,365.701,0.678571429,536,18,Woman,2.141,5,4,2,1,3,4,0,0,1,1.41,2,1,0,2
18,Woman,1,2,4,0,0,0,0,7,0,3,6,1,7,7,3,8,2,9,6,2,7,2,4,2,8,5,2,0,8,398.708,3.75,96,18,Woman,2.073606798,5,3,3,1.5,4,2,0,0,0,2.236067977,5,1,0,3
31,Man,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,1,1,2,8,3,1,0,0,2,0,430.883,1.107142857,346,31,Man,2.091421356,2,4,1,3.5,3,3,0,3,0,1.414213562,2,1,4,3
19,Woman,1,6,9,5,1,1,0,9,1,1,1,4,5,2,1,7,3,6,7,4,9,4,4,6,7,5,5,6,0,461.305,4.25,759,18,Woman,2.05,5,4,0,0.5,5,2,3,0,1,0,5,0,1,0
18,Woman,1,3,7,2,0,2,2,2,0,1,6,3,6,3,9,7,5,5,6,4,8,2,4,3,3,3,1,0,0,475.316,3.464285714,388,18,Woman,2.096410162,3,5,2,2.5,5,0,0,0,0,3.464101615,3,4,3,2
18,Man,1,4,7,0,0,1,1,1,4,0,1,0,0,0,1,4,2,5,2,0,2,1,3,4,1,1,0,1,0,510.538,1.642857143,312,18,Man,2.05,4,3,3,1.5,3,0,0,0,4,2,2,2,1,2
18,Woman,1,1,6,1,0,0,0,0,0,0,1,0,1,1,7,4,7,7,4,0,6,9,7,4,2,1,0,0,2,442.133,2.535714286,136,18,Woman,2.05,4,3,1,2.5,4,4,0,0,2,0,5,0,2,3
19,Woman,1,4,6,0,0,1,0,1,0,0,0,0,0,0,1,8,1,1,9,0,1,0,0,3,1,2,0,0,1,572.301,1.428571429,616,18,Woman,2.05,5,4,2,0.5,3,2,1,0,3,0,3,0,1,0
19,Woman,1,6,4,3,4,3,6,4,5,3,6,3,8,4,5,2,7,5,3,8,5,5,4,7,4,8,5,2,3,37.198,4.714285714,654,18,Woman,2.2,4,3,2,2,4,3,2,0,2,0,0,4,2,2
19,Woman,1,2,3,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88.352,0.428571429,716,18,Woman,2.2,4,3,5,0,3,5,0,0,2,0,5,0,0,0
22,Woman,1,3,4,1,0,3,1,1,0,1,3,1,2,0,3,3,4,2,3,2,4,5,4,3,5,3,2,1,1,140.731,2.321428571,672,21,Woman,2.187,2,3,4,2,2,3,0,0,2,3.87,3,5,1,3
28,Other,1,0,3,0,0,2,0,0,0,0,1,1,4,3,2,3,0,1,0,0,0,8,2,1,2,2,3,0,1,132.235,1.392857143,706,28,Non-binary,2.2,3,3,2,3,4,2,0,2,3,0,5,0,3,3
18,Woman,1,1,4,0,0,3,0,2,0,0,1,0,3,1,1,2,0,4,3,1,1,5,4,3,1,1,1,1,1,139.749,1.571428571,814,18,Woman,2.15,4,3,1,1.5,5,3,1,0,1,2,2,2,2,1
18,Woman,1,8,7,2,0,1,3,1,0,6,6,1,4,1,0,9,3,10,8,3,6,10,3,0,2,2,1,0,6,157.843,3.678571429,667,18,Non-binary,2.2,4,4,3,1,4,5,0,0,1,0,0,4,0,2
18,Woman,1,2,6,0,0,0,3,0,0,0,0,0,0,0,3,4,1,3,1,0,2,2,0,1,0,0,0,0,0,158.11,1,791,18,Woman,2.2,4,3,1,2,4,3,1,0,4,0,0,1,2,2
27,Woman,1,3,3,0,0,1,0,1,0,0,1,1,0,0,2,2,0,1,2,3,0,2,0,0,0,0,0,0,1,174.517,0.821428571,668,26,Woman,2.15,5,5,0,1.5,4,3,0,0,3,0,0,0,3,0
18,Woman,1,1,6,1,2,3,3,0,0,0,3,0,1,0,4,4,3,4,5,5,7,4,3,4,7,5,3,1,0,195.149,2.821428571,432,18,Woman,2.15,3,4,2,4.5,3,3,0,0,2,0,5,0,5,4
19,Woman,1,5,4,2,5,1,0,0,0,2,0,4,0,0,5,6,0,4,7,0,8,5,2,2,8,0,0,5,0,214.015,2.678571429,11,19,Woman,2.15,3,4,4,3.5,4,0,0,0,3,0,5,0,2,5
19,Woman,1,0,3,0,0,2,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,223.46,0.642857143,519,18,Woman,2.15,5,2,1,1.5,4,3,0,5,0,0,4,0,2,1
18,Man,1,8,6,0,0,0,0,8,0,8,6,1,6,0,8,10,2,2,1,2,5,10,9,10,8,6,2,4,3,230.46,4.464285714,29,18,Man,2.15,5,3,2,1.5,4,3,1,0,0,2,4,1,2,1
20,Man,1,2,6,0,0,0,0,0,0,0,0,0,0,0,2,1,0,8,9,0,9,1,0,0,1,0,0,0,4,233.887,1.535714286,882,20,Man,2.15,4,2,2,4.5,5,4,0,0,0,0,0,5,4,5
19,Woman,1,6,3,2,1,1,0,1,0,1,1,2,2,1,2,8,1,4,2,2,6,7,7,7,6,4,1,6,1,237.04,3.035714286,555,18,Woman,2.2,4,4,1,2,4,4,0,0,3,0,0,4,2,2
19,Woman,1,4,7,2,1,4,1,4,1,0,2,3,4,2,8,5,6,9,9,8,6,6,4,4,3,3,5,2,0,240.036,4.035714286,820,18,Woman,2.2,5,4,3,0,5,5,0,0,0,0,2,0,0,0
19,Woman,1,1,3,1,0,0,0,2,0,3,1,4,3,5,1,4,1,0,1,2,4,3,5,0,2,0,2,0,1,232.067,1.75,504,18,Woman,2.15,5,4,1,0.5,4,2,0,0,3,2,4,1,1,0
19,Woman,1,4,7,1,1,3,4,0,5,2,5,0,1,1,7,4,5,6,7,4,6,5,6,6,3,4,6,6,1,263.882,3.928571429,142,19,Woman,2.2,4,3,0,2,2,4,0,0,4,3,3,3,1,3
18,Woman,1,4,6,1,1,3,1,1,1,2,4,3,6,3,5,7,3,7,5,5,8,7,6,2,3,2,4,8,7,213.606,4.107142857,334,18,Woman,2.191421356,4,3,1,2.5,4,3,0,0,3,1.414213562,2,1,2,3
19,Man,1,1,4,0,0,1,0,0,0,1,2,0,0,0,4,6,1,6,3,0,1,7,1,3,6,1,2,0,0,254.734,1.785714286,313,19,Man,2.2,5,3,1,4,5,4,0,0,0,0,0,2,3,5
20,Woman,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,2,1,1,1,0,0,1,0,258.477,0.535714286,696,19,Woman,2.2,4,3,2,4,4,4,0,0,1,0,1,0,4,4
20,Woman,1,6,8,2,0,1,0,0,0,0,2,0,3,3,3,2,3,6,6,7,7,6,6,7,3,2,1,0,0,280.834,3,262,20,Woman,2.15,4,2,0,2.5,3,5,5,0,0,0,5,0,3,2
19,Woman,1,1,2,0,0,1,0,1,0,3,0,1,0,0,0,0,0,3,0,2,3,4,0,1,0,0,1,0,0,293.145,0.821428571,361,19,Woman,2.2,4,3,3,2,5,4,0,0,1,0,5,0,0,4
19,Woman,1,2,5,1,0,1,0,0,0,2,0,1,0,1,3,1,1,2,5,1,1,0,5,1,3,1,0,2,0,283.193,1.392857143,112,19,Woman,2.15,3,5,2,2.5,5,4,0,0,0,0,2,0,2,3
19,Woman,1,2,2,1,0,0,0,0,0,0,2,1,2,1,0,1,0,2,1,1,3,1,2,2,3,2,3,3,2,266.122,1.321428571,75,19,Woman,2.194948974,2,3,2,2.5,3,3,0,0,4,2.449489743,2,3,2,3
18,Woman,1,5,6,3,0,8,1,0,1,3,8,3,3,3,4,9,3,10,10,4,8,7,9,1,7,4,3,8,0,297.601,4.678571429,274,18,Woman,2.15,4,4,1,1.5,3,3,0,0,3,2,2,2,2,1
18,Woman,1,8,10,4,1,5,3,3,0,7,4,1,7,1,2,9,6,8,10,1,10,2,8,8,9,9,3,9,2,296.103,5.357142857,396,18,Woman,2.191421356,3,5,1,3.5,3,1,0,1,3,1.414213562,2,1,3,4
18,Woman,1,3,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,303.201,0.392857143,109,18,Woman,2.223205081,4,4,1,2.5,5,2,0,0,2,1.732050808,3,1,3,2
19,Woman,1,7,6,1,1,4,1,0,3,2,7,5,3,3,4,6,6,6,7,6,9,9,7,7,7,7,7,9,1,319.046,5.035714286,834,18,Woman,2.15,5,4,0,2.5,4,4,0,0,2,0,0,0,1,4
19,Man,1,3,8,3,0,2,8,0,1,0,8,0,5,3,6,2,4,3,5,3,6,9,9,7,9,8,0,8,3,331.782,4.392857143,198,18,Man,2.15,4,1,3,4.5,5,4,0,0,0,0,4,0,4,5
19,Woman,1,7,4,0,0,2,0,4,1,2,5,1,5,4,4,3,2,5,1,6,3,1,7,0,4,1,0,0,3,336.931,2.678571429,538,18,Woman,2.224,4,3,2,1,5,5,0,0,0,2.24,5,1,1,1
20,Woman,1,1,3,0,0,1,0,1,0,1,2,1,1,1,1,0,0,1,2,8,6,7,6,1,5,1,1,1,0,337.461,1.857142857,408,19,Woman,2.15,5,5,0,3.5,4,2,1,0,1,0,0,4,3,4
18,Woman,1,4,6,2,1,1,0,1,0,4,5,0,4,2,4,3,1,7,6,8,6,9,3,1,1,2,0,1,1,277.475,2.964285714,403,18,Woman,2.15,3,1,4,2.5,0,2,4,5,0,0,0,4,3,2
19,Woman,1,3,4,2,0,1,0,0,1,0,2,7,2,3,1,7,3,1,1,3,4,1,4,1,3,1,0,1,3,361.004,2.107142857,234,19,Woman,2.15,5,4,3,2.5,4,2,0,0,1,0,0,5,2,3
20,Woman,1,3,8,2,3,1,0,0,3,1,4,4,8,4,3,8,4,7,6,3,6,2,7,6,7,6,2,0,1,389.192,3.892857143,608,19,Woman,2.15,4,3,2,2.5,5,2,0,1,2,0,0,3,3,2
19,Other,1,2,3,2,0,0,1,0,0,2,2,0,0,0,1,3,2,2,1,0,6,9,4,0,1,0,0,3,0,470.801,1.571428571,241,19,Non-binary,2.15,5,2,1,1.5,5,4,0,0,3,0,5,0,2,1
20,Woman,1,2,3,1,1,1,1,0,0,5,0,1,1,0,2,3,2,5,2,1,3,5,2,4,3,1,3,0,0,492.098,1.857142857,572,19,Woman,2.15,2,3,2,3.5,3,2,0,0,3,3,3,3,3,4
19,Woman,1,1,4,0,0,1,0,1,1,2,0,0,2,0,0,4,1,3,6,1,1,4,2,4,1,0,1,0,0,409.13,1.428571429,144,19,Woman,2.15,3,4,3,2.5,4,3,0,0,2,0,0,4,2,3
18,Woman,1,8,6,2,2,3,0,0,0,3,3,1,5,1,6,6,5,8,6,6,7,4,5,5,1,1,0,1,2,370.104,3.464285714,52,18,Woman,2.2,5,4,1,1,5,4,0,0,2,0,5,0,0,2
18,Woman,1,7,7,1,1,4,0,1,0,3,2,2,1,1,1,8,4,7,2,6,6,1,3,4,1,0,0,1,0,1078.088,2.642857143,333,18,Woman,2.2,5,5,1,2,4,5,0,0,0,0,5,0,2,2
20,Woman,1,2,4,3,3,2,5,1,1,3,3,3,3,6,4,2,2,2,3,3,4,4,4,2,1,1,1,1,3,78.145,2.714285714,503,18,Woman,2.347,4,1,0,3,4,3,0,0,4,4.47,5,4,3,3
21,Woman,1,7,8,4,0,0,0,1,0,0,2,3,7,6,4,8,4,0,1,2,9,2,8,6,3,1,0,0,5,153.609,3.25,628,20,Woman,2.3,4,5,0,2,4,5,0,0,1,2,1,4,1,3
19,Woman,1,5,6,4,3,4,4,5,0,2,4,4,5,3,5,5,5,4,5,4,4,1,3,0,6,4,2,0,0,174.808,3.464285714,170,19,Woman,2.25,3,3,4,2.5,4,3,0,0,3,0,0,5,3,2
19,Woman,1,2,3,0,0,0,0,0,0,2,1,0,1,0,3,4,0,2,4,1,4,1,4,2,2,3,0,0,0,174.746,1.392857143,710,18,Woman,2.25,4,4,2,3.5,4,3,0,0,2,0,5,0,3,4
26,Woman,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,0,0,2,0,1,0,0,183.4,0.571428571,781,26,Woman,2.25,3,4,2,4.5,3,3,0,0,3,0,0,5,4,5
18,Woman,1,1,9,0,0,1,0,0,1,0,6,4,1,2,1,7,5,9,8,3,8,4,6,6,1,3,3,0,0,186.92,3.178571429,326,18,Woman,2.25,5,3,4,2.5,3,0,0,0,3,2,4,1,2,3
19,Woman,1,2,4,0,0,2,2,3,0,2,1,1,3,0,3,4,1,1,5,3,4,6,7,5,2,0,0,4,1,171.457,2.357142857,525,18,Woman,2.25,4,4,2,3.5,2,3,0,0,4,0,5,0,3,4
19,Man,1,8,6,0,0,0,0,0,0,0,3,0,0,0,3,4,2,3,4,3,7,8,0,4,6,4,0,0,2,191.461,2.392857143,516,18,Man,2.3,5,5,0,2,3,5,0,0,3,0,0,0,1,3
19,Woman,1,3,7,2,2,2,1,5,4,1,4,3,5,3,8,9,7,8,8,3,5,4,6,3,6,6,2,0,2,208.483,4.25,227,19,Woman,2.346410162,4,5,1,2,2,3,0,0,3,3.464101615,4,3,1,3
19,Woman,1,7,6,2,0,0,0,1,0,3,0,10,10,8,1,2,1,3,5,5,6,3,6,6,1,0,0,7,4,213.066,3.464285714,489,18,Woman,2.283,3,2,1,3,4,3,1,0,3,2.83,4,2,3,3
19,Woman,1,4,8,3,3,5,0,2,0,9,7,5,6,6,7,7,6,5,2,6,5,6,6,3,5,3,4,2,4,215.811,4.607142857,454,18,Woman,2.25,5,4,2,2.5,5,3,0,0,1,0,0,5,2,3
19,Woman,1,2,4,0,0,1,0,1,1,2,0,7,0,7,8,7,4,8,2,2,7,9,6,5,2,3,2,0,0,222.768,3.214285714,651,18,Woman,2.3,4,4,1,4,4,4,1,0,1,0,0,5,3,5
18,Man,1,2,2,0,0,1,1,8,0,5,4,8,3,0,1,6,1,1,2,5,7,1,10,5,3,8,1,0,1,258.001,3.071428571,350,18,Man,2.3,4,4,1,1,2,3,0,0,3,5,5,5,0,2
20,Woman,1,9,9,8,1,8,3,8,3,0,5,6,9,8,9,9,9,9,10,2,10,10,10,8,9,7,8,9,7,278.359,7.25,726,19,Woman,2.25,4,4,3,1.5,4,4,0,0,2,0,1,0,2,1
20,Man,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7,2,0,9,8,3,0,0,0,0,0,287.78,1.392857143,784,19,Man,2.25,5,3,2,3.5,1,3,2,0,0,3,3,3,4,3
19,Woman,1,2,10,5,3,1,0,0,2,5,6,1,10,0,3,8,5,1,8,1,5,10,8,6,9,1,0,3,5,324.676,4.214285714,570,18,Woman,2.3,5,5,0,3,4,1,0,0,3,2,4,1,3,3
21,Woman,1,1,3,0,0,3,3,0,0,1,2,0,0,1,6,1,1,4,1,5,3,5,1,5,2,1,1,0,0,315.763,1.785714286,577,20,Woman,2.283,4,3,3,2,4,3,0,0,1,2.83,2,4,2,2
19,Woman,1,4,5,8,5,5,6,7,6,7,6,5,8,6,7,7,7,8,7,10,8,9,9,10,10,8,10,9,10,317.203,7.392857143,258,19,Woman,2.25,4,4,0,1.5,4,4,0,0,3,2,4,1,2,1
20,Woman,1,1,1,1,0,2,0,0,0,3,0,3,1,1,1,1,0,5,4,3,0,7,7,1,1,1,0,0,0,321.3,1.571428571,591,18,Woman,2.287,4,4,1,2,4,2,0,0,2,3.87,3,5,1,3
19,Woman,1,1,4,1,0,1,0,3,0,2,0,6,7,5,3,8,2,1,6,2,4,4,5,3,2,0,1,2,8,311.996,2.892857143,692,18,Woman,2.274,5,4,0,2.5,4,4,0,0,1,2.24,1,5,2,3
27,Woman,1,7,7,6,0,1,0,2,0,5,4,2,4,5,7,8,4,9,7,2,3,10,8,7,7,5,6,7,5,365.942,4.928571429,593,26,Woman,2.3,5,4,4,0,4,5,0,0,1,0,0,1,0,0
18,Woman,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,2,1,1,1,1,1,0,1,1,1,0,1,0,0,409.41,0.571428571,310,18,Woman,2.3,4,4,3,2,4,3,0,0,3,0,0,3,1,3
18,Woman,1,4,7,2,0,5,3,0,0,1,4,0,0,0,2,6,4,7,8,4,6,10,4,5,9,5,1,0,3,418.524,3.571428571,292,18,Woman,2.3,5,4,3,1,5,4,0,0,1,0,5,0,1,1
20,Woman,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,1,7,7,1,1,1,1,1,3,0,392.476,1.285714286,318,20,Woman,2.337298335,0,4,3,4.5,4,3,0,0,1,3.872983346,3,5,5,4
