age,Sex,SWASH_objective_score,SWASH_subjective_score,Quartile_by_subjective_SWASH,MTS_groups,touch_to_human_responses,touch_to_dummy_or_object_responses,pain_responses,itch_responses,REALTOUCHN14,Real_touch_video_intensity#touch,Real_touch_video_intensity#tingling,Real_touch_video_intensity#itchiness,Real_touch_video_intensity#painfultouch,Real_touch_video_intensity#painwithouttouch,Real_touch_video_intensity#feelingofbeingscratched,Real_touch_video_intensity#other,Real_touch_video_intensity#otherreclassifiedastouch,UNREALTOUCHN6,Unreal_touch_video_intensity#touch_A,Unreal_touch_video_intensity#tingling_A,Unreal_touch_video_intensity#itchiness_A,Unreal_touch_video_intensity#painfultouch_A,Unreal_touch_video_intensity#painwithouttouch_A,Unreal_touch_video_intensity#feelingofbeingscratched_A,Unreal_touch_video_intensity#other_A,Unreal_touch_video_intensity#otherreclassifiedastouch_A,ITCHN4,Itch_video_intensity#touch_B,Itch_video_intensity#tingling_B,Itch_video_intensity#itchiness_B,Itch_video_intensity#painfultouch_B,Itch_video_intensity#painwithouttouch_B,Itch_video_intensity#feelingofbeingscratched_B,Itch_video_intensity#other_B,Itch_video_intensity#otherreclassifiedastouch_B,Pain_video_intensity#touch_C,Pain_video_intensity#tingling_C,Pain_video_intensity#itchiness_C,Pain_video_intensity#painfultouch_C,Pain_video_intensity#painwithouttouch_C,Pain_video_intensity#feelingofbeingscratched_C,Pain_video_intensity#other_C,Pain_video_intensity#otherreclassifiedastouch_C,humantouchtotouch,specular,anatomical
18,Female,4,2.13,3,2,4,2,3,2, ,3,1,0,0,0,0,0, , ,1,1,0,0,0,0,0, , ,0,2,0,0,0,0,0, ,1,2,0,0,0,0,0, ,3,2,0
21,Male,3,2.25,3,3,10,1,6,4, ,4,0,5,1,0,0,0, , ,0,0,0,1,0,0,0, , ,0,0,1,0,0,3,0, ,0,0,0,0,6,0,0, ,5,7,1
20,Male,4,2.25,3,1,0,0,0,0, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
19,Female,5,2.25,3,1,0,0,0,0, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
19,Female,5,2.25,3,1,0,0,0,1, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
18,Female,6,2.25,3,1,0,0,0,2, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,2,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,1
19,Female,6,2.27,3,1,0,0,6,3, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,3,0,0,0,0, ,1,2,0,0,0,2,1,0,0,2,0
19,Female,8,2.27,3,1,0,0,0,2, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,2,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
18,Female,5,2.3,4,1,0,0,0,3, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,3,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
18,Male,4,2.32,4,2,1,0,2,1, ,0,0,1,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,1,0,0,0,0,0, ,0,1,0,0,0,1,0, ,0,0,1
18,Female,5,2.32,4,2,4,0,0,2, ,4,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,1,1,0,0,0,0, ,0,0,0,0,0,0,0, ,4,2,2
19,Female,6,2.35,4,1,0,0,0,0, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
18,Female,5,2.39,4,2,2,0,5,4, ,0,2,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,4,0,0,0,0, ,1,2,0,0,2,0,0, ,0,0,2
18,Female,4,2.4,4,2,2,1,1,0, ,1,1,0,0,0,0,0, , ,1,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,1,0,0, ,1,1,0
19,Female,5,2.4,4,2,1,0,0,0, ,0,1,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
20,Female,6,2.4,4,3,10,0,3,2, ,1,0,0,0,0,0,9,9, ,0,0,0,0,0,0,0, , ,0,2,0,0,0,0,0, ,0,1,0,0,1,0,1,1,10,4,3
19,Male,6,2.4,4,1,0,0,6,1, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,1,0, ,0,3,0,3,0,0,0, ,0,0,0
18,Female,6,2.44,4,2,4,2,4,2, ,0,0,1,0,3,0,0, , ,0,1,1,0,0,0,0, , ,0,1,1,0,0,0,0, ,0,1,0,2,1,0,0, ,0,1,1
18,Female,3,2.45,4,1,0,0,0,0, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
20,Female,6,2.47,4,1,0,0,0,4, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,4,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,2
22,Male,7,2.5,4,2,1,0,0,1, ,1,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0, ,1,1,1
19,Female,3,2.52,4,1,0,0,0,2, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,2,0,0,0,0, ,0,0,0,0,0,0,0, ,0,1,0
18,Female,5,2.54,4,2,4,2,0,0, ,0,4,0,0,0,0,0, , ,0,2,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,3,0
18,Female,5,2.65,4,1,0,0,0,3, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,3,0,0,0,0, ,0,0,0,0,0,0,0, ,0,2,0
18,Female,6,2.65,4,1,0,0,0,2, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0, ,0,0,1
18,Female,4,2.69,4,1,0,0,0,3, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,2,1,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,1
19,Female,7,2.69,4,3,14,6,2,0, ,3,2,3,1,1,1,3,1, ,2,0,0,1,1,0,2,2, ,0,0,0,0,0,0,0, ,0,0,1,0,0,0,1,1,6,5,1
21,Male,5,2.7,4,2,1,1,2,0, ,0,0,0,0,1,0,0, , ,1,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,2,0,0, ,0,0,0
19,Female,7,2.75,4,1,0,0,0,0, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
18,Female,6,2.78,4,1,0,0,0,0, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
19,Male,4,2.8,4,3,12,1,4,4, ,6,6,0,0,0,0,0, , ,1,0,0,0,0,0,0, , ,0,0,3,0,0,1,0, ,0,0,0,1,0,0,3,0,6,5,2
20,Female,6,2.8,4,1,0,0,0,0, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
19,Female,7,2.8,4,2,1,0,6,4, ,1,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,4,0,0,0,0, ,0,0,0,1,5,0,0, ,1,1,3
19,Female,7,2.85,4,1,0,0,0,3, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,3,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,3,0
19,Female,8,2.85,4,2,4,0,4,3, ,1,0,0,1,0,2,0, , ,0,0,0,0,0,0,0, , ,0,0,1,1,0,1,0, ,0,0,0,3,0,0,1,0,4,3,0
19,Female,7,2.9,4,1,0,0,0,0, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
19,Female,6,2.95,4,2,1,2,6,0, ,1,0,0,0,0,0,0, , ,1,1,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,2,4,0,0,0,0,0, ,1,0,0
25,Female,5,2.97,4,1,0,0,0,0, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
18,Female,6,2.99,4,2,4,0,6,2, ,2,2,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,2,0,0,0,0, ,1,4,0,0,0,0,1,0,2,3,1
19,Female,4,3.15,4,3,10,0,1,4, ,10,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,4,0,0,0,0, ,0,0,0,1,0,0,0, ,10,6,1
20,Female,6,3.23,4,3,9,2,3,1, ,3,4,0,1,1,0,0, , ,1,1,0,0,0,0,0, , ,0,0,1,0,0,0,0, ,1,2,0,0,0,0,0, ,4,5,0
20,Female,8,3.3,4,1,0,0,3,3, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,3,0,0,0,0, ,0,3,0,0,0,0,0, ,0,3,0
18,Female,7,3.38,4,1,0,0,0,0, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
20,Female,8,3.49,4,1,0,0,0,2, ,0,0,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,2,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0
19,Female,8,3.55,4,2,1,0,3,3, ,0,1,0,0,0,0,0, , ,0,0,0,0,0,0,0, , ,0,0,3,0,0,0,0, ,0,1,0,0,2,0,0, ,0,0,2
24,Female,9,4.15,4,3,10,1,6,2, ,9,0,0,1,0,0,0, , ,1,0,0,0,0,0,0, , ,1,0,1,0,0,0,0, ,0,0,1,2,3,0,0, ,10,5,1
