Booklet,UNIVERSITY,Participantnumber,Age,Sex,Objectivescore,Objectivereturnscore,Subjectivescore,Subjectivereturnscore,Inductionrating,Q1HANDLOWEROBB,Q1HANDLOWERSUBJ,Q2MAGNETICOBJ,Q2MAGNETICSUBJ,Q3MOSQUITOOBJ,Q3MOSQUITOSUBJ,Q4TASTEOBJ,TASTEMEAN,Q4TASTE1SUBJ,Q4TASTE2SUBJ,Q5RIGIDITYOBJ,Q5RIGIDITYSUBJ,Q6IMMOBILEOBJ,Q6IMMOBILESUBJ,Q7MUSICOBJ,Q7MUSICSUBJ,Q8BALLSOBJ,Q8BALLSSUBJ,Q9AMNESIAOBJ,Q9AMNESIASUBJ,Q10PHSOBJ,Q10PHSSUBJ1,Q10PHSSUBJ2,PHSSUBJECTIVEGEOMETRICMEAN
2,1,324,19,Female,5, ,1.0,,2,1,3,1,3,0,0,0,1.5,1,2,1,1,1,1,0,0,0,0,0,0,1,5,0,0
1,1,184,19,Male,2, ,1.0,,4,0,2,0,3,0,0,0,0.5,0,1,0,2,1,2,0,0,0,0,0,0,1,4,0,0
2,2,356,19,Male,2, ,1.0,,2,1,4,1,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0
1,1,73,19,Female,3, ,1.1,,2,1,5,1,2,0,0,1,1.5,2,1,0,0,0,1,0,1,0,0,0,0,0,0,5,0
1,1,37,19,Male,3,3,1.1,1.6,4,1,2,1,3,0,1,0,1.5,2,1,0,1,0,1,0,0,0,0,0,1,1,4,0,0
1,1,148,19,Female,3, ,1.1,,2,1,4,0,2,1,1,0,1.5,1,2,0,1,0,1,0,0,0,0,0,0,1,2,0,0
2,2,378,19,Male,3, ,1.1,,2,1,3,1,2,1,1,0,0.5,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0
1,1,188,19,Female,1, ,1.1,,2,0,4,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,1,1.414213562
2,1,261,19,Female,5, ,1.2,,1,1,3,0,0,0,0,1,1.5,1,2,1,3,0,1,0,0,0,0,1,3,1,3,0,0
1,1,86,19,Male,4,3,1.2,1.5,3,1,2,1,1,0,0,0,1.5,2,1,1,2,0,2,0,0,0,0,1,3,0,0,4,0
1,1,145,19,Male,3, ,1.2,,2,1,4,1,3,0,0,0,1.5,3,0,0,2,0,1,0,0,0,0,0,0,1,4,0,0
2,1,271,19,Female,2, ,1.2,,3,0,2,1,4,0,0,0,0.5,1,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0
1,1,177,19,Female,3,4,1.2,0.9,2,1,2,1,3,0,1,0,1,1,1,0,3,1,2,0,0,0,0,0,0,0,0,5,0
2,1,290,19,Female,2, ,1.2,,2,1,3,1,3,0,0,0,2,2,2,0,1,0,2,0,0,0,0,0,1,0,4,0,0
1,1,196,19,Female,3, ,1.2,,3,1,3,1,4,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,1,1,1,1
1,1,116,19,Female,1, ,1.3,,2,0,3,0,4,0,1,1,1.5,1,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0
2,1,332,19,male,3, ,1.3,,2,1,4,1,4,0,0,0,0.5,1,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0
2,1,305,19,Female,4, ,1.3,,1,1,5,1,3,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,1,5,0,0
1,1,217,19,Female,3, ,1.3,,2,1,4,0,3,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0
2,1,275,19,Female,2, ,1.3,,4,1,4,1,3,0,0,0,1,2,0,0,3,0,1,0,0,0,0,0,1,0,1,0,0
1,1,126,19,Female,3,7,1.3,2.9,4,1,4,1,3,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,1,0,0,0,0
2,2,389,19,Female,3, ,1.3,,1,0,3,1,2,0,0,0,3,4,2,0,2,1,2,0,0,0,0,0,1,1,5,0,0
1,1,101,19,Female,3, ,1.3,,1,1,3,1,3,0,0,0,1,1,1,0,2,0,2,0,0,0,0,0,1,1,2,1,1.414213562
1,1,194,19,Female,2, ,1.4,,3,1,5,1,4,0,0,0,0.5,1,0,0,1,0,2,0,0,0,0,0,1,0,0,2,0
1,1,189,19,Female,5, ,1.4,,0,1,4,1,1,1,1,1,2.5,4,1,1,1,0,3,0,0,0,0,0,1,0,0,1,0
2,1,328,19,male,2, ,1.4,,3,0,3,0,4,0,0,0,1,0,2,1,4,0,1,0,0,0,0,0,1,1,3,0,0
1,1,31,19,Male,3,0,1.4,0.5,1,1,3,1,4,0,0,0,0,0,0,0,2,1,3,0,2,0,0,0,0,0,0,0,0
1,1,7,19,Female,2, ,1.4,,2,1,4,1,3,0,1,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0
1,1,19,19,Female,3, ,1.4,,3,1,4,0,2,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,1,1,5,0,0
2,1,276,19,Male,3, ,1.5,,3,1,4,1,5,1,0,0,0.5,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1,1,74,19,Male,3, ,1.5,,2,1,3,0,2,0,1,0,0.5,1,0,0,3,0,2,0,0,0,0,1,3,1,0,0,0
2,2,381,19,Female,3, ,1.5,,2,1,4,1,3,0,0,0,1.5,0,3,1,3,0,2,0,0,0,0,0,1,0,4,0,0
2,1,245,19,male,4, ,1.5,,1,1,4,1,4,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,1,0,0,0,0
1,1,51,19,Male,1, ,1.5,,2,0,3,1,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0
1,1,83,19,Female,4, ,1.5,,2,1,4,1,4,0,1,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0
1,1,210,19,Female,2, ,1.5,,2,1,3,0,3,0,0,0,1,2,0,0,4,0,3,0,0,0,0,0,1,1,4,0,0
2,2,377,19,Male,3, ,1.5,,2,0,4,1,4,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,1,1,5,0,0
2,1,298,19,Female,3, ,1.5,,3,0,4,1,4,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,3,0,0,5,0
2,2,353,19,Male,2, ,1.5,,1,1,3,0,1,0,1,0,1,1,1,1,3,0,2,0,0,0,0,0,2,0,2,2,2
1,1,156,19,Male,3, ,1.5,,2,0,2,1,1,0,1,0,3.5,3,4,1,1,0,4,0,0,1,0,0,1,0,3,1,1.732050808
2,2,375,19,Female,2, ,1.6,,2,0,4,1,2,0,1,0,0.5,0,1,1,3,0,2,0,0,0,0,0,2,0,1,1,1
2,1,314,19,Female,0, ,1.6,,3,0,3,0,2,0,1,0,1.5,2,1,0,3,0,2,0,0,0,1,0,2,0,1,0,0
2,1,329,19,male,4, ,1.6,,1,1,2,1,2,0,0,0,3,4,2,1,3,0,1,0,0,0,0,0,1,1,4,4,4
1,1,89,19,Female,3, ,1.6,,4,1,4,1,4,0,0,0,0,0,0,1,5,0,2,0,0,0,0,0,1,0,3,0,0
1,1,62,19,Female,3, ,1.6,,1,1,5,1,4,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,4,0,0,5,0
2,2,433,19,Female,2, ,1.6,,3,0,4,0,2,0,0,0,1,2,0,1,4,1,3,0,0,0,0,0,1,0,2,1,1.414213562
1,1,49,19,Female,4, ,1.6,,3,1,3,1,2,0,1,1,2,3,1,0,3,0,2,0,0,0,0,1,0,0,3,4,3.464101615
1,1,155,19,Female,3, ,1.7,,3,0,4,1,2,0,0,0,1.5,0,3,1,3,1,4,0,0,0,2,0,0,0,1,0,0
2,1,304,19,Female,4, ,1.7,,3,1,5,1,4,0,0,0,0.5,0,1,1,3,0,3,0,0,0,0,0,1,1,5,0,0
2,2,365,19,Female,4, ,1.7,,3,1,4,0,4,0,0,1,1.5,0,3,1,3,0,1,0,0,0,0,0,3,1,3,0,0
1,1,132,19,Female,4, ,1.7,,2,1,4,1,4,0,0,0,1,2,0,0,3,1,2,0,0,0,0,1,1,0,2,2,2
1,1,160,19,Female,3, ,1.7,,0,0,3,1,4,1,5,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0
2,2,352,19,Female,6, ,1.8,,4,1,4,1,1,0,2,0,2.5,2,3,1,3,1,4,0,0,0,0,1,1,1,5,0,0
2,1,227,19,male,5, ,1.8,,3,1,4,1,4,1,1,1,2.5,3,2,1,3,0,2,0,0,0,0,0,1,0,0,5,0
2,2,382,19,Female,5, ,1.8,,2,1,4,1,3,0,0,0,1.5,0,3,1,4,1,5,0,0,0,0,0,0,1,5,0,0
2,2,408,19,Female,4, ,1.8,,1,0,3,0,0,0,0,0,0,0,0,1,4,1,5,0,0,0,0,1,2,1,5,3,3.872983346
1,1,98,19,Male,6,3,1.8,1.6,1,0,4,1,1,1,1,1,2,2,2,1,1,0,4,0,1,1,1,0,2,1,1,1,1
1,1,56,19,Female,3, ,1.8,,3,1,5,1,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,5,5,5
2,1,307,19,Female,3,3,1.8,1.9,3,1,5,1,5,0,1,0,1,0,2,1,3,0,2,0,0,0,0,0,1,0,0,0,0
1,1,221,19,Female,2, ,1.8,,4,0,3,0,5,0,0,0,0,0,0,1,4,1,4,0,0,0,1,0,1,0,0,4,0
2,2,420,19,Female,4, ,1.9,,2,1,4,1,5,0,1,0,1,0,2,1,4,0,3,0,0,1,0,0,1,0,5,0,0
2,1,288,19,Female,5, ,1.9,,3,0,3,1,4,0,0,0,0,0,0,1,5,1,5,0,0,0,0,1,1,1,2,1,1.414213562
2,1,233,19,Female,4, ,1.9,,3,0,4,1,2,1,2,1,2,2,2,1,1,0,0,0,3,0,0,0,3,0,3,2,2.449489743
2,2,407,19,Male,2, ,2.0,,2,1,4,0,3,0,0,1,3.5,4,3,0,3,0,3,0,0,0,0,0,2,0,1,1,1
1,1,162,19,Female,4, ,2.0,,3,1,5,1,4,0,0,0,0.5,0,1,0,2,1,2,0,0,0,0,0,1,1,5,5,5
1,1,81,19,Female,5, ,2.0,,3,1,5,1,4,0,0,1,2,3,1,1,3,0,2,0,0,0,0,1,4,0,5,0,0
1,1,17,19,Female,2, ,2.0,,1,0,4,1,4,0,0,0,2,3,1,0,4,0,4,1,1,0,0,0,1,0,2,0,0
2,2,360,19,Male,5, ,2.0,,3,1,5,1,5,0,0,1,3,4,2,0,2,0,0,0,0,1,0,0,2,1,3,4,3.464101615
2,1,257,19,Female,3, ,2.1,,3,1,5,0,4,0,0,0,1,1,1,1,2,1,5,0,0,0,0,0,2,0,1,3,1.732050808
2,2,421,19,Female,4, ,2.1,,3,1,3,1,2,1,3,0,2,2,2,0,2,1,4,0,0,0,0,0,3,0,3,1,1.732050808
1,1,93,19,Female,2,4,2.1,0.8,2,0,3,1,4,0,0,0,1.5,1,2,1,4,0,2,0,0,0,0,0,2,0,4,5,4.472135955
2,1,250,19,Female,5, ,2.1,,1,1,4,1,3,1,4,1,1,1,1,0,3,0,3,0,0,0,0,1,3,0,0,2,0
1,1,141,19,Male,3, ,2.1,,2,0,4,1,4,0,1,1,1,2,0,1,5,0,4,0,0,0,0,0,0,0,4,1,2
1,1,157,19,Female,4, ,2.1,,3,1,5,1,3,1,4,0,0,0,0,1,4,0,4,0,0,0,0,0,1,0,1,0,0
1,1,150,19,Female,6, ,2.1,,3,1,4,1,3,1,2,1,3,4,2,1,3,0,2,1,1,0,0,0,3,0,3,0,0
2,2,388,19,Female,6, ,2.2,,3,1,4,1,4,1,3,1,1.5,2,1,1,4,1,4,0,0,0,0,0,1,0,0,0,0
1,1,14,19,Male,5,3,2.2,2.2,3,1,5,1,5,0,1,1,1,1,1,1,4,1,4,0,0,0,0,0,2,0,0,0,0
1,1,136,19,Female,3, ,2.2,,5,0,4,1,5,1,3,0,0,0,0,1,4,0,3,0,1,0,0,0,2,0,3,0,0
2,2,367,19,Female,5, ,2.2,,3,1,4,1,4,0,1,0,3,4,2,1,5,1,4,0,0,0,0,1,1,0,1,0,0
2,1,249,19,Female,7, ,2.2,,3,1,4,1,2,1,4,0,0,0,0,1,3,1,4,0,0,0,0,1,3,1,3,2,2.449489743
2,1,255,19,male,4, ,2.3,,4,1,4,0,2,1,1,1,4.5,4,5,1,3,0,4,0,0,0,0,0,2,0,1,4,2
2,2,371,19,Female,2, ,2.3,,1,1,3,1,4,0,2,0,3.5,4,3,0,3,0,3,0,0,0,0,0,2,0,5,1,2.236067977
2,2,398,19,Male,5, ,2.3,,4,1,4,1,3,0,2,1,2.5,2,3,1,4,0,2,0,0,0,0,0,3,1,3,2,2.449489743
2,2,380,19,Male,4, ,2.3,,4,1,4,1,3,0,0,1,4,3,5,0,3,0,5,0,0,0,0,1,3,0,1,1,1
2,1,295,19,Female,5,4,2.4,1.1,2,1,4,1,3,0,2,0,3,2,4,1,3,1,3,0,1,1,0,0,3,0,1,3,1.732050808
2,2,357,19,Female,5, ,2.4,,3,1,3,1,5,0,1,0,1,1,1,1,4,0,2,0,1,0,0,1,3,1,5,3,3.872983346
1,1,182,19,Male,2,3,2.4,1.8,3,0,4,0,4,0,0,1,4,4,4,0,4,0,2,0,0,0,5,1,1,0,0,3,0
2,2,432,19,Female,4, ,2.4,,3,1,5,1,4,0,0,0,2,2,2,1,5,1,5,0,0,0,0,0,3,0,0,5,0
1,1,185,19,Female,6, ,2.4,,3,1,4,1,5,1,3,0,1,2,0,1,4,1,4,0,0,0,0,0,1,1,1,5,2.236067977
2,1,326,19,Female,6, ,2.4,,3,1,4,1,3,0,1,1,1,1,1,1,5,1,3,1,4,0,0,0,1,0,3,2,2.449489743
2,2,374,19,Female,5, ,2.5,,4,1,5,1,4,0,2,1,3.5,4,3,1,3,0,2,0,0,0,0,0,3,1,4,1,2
2,1,283,19,Female,6, ,2.5,,3,1,4,1,5,0,0,1,2.5,4,1,1,4,1,4,0,0,0,0,0,2,1,5,2,3.16227766
2,2,394,19,Female,6, ,2.5,,4,1,5,1,4,0,1,1,1.5,2,1,0,3,1,4,0,0,0,1,1,2,1,5,2,3.16227766
1,1,9,19,Female,4, ,2.5,,3,1,5,0,3,1,4,1,3,5,1,1,4,0,2,0,0,0,0,0,2,0,1,3,1.732050808
2,1,303,19,Female,4, ,2.5,,3,0,4,1,4,0,1,1,3,3,3,1,3,1,4,0,0,0,1,0,2,0,2,4,2.828427125
2,2,368,19,Female,6, ,2.5,,3,1,4,1,3,0,3,1,2,2,2,1,3,1,4,0,0,1,3,0,3,0,0,2,0
2,1,296,19,Female,5, ,2.5,,2,0,4,1,2,0,3,1,3.5,4,3,1,5,1,3,0,0,0,1,0,2,1,3,1,1.732050808
2,2,397,19,Female,8, ,2.5,,5,1,5,1,2,1,2,1,4.5,5,4,1,2,1,3,0,0,1,0,0,4,1,4,2,2.828427125
2,2,358,19,Female,6, ,2.5,,3,0,3,1,3,1,4,0,2,2,2,1,3,1,3,0,0,0,0,1,4,1,3,4,3.464101615
1,1,128,19,Female,5, ,2.6,,3,1,5,0,1,1,4,1,2.5,4,1,1,3,1,3,0,1,0,0,0,3,0,3,3,3
1,1,35,19,Female,4,4,2.6,1.5,3,1,5,1,5,0,1,0,0.5,0,1,1,4,0,4,0,0,0,0,0,3,1,5,2,3.16227766
1,1,199,19,Female,6, ,2.6,,4,1,5,1,3,1,4,1,3.5,3,4,1,4,0,2,0,0,0,0,0,2,1,4,2,2.828427125
2,2,366,19,Female,5, ,2.6,,4,1,5,1,2,0,0,0,2.5,1,4,1,5,0,4,0,0,0,1,1,3,1,5,3,3.872983346
1,1,99,19,Male,5,5,2.7,2.1,3,1,4,1,3,0,2,1,3,2,4,1,2,0,2,0,0,1,5,0,3,0,4,3,3.464101615
1,1,204,19,Female,3, ,2.8,,3,1,4,0,5,1,3,0,3,4,2,1,2,0,5,0,0,0,1,0,2,0,3,3,3
1,1,109,19,Male,8, ,2.8,,3,1,4,1,5,1,1,0,1.5,2,1,1,3,1,3,0,0,1,4,1,4,1,4,2,2.828427125
1,1,127,19,Female,6, ,2.9,,4,1,4,1,5,0,2,0,1.5,1,2,1,4,1,3,1,3,1,4,0,2,0,0,5,0
1,1,125,19,Female,6,3,3.2,2.3,4,1,5,1,5,0,1,1,3,4,2,1,4,1,5,1,3,0,0,0,4,0,3,1,1.732050808
2,1,231,19,Female,7,7,3.2,4.0,2,1,4,1,5,1,3,1,2.5,3,2,1,4,1,4,0,1,1,4,0,2,0,2,4,2.828427125
2,1,253,19,Female,8, ,3.5,,4,1,4,1,5,1,5,1,3,5,1,1,4,0,3,0,1,1,3,1,3,1,5,3,3.872983346
1,1,172,19,Female,6,7,3.5,3.1,3,1,4,1,4,1,5,1,3,4,2,1,4,1,5,0,0,0,1,0,5,0,4,4,4
1,1,67,19,Male,10,9,4.3,4.2,4,1,3,1,4,1,5,1,3,4,2,1,5,1,5,1,4,1,5,1,5,1,5,3,3.872983346
1,1,45,20,Female,0, ,0.1,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0
1,1,24,20,Female,3,4,0.2,1.1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,1,171,20,Male,1, ,0.3,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,0
2,1,269,20,Female,1, ,0.4,,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,0,0
2,1,241,20,Female,3, ,0.5,,1,1,1,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,1,282,20,Female,4, ,0.5,,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,0,5,0,0
1,1,59,20,Female,0, ,0.5,,2,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0
1,1,115,20,Female,3,3,0.8,0.3,2,0,2,1,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,5,0,0
2,1,252,20,Female,3, ,0.8,,2,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
2,1,292,20,male,3, ,0.8,,2,1,3,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2,1,232,20,Female,3, ,0.9,,0,0,1,1,0,1,3,0,1.5,3,0,0,1,0,1,0,1,0,0,0,0,1,4,0,0
1,1,118,20,Female,2, ,0.9,,0,0,3,1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,2,0,0
1,1,215,20,Female,4, ,0.9,,1,1,4,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0
2,1,238,20,Female,1, ,0.9,,1,0,1,0,2,0,0,0,1,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0
1,1,167,20,Male,1, ,0.9,,1,0,2,0,1,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,2,0,0,0,0
2,1,293,20,Female,4, ,1.0,,1,1,3,1,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,4,0,0
1,1,176,20,Male,2, ,1.1,,3,1,3,1,2,0,0,0,0.5,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0
1,1,76,20,Female,2, ,1.1,,2,1,2,1,2,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,2,0,1,0,0
2,2,436,20,Female,2, ,1.1,,1,1,2,1,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0
1,1,168,20,Male,2, ,1.2,,3,0,3,1,2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,0,0
1,1,149,20,Female,2, ,1.2,,4,0,3,1,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,1,5,0,0
2,1,312,20,Female,4, ,1.2,,3,1,5,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,2,1,2,0,0
1,1,71,20,Female,4, ,1.3,,3,0,3,1,2,0,0,1,1.5,1,2,1,4,0,2,0,0,1,0,0,0,0,2,0,0
1,1,15,20,Female,4,2,1.3,2.1,1,0,3,1,1,1,0,0,2,0,4,0,2,0,3,1,0,0,0,1,1,0,2,1,1.414213562
2,2,405,20,Female,3, ,1.4,,3,1,4,0,1,1,0,1,1.5,2,1,0,3,0,2,0,0,0,0,0,2,0,0,0,0
1,1,95,20,Female,2, ,1.4,,2,1,3,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,3,1,1.732050808
2,2,423,20,Female,4, ,1.5,,2,0,1,1,2,1,3,1,2.5,3,2,0,2,1,1,0,0,0,0,0,3,0,0,2,0
2,1,263,20,Female,2, ,1.5,,2,1,3,1,4,0,0,0,1.5,0,3,0,4,0,1,0,0,0,0,0,1,0,0,0,0
1,1,82,20,Female,4, ,1.5,,4,0,3,1,4,0,0,1,2,2,2,1,4,0,2,0,0,0,0,1,0,0,0,0,0
1,1,223,20,Male,5, ,1.5,,2,1,2,1,3,1,3,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,0
1,1,107,20,Female,4, ,1.5,,2,0,1,1,3,0,0,0,2,2,2,1,2,0,4,0,0,1,0,0,3,1,4,0,0
1,1,27,20,Female,3,3,1.6,0.4,1,1,4,1,5,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,1,4,0,0
1,1,212,20,Female,2,2,1.6,0.6,2,0,4,0,4,0,0,0,0,0,0,0,2,1,3,0,0,0,0,1,3,0,0,0,0
2,1,321,20,Female,1, ,1.7,,1,0,4,1,4,0,0,0,1.5,1,2,0,3,0,3,0,0,0,0,0,1,0,5,0,0
2,2,395,20,Male,2, ,1.7,,3,1,4,1,4,0,0,0,1.5,3,0,0,2,0,1,0,0,0,0,0,2,0,5,1,2.236067977
1,1,208,20,Female,1, ,1.7,,2,1,4,0,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,4,5,4.472135955
2,1,259,20,Female,3,5,1.8,1.6,3,1,4,1,3,0,0,1,3,3,3,0,2,0,3,0,0,0,1,0,2,0,1,0,0
1,1,90,20,Female,6, ,1.9,,1,1,4,1,2,1,4,0,0,0,0,1,3,1,3,0,0,0,0,0,1,1,1,4,2
2,1,323,20,Female,4, ,2.0,,3,1,4,1,4,0,1,1,3.5,3,4,1,3,0,2,0,0,0,0,0,1,0,1,1,1
2,1,234,20,male,5, ,2.0,,3,1,5,0,2,1,2,1,4.5,5,4,0,2,1,0,0,0,1,0,0,1,0,5,2,3.16227766
1,1,53,20,Female,4,1,2.1,1.6,4,0,3,1,1,1,2,0,1.5,1,2,1,4,1,3,0,1,0,0,0,2,0,3,3,3
2,1,311,20,Female,4, ,2.1,,3,1,5,1,4,0,0,0,1,2,0,1,5,1,3,0,0,0,0,0,3,0,0,5,0
2,2,434,20,Female,3, ,2.2,,3,0,2,1,5,1,3,0,3,5,1,1,5,0,2,0,0,0,0,0,2,0,0,1,0
1,1,57,20,Female,5, ,2.2,,2,1,5,1,5,1,4,0,0.5,1,0,0,1,1,4,0,0,0,0,0,1,1,3,1,1.732050808
1,1,11,20,Female,4,5,2.2,2.0,3,1,4,1,4,1,1,0,2,1,3,1,4,0,2,0,0,0,0,0,2,0,3,4,3.464101615
1,1,203,20,Male,3, ,2.3,,1,0,2,1,2,1,1,0,2.5,1,4,0,5,1,3,0,4,0,0,0,1,0,4,1,2
1,1,94,20,Female,2, ,2.3,,3,1,4,1,4,0,0,0,0.5,1,0,0,4,0,4,0,0,0,0,0,4,0,3,2,2.449489743
2,2,373,20,Female,4, ,2.3,,4,1,5,1,4,0,0,1,5,5,5,0,3,1,4,0,0,0,0,0,2,0,0,4,0
1,1,153,20,Female,5, ,2.5,,2,0,4,0,4,0,0,1,2.5,1,4,1,4,1,5,0,1,1,0,1,4,0,2,0,0
1,1,191,20,Female,5, ,2.5,,4,1,3,0,2,1,2,1,4,5,3,1,4,1,4,0,0,0,1,0,2,0,2,4,2.828427125
1,1,195,20,Male,7, ,2.5,,4,1,4,1,3,1,5,1,3,5,1,1,5,1,4,0,0,0,0,0,1,1,5,0,0
2,2,410,20,Female,3, ,2.6,,4,1,4,0,2,0,3,0,3,4,2,0,3,1,4,1,5,0,0,0,2,0,0,4,0
2,1,291,20,male,5, ,2.7,,4,1,4,1,4,1,3,0,1,1,1,1,5,1,3,0,1,0,2,0,2,0,4,1,2
2,1,243,20,Female,5, ,2.8,,3,1,5,1,5,0,1,1,3,4,2,1,5,1,4,0,0,0,0,0,3,0,3,2,2.449489743
2,1,229,20,Female,6, ,3.0,,3,1,4,1,4,1,3,1,3.5,4,3,1,5,1,5,0,0,0,0,0,3,0,4,2,2.828427125
2,1,274,20,Male,7, ,3.1,,3,1,4,1,4,1,3,1,2.5,3,2,1,5,1,4,1,3,0,0,0,3,0,1,4,2
2,2,401,20,Female,3, ,3.2,,3,0,4,1,3,1,4,0,3.5,3,4,1,2,0,5,0,1,0,4,0,2,0,4,3,3.464101615
2,1,301,20,Female,6, ,3.2,,4,1,5,1,5,1,4,1,3.5,5,2,1,4,1,5,0,1,0,0,0,2,0,4,2,2.828427125
1,1,166,20,Female,4, ,3.6,,3,1,4,1,5,0,3,1,4.5,5,4,1,4,0,5,0,4,0,2,0,2,0,1,4,2
1,1,213,20,Female,8, ,3.6,,4,1,4,1,3,0,3,1,2.5,2,3,1,4,1,5,0,2,1,5,1,4,1,5,2,3.16227766
2,1,286,21,male,0, ,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,399,21,Male,0, ,0.2,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,418,21,Female,0, ,0.5,,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2,2,369,21,Female,2, ,0.5,,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,300,21,Female,3, ,0.8,,1,1,3,1,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,4,0,0
2,1,235,21,Female,5, ,0.8,,2,1,1,1,1,1,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,5,0,0
1,1,209,21,Female,0, ,1.0,,3,0,4,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,2,0,0
2,2,403,21,Female,3, ,1.1,,1,1,4,0,0,1,1,0,2.5,5,0,0,1,0,2,0,0,0,0,0,0,1,5,0,0
2,1,289,21,Female,1,4,1.1,1.5,1,1,4,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
1,1,214,21,Female,3, ,1.2,,1,1,4,1,1,0,0,0,1.5,0,3,1,1,0,0,0,0,0,0,0,2,0,5,1,2.236067977
1,1,183,21,Male,5, ,1.3,,3,1,4,1,3,0,0,0,0.5,1,0,1,3,0,2,0,0,1,0,0,0,1,4,0,0
1,1,211,21,Female,4, ,1.6,,3,0,4,1,3,0,0,0,0,0,0,1,3,1,4,0,0,0,0,0,2,1,5,0,0
2,1,281,21,Female,4, ,1.7,,2,1,3,1,3,0,1,0,1.5,1,2,1,4,0,3,0,0,0,0,0,1,1,1,0,0
1,1,135,21,Female,1, ,1.7,,3,1,5,0,2,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0
2,1,270,21,Female,5, ,1.8,,2,1,4,1,5,1,1,0,1,1,1,1,4,0,1,0,0,0,0,0,0,1,3,1,1.732050808
1,1,32,21,Female,4, ,2.1,,4,1,4,1,4,1,2,0,2,3,1,1,3,0,4,0,0,0,1,0,1,0,1,0,0
